"code","first_industry","second_industry","c_industry"
"600962","食品饮料","饮料制造","食品饮料 — 饮料制造"
"600963","轻工制造","造纸Ⅱ","轻工制造 — 造纸Ⅱ"
"600965","综合","综合Ⅱ","综合 — 综合Ⅱ"
"600966","轻工制造","造纸Ⅱ","轻工制造 — 造纸Ⅱ"
"600967","国防军工","地面兵装","国防军工 — 地面兵装"
"600968","采掘","采掘服务","采掘 — 采掘服务"
"600969","公用事业","电力","公用事业 — 电力"
"600970","建筑装饰","专业工程","建筑装饰 — 专业工程"
"600971","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"600973","电气设备","高低压设备","电气设备 — 高低压设备"
"600975","农林牧渔","畜禽养殖","农林牧渔 — 畜禽养殖"
"600976","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"600977","传媒","文化传媒","传媒 — 文化传媒"
"600978","轻工制造","家用轻工","轻工制造 — 家用轻工"
"600979","公用事业","电力","公用事业 — 电力"
"600980","机械设备","专用设备","机械设备 — 专用设备"
"600981","商业贸易","贸易Ⅱ","商业贸易 — 贸易Ⅱ"
"600982","公用事业","电力","公用事业 — 电力"
"600983","家用电器","白色家电","家用电器 — 白色家电"
"600984","机械设备","专用设备","机械设备 — 专用设备"
"600985","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"600986","传媒","营销传播","传媒 — 营销传播"
"600987","纺织服装","纺织制造","纺织服装 — 纺织制造"
"600988","有色金属","黄金","有色金属 — 黄金"
"600989","化工","化学制品","化工 — 化学制品"
"600990","国防军工","地面兵装","国防军工 — 地面兵装"
"600992","机械设备","金属制品","机械设备 — 金属制品"
"600993","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"600995","公用事业","电力","公用事业 — 电力"
"600996","传媒","文化传媒","传媒 — 文化传媒"
"600997","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"600998","医药生物","医药商业Ⅱ","医药生物 — 医药商业Ⅱ"
"600999","非银金融","证券","非银金融 — 证券"
"601000","交通运输","港口Ⅱ","交通运输 — 港口Ⅱ"
"601001","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"601002","机械设备","通用机械","机械设备 — 通用机械"
"601003","钢铁","钢铁","钢铁 — 钢铁"
"601005","钢铁","钢铁","钢铁 — 钢铁"
"601006","交通运输","铁路运输Ⅱ","交通运输 — 铁路运输Ⅱ"
"601007","休闲服务","酒店Ⅱ","休闲服务 — 酒店Ⅱ"
"601008","交通运输","港口Ⅱ","交通运输 — 港口Ⅱ"
"601009","银行","银行","银行 — 银行"
"601010","商业贸易","一般零售","商业贸易 — 一般零售"
"601011","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"601012","电气设备","电源设备","电气设备 — 电源设备"
"601015","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"601016","公用事业","电力","公用事业 — 电力"
"601018","交通运输","港口Ⅱ","交通运输 — 港口Ⅱ"
"601019","传媒","文化传媒","传媒 — 文化传媒"
"601020","有色金属","工业金属","有色金属 — 工业金属"
"601021","交通运输","航空运输Ⅱ","交通运输 — 航空运输Ⅱ"
"601028","机械设备","金属制品","机械设备 — 金属制品"
"601038","机械设备","专用设备","机械设备 — 专用设备"
"601058","化工","橡胶","化工 — 橡胶"
"601066","非银金融","证券","非银金融 — 证券"
"601068","建筑装饰","专业工程","建筑装饰 — 专业工程"
"601069","有色金属","黄金","有色金属 — 黄金"
"601077","银行","银行","银行 — 银行"
"601086","商业贸易","一般零售","商业贸易 — 一般零售"
"601088","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"601098","传媒","文化传媒","传媒 — 文化传媒"
"601099","非银金融","证券","非银金融 — 证券"
"601100","机械设备","通用机械","机械设备 — 通用机械"
"601101","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"601106","机械设备","专用设备","机械设备 — 专用设备"
"601107","交通运输","高速公路Ⅱ","交通运输 — 高速公路Ⅱ"
"601108","非银金融","证券","非银金融 — 证券"
"601111","交通运输","航空运输Ⅱ","交通运输 — 航空运输Ⅱ"
"601113","商业贸易","一般零售","商业贸易 — 一般零售"
"601116","商业贸易","一般零售","商业贸易 — 一般零售"
"601117","建筑装饰","专业工程","建筑装饰 — 专业工程"
"601118","农林牧渔","种植业","农林牧渔 — 种植业"
"601126","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"601127","汽车","汽车整车","汽车 — 汽车整车"
"601128","银行","银行","银行 — 银行"
"601137","有色金属","工业金属","有色金属 — 工业金属"
"601138","电子","电子制造","电子 — 电子制造"
"601139","公用事业","燃气Ⅱ","公用事业 — 燃气Ⅱ"
"601155","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"601158","公用事业","水务Ⅱ","公用事业 — 水务Ⅱ"
"601162","非银金融","证券","非银金融 — 证券"
"601163","化工","橡胶","化工 — 橡胶"
"601166","银行","银行","银行 — 银行"
"601168","有色金属","工业金属","有色金属 — 工业金属"
"601169","银行","银行","银行 — 银行"
"601177","机械设备","通用机械","机械设备 — 通用机械"
"601179","电气设备","高低压设备","电气设备 — 高低压设备"
"601186","建筑装饰","基础建设","建筑装饰 — 基础建设"
"601188","交通运输","高速公路Ⅱ","交通运输 — 高速公路Ⅱ"
"601198","非银金融","证券","非银金融 — 证券"
"601199","公用事业","水务Ⅱ","公用事业 — 水务Ⅱ"
"601200","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"601208","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"601211","非银金融","证券","非银金融 — 证券"
"601212","有色金属","工业金属","有色金属 — 工业金属"
"601216","化工","化学原料","化工 — 化学原料"
"601218","电气设备","电源设备","电气设备 — 电源设备"
"601222","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"601225","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"601226","建筑装饰","专业工程","建筑装饰 — 专业工程"
"601228","交通运输","港口Ⅱ","交通运输 — 港口Ⅱ"
"601229","银行","银行","银行 — 银行"
"601231","电子","电子制造","电子 — 电子制造"
"601233","化工","化学纤维","化工 — 化学纤维"
"601236","非银金融","证券","非银金融 — 证券"
"601238","汽车","汽车整车","汽车 — 汽车整车"
"601258","汽车","汽车服务","汽车 — 汽车服务"
"601288","银行","银行","银行 — 银行"
"601298","交通运输","港口Ⅱ","交通运输 — 港口Ⅱ"
"601311","汽车","汽车零部件","汽车 — 汽车零部件"
"601318","非银金融","保险","非银金融 — 保险"
"601326","交通运输","港口Ⅱ","交通运输 — 港口Ⅱ"
"601328","银行","银行","银行 — 银行"
"601330","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"601333","交通运输","铁路运输Ⅱ","交通运输 — 铁路运输Ⅱ"
"601336","非银金融","保险","非银金融 — 保险"
"601339","纺织服装","纺织制造","纺织服装 — 纺织制造"
"601360","计算机","计算机应用","计算机 — 计算机应用"
"601366","商业贸易","一般零售","商业贸易 — 一般零售"
"601368","公用事业","水务Ⅱ","公用事业 — 水务Ⅱ"
"601369","机械设备","通用机械","机械设备 — 通用机械"
"601375","非银金融","证券","非银金融 — 证券"
"601377","非银金融","证券","非银金融 — 证券"
"601388","有色金属","工业金属","有色金属 — 工业金属"
"601390","建筑装饰","基础建设","建筑装饰 — 基础建设"
"601398","银行","银行","银行 — 银行"
"601500","化工","橡胶","化工 — 橡胶"
"601515","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"601518","交通运输","高速公路Ⅱ","交通运输 — 高速公路Ⅱ"
"601519","计算机","计算机应用","计算机 — 计算机应用"
"601555","非银金融","证券","非银金融 — 证券"
"601558","电气设备","电源设备","电气设备 — 电源设备"
"601566","纺织服装","服装家纺","纺织服装 — 服装家纺"
"601567","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"601577","银行","银行","银行 — 银行"
"601579","食品饮料","饮料制造","食品饮料 — 饮料制造"
"601588","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"601595","传媒","文化传媒","传媒 — 文化传媒"
"601598","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"601599","纺织服装","纺织制造","纺织服装 — 纺织制造"
"601600","有色金属","工业金属","有色金属 — 工业金属"
"601601","非银金融","保险","非银金融 — 保险"
"601606","国防军工","地面兵装","国防军工 — 地面兵装"
"601607","医药生物","医药商业Ⅱ","医药生物 — 医药商业Ⅱ"
"601608","机械设备","专用设备","机械设备 — 专用设备"
"601611","建筑装饰","基础建设","建筑装饰 — 基础建设"
"601615","电气设备","电源设备","电气设备 — 电源设备"
"601616","电气设备","高低压设备","电气设备 — 高低压设备"
"601618","建筑装饰","专业工程","建筑装饰 — 专业工程"
"601619","公用事业","电力","公用事业 — 电力"
"601628","非银金融","保险","非银金融 — 保险"
"601633","汽车","汽车整车","汽车 — 汽车整车"
"601636","建筑材料","玻璃制造","建筑材料 — 玻璃制造"
"601666","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"601668","建筑装饰","房屋建设","建筑装饰 — 房屋建设"
"601669","建筑装饰","基础建设","建筑装饰 — 基础建设"
"601677","有色金属","工业金属","有色金属 — 工业金属"
"601678","化工","化学原料","化工 — 化学原料"
"601688","非银金融","证券","非银金融 — 证券"
"601698","国防军工","航天装备","国防军工 — 航天装备"
"601699","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"601717","汽车","汽车零部件","汽车 — 汽车零部件"
"601718","纺织服装","服装家纺","纺织服装 — 服装家纺"
"601727","电气设备","电源设备","电气设备 — 电源设备"
"601766","机械设备","运输设备","机械设备 — 运输设备"
"601777","汽车","汽车整车","汽车 — 汽车整车"
"601788","非银金融","证券","非银金融 — 证券"
"601789","建筑装饰","房屋建设","建筑装饰 — 房屋建设"
"601798","机械设备","专用设备","机械设备 — 专用设备"
"601799","汽车","汽车零部件","汽车 — 汽车零部件"
"601800","建筑装饰","基础建设","建筑装饰 — 基础建设"
"601801","传媒","文化传媒","传媒 — 文化传媒"
"601808","采掘","采掘服务","采掘 — 采掘服务"
"601811","传媒","文化传媒","传媒 — 文化传媒"
"601818","银行","银行","银行 — 银行"
"601828","商业贸易","商业物业经营","商业贸易 — 商业物业经营"
"601838","银行","银行","银行 — 银行"
"601857","采掘","石油开采Ⅱ","采掘 — 石油开采Ⅱ"
"601858","传媒","文化传媒","传媒 — 文化传媒"
"601860","银行","银行","银行 — 银行"
"601865","建筑材料","玻璃制造","建筑材料 — 玻璃制造"
"601866","交通运输","航运Ⅱ","交通运输 — 航运Ⅱ"
"601869","通信","通信设备","通信 — 通信设备"
"601872","交通运输","航运Ⅱ","交通运输 — 航运Ⅱ"
"601877","电气设备","高低压设备","电气设备 — 高低压设备"
"601878","非银金融","证券","非银金融 — 证券"
"601880","交通运输","港口Ⅱ","交通运输 — 港口Ⅱ"
"601881","非银金融","证券","非银金融 — 证券"
"601882","机械设备","通用机械","机械设备 — 通用机械"
"601886","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"601888","休闲服务","旅游综合Ⅱ","休闲服务 — 旅游综合Ⅱ"
"601890","国防军工","船舶制造","国防军工 — 船舶制造"
"601898","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"601899","有色金属","黄金","有色金属 — 黄金"
"601900","传媒","文化传媒","传媒 — 文化传媒"
"601901","非银金融","证券","非银金融 — 证券"
"601908","公用事业","电力","公用事业 — 电力"
"601916","银行","银行","银行 — 银行"
"601918","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"601919","交通运输","航运Ⅱ","交通运输 — 航运Ⅱ"
"601928","传媒","文化传媒","传媒 — 文化传媒"
"601929","传媒","文化传媒","传媒 — 文化传媒"
"601933","商业贸易","一般零售","商业贸易 — 一般零售"
"601939","银行","银行","银行 — 银行"
"601949","传媒","文化传媒","传媒 — 文化传媒"
"601952","农林牧渔","种植业","农林牧渔 — 种植业"
"601958","有色金属","稀有金属","有色金属 — 稀有金属"
"601965","汽车","汽车服务","汽车 — 汽车服务"
"601966","化工","橡胶","化工 — 橡胶"
"601968","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"601969","采掘","其他采掘Ⅱ","采掘 — 其他采掘Ⅱ"
"601975","交通运输","航运Ⅱ","交通运输 — 航运Ⅱ"
"601985","公用事业","电力","公用事业 — 电力"
"601988","银行","银行","银行 — 银行"
"601989","国防军工","船舶制造","国防军工 — 船舶制造"
"601990","非银金融","证券","非银金融 — 证券"
"601991","公用事业","电力","公用事业 — 电力"
"601992","建筑材料","水泥制造","建筑材料 — 水泥制造"
"601996","轻工制造","家用轻工","轻工制造 — 家用轻工"
"601997","银行","银行","银行 — 银行"
"601998","银行","银行","银行 — 银行"
"601999","传媒","文化传媒","传媒 — 文化传媒"
"603000","传媒","互联网传媒","传媒 — 互联网传媒"
"603001","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603002","化工","化学制品","化工 — 化学制品"
"603003","商业贸易","贸易Ⅱ","商业贸易 — 贸易Ⅱ"
"603005","电子","半导体","电子 — 半导体"
"603006","汽车","汽车零部件","汽车 — 汽车零部件"
"603007","建筑装饰","园林工程","建筑装饰 — 园林工程"
"603008","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603009","汽车","汽车零部件","汽车 — 汽车零部件"
"603010","化工","化学制品","化工 — 化学制品"
"603011","机械设备","专用设备","机械设备 — 专用设备"
"603012","机械设备","专用设备","机械设备 — 专用设备"
"603013","汽车","汽车零部件","汽车 — 汽车零部件"
"603015","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"603016","电气设备","高低压设备","电气设备 — 高低压设备"
"603017","建筑装饰","房屋建设","建筑装饰 — 房屋建设"
"603018","建筑装饰","基础建设","建筑装饰 — 基础建设"
"603019","计算机","计算机设备","计算机 — 计算机设备"
"603020","食品饮料","食品加工","食品饮料 — 食品加工"
"603021","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603022","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"603023","汽车","汽车零部件","汽车 — 汽车零部件"
"603025","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"603026","化工","化学制品","化工 — 化学制品"
"603027","食品饮料","食品加工","食品饮料 — 食品加工"
"603028","机械设备","金属制品","机械设备 — 金属制品"
"603029","机械设备","专用设备","机械设备 — 专用设备"
"603030","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"603031","商业贸易","一般零售","商业贸易 — 一般零售"
"603032","交通运输","公交Ⅱ","交通运输 — 公交Ⅱ"
"603033","化工","橡胶","化工 — 橡胶"
"603035","汽车","汽车零部件","汽车 — 汽车零部件"
"603036","机械设备","专用设备","机械设备 — 专用设备"
"603037","汽车","汽车零部件","汽车 — 汽车零部件"
"603038","建筑材料","其他建材","建筑材料 — 其他建材"
"603039","计算机","计算机应用","计算机 — 计算机应用"
"603040","汽车","汽车零部件","汽车 — 汽车零部件"
"603041","化工","化学制品","化工 — 化学制品"
"603042","通信","通信设备","通信 — 通信设备"
"603043","食品饮料","食品加工","食品饮料 — 食品加工"
"603045","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"603050","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"603055","纺织服装","纺织制造","纺织服装 — 纺织制造"
"603056","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"603058","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"603059","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603060","综合","综合Ⅱ","综合 — 综合Ⅱ"
"603063","电气设备","电源设备","电气设备 — 电源设备"
"603066","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"603067","化工","化学原料","化工 — 化学原料"
"603068","电子","半导体","电子 — 半导体"
"603069","交通运输","公交Ⅱ","交通运输 — 公交Ⅱ"
"603076","机械设备","专用设备","机械设备 — 专用设备"
"603077","化工","化学原料","化工 — 化学原料"
"603078","化工","化学制品","化工 — 化学制品"
"603079","医药生物","化学制药","医药生物 — 化学制药"
"603080","公用事业","燃气Ⅱ","公用事业 — 燃气Ⅱ"
"603081","机械设备","专用设备","机械设备 — 专用设备"
"603083","通信","通信设备","通信 — 通信设备"
"603085","汽车","汽车零部件","汽车 — 汽车零部件"
"603086","化工","化学制品","化工 — 化学制品"
"603088","机械设备","通用机械","机械设备 — 通用机械"
"603089","汽车","汽车零部件","汽车 — 汽车零部件"
"603090","机械设备","通用机械","机械设备 — 通用机械"
"603093","非银金融","多元金融","非银金融 — 多元金融"
"603096","传媒","文化传媒","传媒 — 文化传媒"
"603098","建筑装饰","专业工程","建筑装饰 — 专业工程"
"603099","休闲服务","景点","休闲服务 — 景点"
"603100","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"603101","商业贸易","一般零售","商业贸易 — 一般零售"
"603103","传媒","文化传媒","传媒 — 文化传媒"
"603105","电气设备","电源设备","电气设备 — 电源设备"
"603106","计算机","计算机设备","计算机 — 计算机设备"
"603108","医药生物","医疗服务Ⅱ","医药生物 — 医疗服务Ⅱ"
"603110","化工","化学制品","化工 — 化学制品"
"603111","机械设备","运输设备","机械设备 — 运输设备"
"603113","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"603115","有色金属","工业金属","有色金属 — 工业金属"
"603116","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603117","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"603118","通信","通信设备","通信 — 通信设备"
"603121","汽车","汽车零部件","汽车 — 汽车零部件"
"603123","商业贸易","一般零售","商业贸易 — 一般零售"
"603126","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"603127","医药生物","医疗服务Ⅱ","医药生物 — 医疗服务Ⅱ"
"603128","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"603129","汽车","其他交运设备","汽车 — 其他交运设备"
"603131","机械设备","通用机械","机械设备 — 通用机械"
"603133","化工","化学制品","化工 — 化学制品"
"603136","休闲服务","景点","休闲服务 — 景点"
"603138","计算机","计算机应用","计算机 — 计算机应用"
"603139","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"603156","食品饮料","饮料制造","食品饮料 — 饮料制造"
"603157","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603158","汽车","汽车零部件","汽车 — 汽车零部件"
"603159","机械设备","专用设备","机械设备 — 专用设备"
"603160","电子","半导体","电子 — 半导体"
"603161","汽车","汽车零部件","汽车 — 汽车零部件"
"603165","轻工制造","造纸Ⅱ","轻工制造 — 造纸Ⅱ"
"603166","汽车","汽车零部件","汽车 — 汽车零部件"
"603167","交通运输","航运Ⅱ","交通运输 — 航运Ⅱ"
"603168","医药生物","化学制药","医药生物 — 化学制药"
"603169","机械设备","专用设备","机械设备 — 专用设备"
"603177","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"603178","汽车","汽车零部件","汽车 — 汽车零部件"
"603179","汽车","汽车零部件","汽车 — 汽车零部件"
"603180","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603181","化工","化学制品","化工 — 化学制品"
"603183","建筑装饰","专业工程","建筑装饰 — 专业工程"
"603185","电气设备","电源设备","电气设备 — 电源设备"
"603186","电子","元件Ⅱ","电子 — 元件Ⅱ"
"603187","机械设备","通用机械","机械设备 — 通用机械"
"603188","化工","化学制品","化工 — 化学制品"
"603189","计算机","计算机应用","计算机 — 计算机应用"
"603192","化工","化学制品","化工 — 化学制品"
"603196","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603197","汽车","汽车零部件","汽车 — 汽车零部件"
"603198","食品饮料","饮料制造","食品饮料 — 饮料制造"
"603199","休闲服务","景点","休闲服务 — 景点"
"603200","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"603203","机械设备","专用设备","机械设备 — 专用设备"
"603208","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603214","商业贸易","专业零售","商业贸易 — 专业零售"
"603217","化工","化学制品","化工 — 化学制品"
"603218","电气设备","电源设备","电气设备 — 电源设备"
"603220","通信","通信设备","通信 — 通信设备"
"603222","医药生物","化学制药","医药生物 — 化学制药"
"603223","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"603225","化工","化学纤维","化工 — 化学纤维"
"603226","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603227","化工","化学制品","化工 — 化学制品"
"603228","电子","元件Ⅱ","电子 — 元件Ⅱ"
"603229","医药生物","化学制药","医药生物 — 化学制药"
"603232","计算机","计算机应用","计算机 — 计算机应用"
"603233","医药生物","医药商业Ⅱ","医药生物 — 医药商业Ⅱ"
"603236","通信","通信设备","通信 — 通信设备"
"603238","纺织服装","纺织制造","纺织服装 — 纺织制造"
"603239","汽车","汽车零部件","汽车 — 汽车零部件"
"603256","化工","化学制品","化工 — 化学制品"
"603258","传媒","互联网传媒","传媒 — 互联网传媒"
"603259","医药生物","医疗服务Ⅱ","医药生物 — 医疗服务Ⅱ"
"603260","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"603266","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"603267","电子","元件Ⅱ","电子 — 元件Ⅱ"
"603268","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603269","机械设备","通用机械","机械设备 — 通用机械"
"603277","机械设备","通用机械","机械设备 — 通用机械"
"603278","机械设备","金属制品","机械设备 — 金属制品"
"603279","机械设备","专用设备","机械设备 — 专用设备"
"603283","机械设备","专用设备","机械设备 — 专用设备"
"603286","汽车","汽车零部件","汽车 — 汽车零部件"
"603288","食品饮料","食品加工","食品饮料 — 食品加工"
"603289","机械设备","专用设备","机械设备 — 专用设备"
"603297","电子","光学光电子","电子 — 光学光电子"
"603298","机械设备","专用设备","机械设备 — 专用设备"
"603299","化工","化学原料","化工 — 化学原料"
"603300","非银金融","多元金融","非银金融 — 多元金融"
"603301","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"603303","电子","光学光电子","电子 — 光学光电子"
"603305","汽车","汽车零部件","汽车 — 汽车零部件"
"603306","汽车","汽车零部件","汽车 — 汽车零部件"
"603308","机械设备","通用机械","机械设备 — 通用机械"
"603309","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"603311","机械设备","专用设备","机械设备 — 专用设备"
"603313","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603315","机械设备","通用机械","机械设备 — 通用机械"
"603316","建筑装饰","园林工程","建筑装饰 — 园林工程"
"603317","食品饮料","食品加工","食品饮料 — 食品加工"
"603318","机械设备","专用设备","机械设备 — 专用设备"
"603319","汽车","汽车零部件","汽车 — 汽车零部件"
"603320","电气设备","电机","电气设备 — 电机"
"603321","机械设备","专用设备","机械设备 — 专用设备"
"603322","通信","通信设备","通信 — 通信设备"
"603323","银行","银行","银行 — 银行"
"603326","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603327","电子","电子制造","电子 — 电子制造"
"603328","电子","元件Ⅱ","电子 — 元件Ⅱ"
"603329","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"603330","化工","化学制品","化工 — 化学制品"
"603331","机械设备","通用机械","机械设备 — 通用机械"
"603332","化工","化学纤维","化工 — 化学纤维"
"603333","电气设备","高低压设备","电气设备 — 高低压设备"
"603335","汽车","汽车零部件","汽车 — 汽车零部件"
"603336","农林牧渔","农产品加工","农林牧渔 — 农产品加工"
"603337","机械设备","专用设备","机械设备 — 专用设备"
"603338","机械设备","专用设备","机械设备 — 专用设备"
"603339","机械设备","通用机械","机械设备 — 通用机械"
"603345","食品饮料","食品加工","食品饮料 — 食品加工"
"603348","汽车","汽车零部件","汽车 — 汽车零部件"
"603351","医药生物","化学制药","医药生物 — 化学制药"
"603355","家用电器","白色家电","家用电器 — 白色家电"
"603356","机械设备","专用设备","机械设备 — 专用设备"
"603357","建筑装饰","基础建设","建筑装饰 — 基础建设"
"603358","汽车","汽车零部件","汽车 — 汽车零部件"
"603359","建筑装饰","园林工程","建筑装饰 — 园林工程"
"603360","化工","化学制品","化工 — 化学制品"
"603363","农林牧渔","饲料Ⅱ","农林牧渔 — 饲料Ⅱ"
"603365","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603366","家用电器","白色家电","家用电器 — 白色家电"
"603367","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"603368","医药生物","医药商业Ⅱ","医药生物 — 医药商业Ⅱ"
"603369","食品饮料","饮料制造","食品饮料 — 饮料制造"
"603377","汽车","汽车服务","汽车 — 汽车服务"
"603378","化工","化学制品","化工 — 化学制品"
"603379","化工","化学制品","化工 — 化学制品"
"603380","电子","电子制造","电子 — 电子制造"
"603383","计算机","计算机应用","计算机 — 计算机应用"
"603385","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603386","电子","元件Ⅱ","电子 — 元件Ⅱ"
"603387","医药生物","医疗器械Ⅱ","医药生物 — 医疗器械Ⅱ"
"603388","建筑装饰","园林工程","建筑装饰 — 园林工程"
"603389","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603390","计算机","计算机设备","计算机 — 计算机设备"
"603393","公用事业","燃气Ⅱ","公用事业 — 燃气Ⅱ"
"603396","电气设备","电源设备","电气设备 — 电源设备"
"603398","轻工制造","家用轻工","轻工制造 — 家用轻工"
"603399","有色金属","稀有金属","有色金属 — 稀有金属"
"603416","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"603421","通信","通信设备","通信 — 通信设备"
"603429","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"603444","传媒","互联网传媒","传媒 — 互联网传媒"
"603456","医药生物","化学制药","医药生物 — 化学制药"
"603458","建筑装饰","基础建设","建筑装饰 — 基础建设"
"603466","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"603477","纺织服装","纺织制造","纺织服装 — 纺织制造"
"603486","家用电器","白色家电","家用电器 — 白色家电"
"603488","机械设备","专用设备","机械设备 — 专用设备"
"603489","电气设备","电机","电气设备 — 电机"
"603496","计算机","计算机设备","计算机 — 计算机设备"
"603499","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"603500","机械设备","运输设备","机械设备 — 运输设备"
"603501","电子","半导体","电子 — 半导体"
"603505","采掘","其他采掘Ⅱ","采掘 — 其他采掘Ⅱ"
"603506","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"603507","电气设备","电源设备","电气设备 — 电源设备"
"603508","计算机","计算机应用","计算机 — 计算机应用"
"603515","电子","光学光电子","电子 — 光学光电子"
"603516","计算机","计算机设备","计算机 — 计算机设备"
"603517","食品饮料","食品加工","食品饮料 — 食品加工"
"603518","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603519","家用电器","白色家电","家用电器 — 白色家电"
"603520","医药生物","化学制药","医药生物 — 化学制药"
"603527","有色金属","工业金属","有色金属 — 工业金属"
"603528","汽车","汽车服务","汽车 — 汽车服务"
"603530","电气设备","高低压设备","电气设备 — 高低压设备"
"603533","传媒","互联网传媒","传媒 — 互联网传媒"
"603535","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"603536","食品饮料","食品加工","食品饮料 — 食品加工"
"603538","医药生物","化学制药","医药生物 — 化学制药"
"603555","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603556","机械设备","仪器仪表","机械设备 — 仪器仪表"
"603557","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603558","纺织服装","服装家纺","纺织服装 — 服装家纺"
"603559","通信","通信设备","通信 — 通信设备"
"603566","农林牧渔","动物保健","农林牧渔 — 动物保健"
"603567","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"603568","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
