"code","first_industry","second_industry","c_industry"
"600135","轻工制造","家用轻工","轻工制造 — 家用轻工"
"600136","传媒","文化传媒","传媒 — 文化传媒"
"600137","纺织服装","服装家纺","纺织服装 — 服装家纺"
"600138","休闲服务","旅游综合Ⅱ","休闲服务 — 旅游综合Ⅱ"
"600139","综合","综合Ⅱ","综合 — 综合Ⅱ"
"600141","化工","化学制品","化工 — 化学制品"
"600143","化工","塑料Ⅱ","化工 — 塑料Ⅱ"
"600146","纺织服装","服装家纺","纺织服装 — 服装家纺"
"600148","汽车","汽车零部件","汽车 — 汽车零部件"
"600149","综合","综合Ⅱ","综合 — 综合Ⅱ"
"600150","国防军工","船舶制造","国防军工 — 船舶制造"
"600151","汽车","汽车零部件","汽车 — 汽车零部件"
"600152","电子","其他电子","电子 — 其他电子"
"600153","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"600155","非银金融","证券","非银金融 — 证券"
"600156","纺织服装","纺织制造","纺织服装 — 纺织制造"
"600157","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"600158","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600159","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600160","化工","化学制品","化工 — 化学制品"
"600161","医药生物","生物制品Ⅱ","医药生物 — 生物制品Ⅱ"
"600162","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600163","公用事业","电力","公用事业 — 电力"
"600165","化工","化学制品","化工 — 化学制品"
"600166","汽车","汽车整车","汽车 — 汽车整车"
"600167","公用事业","电力","公用事业 — 电力"
"600168","公用事业","水务Ⅱ","公用事业 — 水务Ⅱ"
"600169","机械设备","专用设备","机械设备 — 专用设备"
"600170","建筑装饰","房屋建设","建筑装饰 — 房屋建设"
"600171","电子","半导体","电子 — 半导体"
"600172","机械设备","通用机械","机械设备 — 通用机械"
"600173","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600175","综合","综合Ⅱ","综合 — 综合Ⅱ"
"600176","化工","化学制品","化工 — 化学制品"
"600177","纺织服装","服装家纺","纺织服装 — 服装家纺"
"600178","汽车","汽车零部件","汽车 — 汽车零部件"
"600179","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"600180","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"600182","化工","橡胶","化工 — 橡胶"
"600183","电子","元件Ⅱ","电子 — 元件Ⅱ"
"600184","国防军工","地面兵装","国防军工 — 地面兵装"
"600185","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600186","食品饮料","食品加工","食品饮料 — 食品加工"
"600187","公用事业","水务Ⅱ","公用事业 — 水务Ⅱ"
"600188","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"600189","食品饮料","饮料制造","食品饮料 — 饮料制造"
"600190","交通运输","港口Ⅱ","交通运输 — 港口Ⅱ"
"600191","农林牧渔","农产品加工","农林牧渔 — 农产品加工"
"600192","电气设备","高低压设备","电气设备 — 高低压设备"
"600193","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"600195","农林牧渔","动物保健","农林牧渔 — 动物保健"
"600196","医药生物","生物制品Ⅱ","医药生物 — 生物制品Ⅱ"
"600197","食品饮料","饮料制造","食品饮料 — 饮料制造"
"600198","电子","半导体","电子 — 半导体"
"600199","食品饮料","饮料制造","食品饮料 — 饮料制造"
"600200","医药生物","化学制药","医药生物 — 化学制药"
"600201","农林牧渔","动物保健","农林牧渔 — 动物保健"
"600202","电气设备","电源设备","电气设备 — 电源设备"
"600203","通信","通信设备","通信 — 通信设备"
"600206","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"600207","公用事业","燃气Ⅱ","公用事业 — 燃气Ⅱ"
"600208","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600209","建筑装饰","装修装饰","建筑装饰 — 装修装饰"
"600210","轻工制造","包装印刷Ⅱ","轻工制造 — 包装印刷Ⅱ"
"600211","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"600212","公用事业","电力","公用事业 — 电力"
"600213","汽车","汽车整车","汽车 — 汽车整车"
"600215","房地产","园区开发Ⅱ","房地产 — 园区开发Ⅱ"
"600216","医药生物","化学制药","医药生物 — 化学制药"
"600217","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"600218","机械设备","通用机械","机械设备 — 通用机械"
"600219","有色金属","工业金属","有色金属 — 工业金属"
"600220","纺织服装","纺织制造","纺织服装 — 纺织制造"
"600221","交通运输","航空运输Ⅱ","交通运输 — 航空运输Ⅱ"
"600222","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"600223","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600225","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600226","传媒","互联网传媒","传媒 — 互联网传媒"
"600227","医药生物","化学制药","医药生物 — 化学制药"
"600228","化工","化学原料","化工 — 化学原料"
"600229","传媒","文化传媒","传媒 — 文化传媒"
"600230","化工","化学制品","化工 — 化学制品"
"600231","钢铁","钢铁","钢铁 — 钢铁"
"600232","机械设备","专用设备","机械设备 — 专用设备"
"600233","交通运输","物流Ⅱ","交通运输 — 物流Ⅱ"
"600234","综合","综合Ⅱ","综合 — 综合Ⅱ"
"600235","轻工制造","造纸Ⅱ","轻工制造 — 造纸Ⅱ"
"600236","公用事业","电力","公用事业 — 电力"
"600237","电子","元件Ⅱ","电子 — 元件Ⅱ"
"600238","食品饮料","饮料制造","食品饮料 — 饮料制造"
"600239","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600241","电气设备","电源设备","电气设备 — 电源设备"
"600242","传媒","营销传播","传媒 — 营销传播"
"600243","机械设备","通用机械","机械设备 — 通用机械"
"600246","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600247","商业贸易","贸易Ⅱ","商业贸易 — 贸易Ⅱ"
"600248","建筑装饰","专业工程","建筑装饰 — 专业工程"
"600249","化工","化学制品","化工 — 化学制品"
"600250","商业贸易","贸易Ⅱ","商业贸易 — 贸易Ⅱ"
"600251","农林牧渔","农产品加工","农林牧渔 — 农产品加工"
"600252","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"600255","有色金属","工业金属","有色金属 — 工业金属"
"600256","化工","石油化工","化工 — 石油化工"
"600257","农林牧渔","渔业","农林牧渔 — 渔业"
"600258","休闲服务","酒店Ⅱ","休闲服务 — 酒店Ⅱ"
"600259","有色金属","稀有金属","有色金属 — 稀有金属"
"600260","通信","通信设备","通信 — 通信设备"
"600261","电子","光学光电子","电子 — 光学光电子"
"600262","机械设备","专用设备","机械设备 — 专用设备"
"600265","农林牧渔","林业Ⅱ","农林牧渔 — 林业Ⅱ"
"600266","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600267","医药生物","化学制药","医药生物 — 化学制药"
"600268","电气设备","电气自动化设备","电气设备 — 电气自动化设备"
"600269","交通运输","高速公路Ⅱ","交通运输 — 高速公路Ⅱ"
"600271","计算机","计算机应用","计算机 — 计算机应用"
"600272","医药生物","医药商业Ⅱ","医药生物 — 医药商业Ⅱ"
"600273","化工","化学制品","化工 — 化学制品"
"600275","农林牧渔","渔业","农林牧渔 — 渔业"
"600276","医药生物","化学制药","医药生物 — 化学制药"
"600277","化工","化学原料","化工 — 化学原料"
"600278","商业贸易","贸易Ⅱ","商业贸易 — 贸易Ⅱ"
"600279","交通运输","港口Ⅱ","交通运输 — 港口Ⅱ"
"600280","商业贸易","一般零售","商业贸易 — 一般零售"
"600281","综合","综合Ⅱ","综合 — 综合Ⅱ"
"600282","钢铁","钢铁","钢铁 — 钢铁"
"600283","公用事业","水务Ⅱ","公用事业 — 水务Ⅱ"
"600284","建筑装饰","基础建设","建筑装饰 — 基础建设"
"600285","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"600287","商业贸易","贸易Ⅱ","商业贸易 — 贸易Ⅱ"
"600288","电子","其他电子","电子 — 其他电子"
"600289","通信","通信设备","通信 — 通信设备"
"600290","电气设备","电源设备","电气设备 — 电源设备"
"600291","非银金融","保险","非银金融 — 保险"
"600292","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"600293","通信","通信设备","通信 — 通信设备"
"600295","采掘","其他采掘Ⅱ","采掘 — 其他采掘Ⅱ"
"600297","汽车","汽车服务","汽车 — 汽车服务"
"600298","农林牧渔","农产品加工","农林牧渔 — 农产品加工"
"600299","化工","化学制品","化工 — 化学制品"
"600300","食品饮料","饮料制造","食品饮料 — 饮料制造"
"600301","商业贸易","贸易Ⅱ","商业贸易 — 贸易Ⅱ"
"600302","机械设备","专用设备","机械设备 — 专用设备"
"600303","汽车","汽车整车","汽车 — 汽车整车"
"600305","食品饮料","食品加工","食品饮料 — 食品加工"
"600306","商业贸易","一般零售","商业贸易 — 一般零售"
"600307","钢铁","钢铁","钢铁 — 钢铁"
"600308","轻工制造","造纸Ⅱ","轻工制造 — 造纸Ⅱ"
"600309","化工","化学制品","化工 — 化学制品"
"600310","公用事业","电力","公用事业 — 电力"
"600311","有色金属","黄金","有色金属 — 黄金"
"600312","电气设备","高低压设备","电气设备 — 高低压设备"
"600313","农林牧渔","种植业","农林牧渔 — 种植业"
"600315","化工","化学制品","化工 — 化学制品"
"600316","国防军工","航空装备","国防军工 — 航空装备"
"600317","交通运输","港口Ⅱ","交通运输 — 港口Ⅱ"
"600318","非银金融","多元金融","非银金融 — 多元金融"
"600319","化工","化学原料","化工 — 化学原料"
"600320","机械设备","专用设备","机械设备 — 专用设备"
"600321","建筑材料","其他建材","建筑材料 — 其他建材"
"600322","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600323","公用事业","环保工程及服务","公用事业 — 环保工程及服务"
"600325","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600326","建筑材料","水泥制造","建筑材料 — 水泥制造"
"600327","汽车","汽车服务","汽车 — 汽车服务"
"600328","化工","化学原料","化工 — 化学原料"
"600329","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"600330","有色金属","金属非金属新材料","有色金属 — 金属非金属新材料"
"600331","有色金属","工业金属","有色金属 — 工业金属"
"600332","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
"600333","公用事业","燃气Ⅱ","公用事业 — 燃气Ⅱ"
"600335","汽车","汽车服务","汽车 — 汽车服务"
"600336","家用电器","白色家电","家用电器 — 白色家电"
"600337","轻工制造","家用轻工","轻工制造 — 家用轻工"
"600338","有色金属","工业金属","有色金属 — 工业金属"
"600339","采掘","采掘服务","采掘 — 采掘服务"
"600340","房地产","房地产开发Ⅱ","房地产 — 房地产开发Ⅱ"
"600343","国防军工","航天装备","国防军工 — 航天装备"
"600345","通信","通信设备","通信 — 通信设备"
"600346","化工","化学纤维","化工 — 化学纤维"
"600348","采掘","煤炭开采Ⅱ","采掘 — 煤炭开采Ⅱ"
"600350","交通运输","高速公路Ⅱ","交通运输 — 高速公路Ⅱ"
"600351","医药生物","中药Ⅱ","医药生物 — 中药Ⅱ"
