"code","c_actual_controller","c_final_controller","c_chairman","c_chairman_secretary","c_legal_representative","c_general_manager"
"600292","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","郑武生","郑武生","郑武生","夏刚"
"600293","许锡忠","许锡忠","许锡忠","杨晓凭","许锡忠","张金奎"
"600295","内蒙古鄂尔多斯投资控股集团有限公司","王林祥,赵魁,张银荣,侯永旺,王俊峰","王臻","郭升","王臻","王臻"
"600297","孙广信","孙广信","李建平","许星","李建平","王新明"
"600298","宜昌市国有资产监督管理委员会","宜昌市国有资产监督管理委员会","熊涛","周帮俊","熊涛","李知洪"
"600299","中国化工集团有限公司","中国国有资产监督管理委员会","郝志刚","梁齐南","Jean Marc Dublanc","Jean Marc Dublanc"
"600300","-","--","杨启典","孟召永","杨启典","赵惠卿"
"600301","广西壮族自治区人民政府国有资产监督管理委员会","广西壮族自治区人民政府国有资产监督管理委员会","周小溪","蔡桂生","周小溪","-"
"600302","西安工业资产经营有限公司","西安市人民政府国有资产监督管理委员会","杜俊康","郑璇","杜俊康","赵旭"
"600303","张秀根","张秀根","胡新文","那涛","胡新文","梁文利"
"600305","镇江市国有资产监督管理委员会","镇江市国有资产监督管理委员会","张玉宏","魏陈云","张玉宏","李国权"
"600306","黄茂如","黄茂如","陈快主","孙震","陈快主","陈快主"
"600307","甘肃省人民政府国有资产监督管理委员会","甘肃省人民政府国有资产监督管理委员会","阮强","赵利军","阮强","孙山"
"600308","李建华","李建华","李晓亮","任英祥","李晓亮","魏文光"
"600309","烟台市国有资产监督管理委员会","烟台市国有资产监督管理委员会","廖增太","李立民","廖增太","寇光武"
"600310","广西贺州市人民政府国资委","广西贺州市人民政府国资委","秦敏","陆培军","秦敏","秦敏"
"600311","张严德","张严德","刘永","辛永清","刘永","刘永"
"600312","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","成卫","刘湘意","成卫","庞庆平"
"600313","中国农业发展集团有限公司","国务院国有资产监督管理委员会","刘辉","胡海涛","陈章瑞","陈章瑞"
"600315","--",,"张东方","韩敏","张东方","张东方"
"600316","中国航空工业集团有限公司","国务院国有资产监督管理委员会","洪蛟","邓峰","洪蛟","曹春"
"600317","招商局集团有限公司","招商局集团有限公司","司政","周志旭","司政","王晓东"
"600318","安徽省供销合作社联合社","安徽省供销合作社联合社","吴昊","刘洋","吴昊","丁学庆"
"600319","-",,"韩海滨","李文青","韩海滨","陆卫东"
"600320","中国交通建设集团有限公司","国务院国有资产监督管理委员会","朱连宇","孙厉","朱连宇","黄庆丰"
"600321","富彦斌","富彦斌","何延龙","刘婧","何延龙","谢苏明"
"600322","天津市人民政府国有资产监督管理委员会","天津市人民政府国有资产监督管理委员会","郭维成","张亮","郭维成","孙建峰"
"600323","佛山市南海区公有资产管理委员会","佛山市南海区公有资产管理委员会","林耀棠","黄春然","金铎","金铎"
"600325","珠海市人民政府国有资产监督管理委员会","珠海市人民政府国有资产监督管理委员会","李光宁","侯贵明","李光宁","陈茵"
"600326","西藏自治区人民政府国有资产监督管理委员会","西藏自治区人民政府国有资产监督管理委员会","多吉罗布","西虹","多吉罗布","邱波"
"600327","王均金","王均金","高兵华","陈辉","高兵华","席国良"
"600328","中国盐业集团有限公司","国务院国有资产监督管理委员会","李德禄","陈云泉","李德禄","李红卫"
"600329","天津市医药集团有限公司","天津市人民政府国有资产监督管理委员会","李立群","焦艳","李立群","余红"
"600330","潘建清","潘建清","潘建清","郑晓彬","潘建清","潘建清"
"600331","刘沧龙","刘沧龙","黄建军","王延俊","黄建军","黄建军"
"600332","广州市国有资产监督管理委员会","广州市国有资产监督管理委员会","李楚源","黄雪贞","李楚源","黎洪"
"600333","长春市国有资产监督管理委员会","长春市国有资产监督管理委员会","张志超","孙树怀","张志超","梁永祥"
"600335","中国机械工业集团有限公司","国务院国有资产监督管理委员会","陈有权","谈正国","陈有权","夏闻迪"
"600336","青岛市人民政府国有资产监督管理委员会","青岛市人民政府国有资产监督管理委员会","李蔚","王英峰","李蔚","张斌"
"600337","冯东明","冯东明","寇卫平","黄新","寇卫平","牟莉"
"600338","黄瑛、黄建荣","黄瑛、黄建荣","黄建荣","胡晗东","黄建荣","王喜兵"
"600339","中国石油天然气集团有限公司","中国石油天然气集团有限公司","白玉光","于国锋","白玉光","赵玉建"
"600340","王文学","王文学","吴向东","林成红","王文学","吴向东"
"600343","中国航天科技集团公司","国务院国有资产监督管理委员会","周利民","任随安","周利民","朱奇"
"600345","武汉邮电科学研究院","国务院国有资产监督管理委员会","夏存海","梅勇","夏存海","熊向峰"
"600346","陈建华、范红卫","陈建华、范红卫","范红卫","李峰","范红卫","范红卫"
"600348","山西省国有资产监督管理委员会","山西省国有资产监督管理委员会","杨乃时","杨乃时","杨乃时","武学刚"
"600350","山东省国有资产监督管理委员会","山东省国有资产监督管理委员会","赛志毅","隋荣昌","赛志毅","吕思忠"
"600351","任武贤","任武贤","任武贤","任蓬勃","任武贤","任伟"
"600352","阮水龙、阮伟祥、项志峰","阮水龙、阮伟祥、项志峰","阮伟祥","姚建芳","阮伟祥","阮伟祥"
"600353","张建和","张建和","刘卫东","熊尚荣","刘卫东","张纯"
"600355","张学阳","张学阳","张学阳","张万宏","张学阳","张学阳"
"600356","牡丹江市国有资产监督管理办公室","牡丹江市国有资产监督管理办公室","徐祥","刘新欢","徐祥","李迎春"
"600358","江西省国有资产监督管理委员会","江西省国有资产监督管理委员会","曾少雄","赵扬","曾少雄","彭承"
"600359","新疆生产建设兵团第一师国有资产监督管理委员会","新疆生产建设兵团第一师国有资产监督管理委员会","白宏本","吴天昊","白宏本","唐建国"
"600360","曾涛","曾涛","夏增文","于胜东","夏增文","于胜东"
"600361","海南省文化交流促进会","海南省文化交流促进会","陈琳","李春生","陈琳","陈琳"
"600362","江西省国有资产监督管理委员会","江西省国有资产监督管理委员会","龙子平","龙子平","龙子平","郑高清"
"600363","伍锐","伍锐","曾智斌","曾智斌","曾智斌","李中煜"
"600365","尹兵","尹兵","何为民","何为民","何为民","何为民"
"600366","竺韵德","竺韵德","竺晓东","项超麟","竺晓东","竺晓东"
"600367","青岛市人民政府国有资产监督管理委员会","青岛市人民政府国有资产监督管理委员会","郭汉光","万洋","郭汉光","梁启波"
"600368","广西壮族自治区人民政府国有资产监督管理委员会","广西壮族自治区人民政府国有资产监督管理委员会","周异助","黄英强","周异助","张毅"
"600369","重庆市国有资产监督管理委员会","重庆市国有资产监督管理委员会","廖庆轩","廖庆轩","廖庆轩","吴坚"
"600370","卞兴才","卞兴才","卞惠良","俞红霞","卞惠良","卞江峰"
"600371","鲁伟鼎","鲁伟鼎","管大源","吴玲芳","管大源","陈贵樟"
"600372","中国航空工业集团有限公司","国务院国有资产监督管理委员会","张昆辉","张力","张昆辉","王建刚"
"600373","江西省人民政府","江西省人民政府","赵东亮","毛剑波","赵东亮","吴涤"
"600375","马鞍山市人民政府","马鞍山市人民政府","刘汉如","李峰","刘汉如","郑志强"
"600376","北京市人民政府国有资产监督管理委员会","北京市人民政府国有资产监督管理委员会","李岩","王怡","李岩","潘刚升"
"600377","江苏省国有资产监督管理委员会","江苏省国有资产监督管理委员会","顾德军","姚永嘉","顾德军","孙悉斌"
