"code","c_actual_controller","c_final_controller","c_chairman","c_chairman_secretary","c_legal_representative","c_general_manager"
"601139","深圳市人民政府国有资产监督管理委员会","深圳市人民政府国有资产监督管理委员会","李真","杨玺","李真","张小东"
"601155","王振华","王振华","王晓松","陈鹏","王晓松","王晓松"
"601158","重庆市国有资产监督管理委员会","重庆市国有资产监督管理委员会","王世安","吕祥红","王世安","郑如彬"
"601162","-","-","余磊","诸培宁","余磊","张军"
"601163","丁玉华","丁玉华","丁木","钟丹芳","丁木","林小彬"
"601166","-","-","陶以平","陈信健","陶以平","陶以平"
"601168","青海省政府国有资产监督管理委员会","青海省政府国有资产监督管理委员会","张永利","陈斌","张永利","罗已翀"
"601169","--","--","张东宁","刘彦雷","张东宁","张东宁"
"601177","杭州市萧山区财政局","杭州市萧山区财政局","夏柏林","欧阳建国","杨水余","杨水余"
"601179","国务院国有资产监管管理委员会","国务院国有资产监管管理委员会","白忠泉","田喜民","白忠泉","裴振江"
"601186","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","陈奋健","赵登善","陈奋健","庄尚标"
"601188","黑龙江省交通运输厅","黑龙江省交通运输厅","孙熠嵩","戴琦","孙熠嵩","鲁贺"
"601198","中华人民共和国财政部","中华人民共和国财政部","魏庆华","张锋","魏庆华","张涛"
"601199","江阴市公有资产经营有限公司","江阴市人民政府","华锋","宋立人","华锋","华锋"
"601200","上海市国有资产监督管理委员会","上海市国有资产监督管理委员会","颜晓斐","张春明","颜晓斐","王家樑"
"601208","熊海涛","熊海涛","唐安斌","陈杰","唐安斌","曹学"
"601211","上海国际集团有限公司","上海国际集团有限公司","王松","喻健","王松","王松"
"601212","-","-","张锦林","孙茏","张锦林","王普公"
"601216","杜江涛","杜江涛","黄辉","张杰","黄辉","黄辉"
"601218","包士金","包士金","包士金","朱陶芸","包士金","包振华"
"601222","陆永华","陆永华","陆永华","崔东旭","陆永华","陆永华"
"601225","陕西省人民政府国有资产监督管理委员会","陕西省人民政府国有资产监督管理委员会","闵龙","张茹敏","闵龙","王世斌"
"601226","中国华电集团有限公司","国务院国有资产监督管理委员会","文端超","赵江","文端超","-"
"601228","广州市人民政府国有资产监督管理委员会","广州市人民政府国有资产监督管理委员会","李益波","马楚江","李益波","邓国生"
"601229","--","--","金煜","李晓红","金煜","胡友联"
"601231","张虔生,张洪本兄弟","张虔生,张洪本兄弟","陈昌益","史金鹏","陈昌益","魏镇炎"
"601233","陈士良","陈士良","陈士良","周军","陈士良","许金祥"
"601236","中国烟草总公司","中国烟草总公司","李剑波","杨洁","李素明","李素明"
"601238","广州汽车工业集团有限公司","广州市国有资产监督管理委员会","曾庆洪","眭立","曾庆洪","冯兴亚"
"601258","庞庆华","庞庆华","马骧","王秀刚","马骧","赵铁流"
"601288","--","--","周慕冰","周万阜","张青松","张青松"
"601298","青岛市人民政府国有资产监督管理委员会","青岛市人民政府国有资产监督管理委员会","李奉利","陈福香","李奉利","张江南"
"601311","刘国本","刘国本","刘长来","余爱华","刘长来","夏诗忠"
"601318","--","--","马明哲","盛瑞生","马明哲","任汇川"
"601326","河北省人民政府国有资产监督管理委员会","河北省人民政府国有资产监督管理委员会","曹子玉","马喜平","曹子玉","杨文胜"
"601328","2万","--","任德奇","顾生","任德奇","任德奇"
"601330","北京市人民政府国有资产监督管理委员会","北京市人民政府国有资产监督管理委员会","直军","朱曙光","直军","乔德卫"
"601333","中国铁路总公司","中国铁路总公司","武勇","唐向东","武勇","胡酃酃"
"601336","--","--","刘浩凌","龚兴峰","刘浩凌","李全"
"601339","杨卫新、杨卫国","杨卫新、杨卫国","杨卫新","华敬东","杨卫新","杨卫新"
"601360","周鸿祎","周鸿祎","周鸿祎","王巍","周鸿祎","周鸿祎"
"601366","徐恭藻、徐瑞泽、赵钦霞","徐恭藻、徐瑞泽、赵钦霞","徐恭藻","张兵","徐恭藻","徐瑞泽"
"601368","南宁市人民政府国有资产监督管理委员会","南宁市人民政府国有资产监督管理委员会","黄东海","许雪菁","黄东海","徐斌元"
"601369","西安市人民政府国有资产监督管理委员会","西安市人民政府国有资产监督管理委员会","李宏安","柴进","李宏安","陈党民"
"601375","河南省发展和改革委员会","河南省发展和改革委员会","菅明军","朱启本","菅明军","常军胜"
"601377","福建省财政厅","福建省财政厅","杨华辉","郑城美","杨华辉","刘志辉"
"601388","黄崇胜","黄崇胜","林胜枝","高玉兰","刘凯珉","刘凯珉"
"601390","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","张宗言","何文","张宗言","陈云"
"601398","--","--","陈四清","官学清","陈四清","谷澍"
"601500","周耀庭、周海江、周鸣江、周海燕、顾萃、刘连红","周耀庭、周海江、周鸣江、周海燕、顾萃、刘连红","顾萃","卞亚波","顾萃","顾萃"
"601515","黄晓鹏、黄晓佳、黄炳文","黄晓鹏、黄晓佳、黄炳文","黄晓佳","刘伟","黄晓佳","王培玉"
"601518","吉林省交通运输厅","吉林省交通运输厅","郝晶祥","隋庆","郝晶祥","李晓峰"
"601519","张长虹","张长虹","张志宏","凌锋","张志宏","张志宏"
"601555","苏州市人民政府国有资产监督管理委员会","苏州市人民政府国有资产监督管理委员会","范力","魏纯","范力","范力"
"601558","-",,"马忠","王波","马忠","马忠"
"601566","林聪颖","林聪颖","林聪颖","吴徽荣","林聪颖","陈加芽"
"601567","郑坚江、何意菊","郑坚江、何意菊","郑坚江","缪锡雷","郑坚江","黄小伟"
"601577","-","-","朱玉国","杨敏佳","朱玉国","赵小中"
"601579","金良顺","金良顺","虞伟强","金雪泉","虞伟强","傅祖康"
"601588","北京市人民政府国有资产监督管理委员会","北京市人民政府国有资产监督管理委员会","贺江川","郭川","贺江川","李伟东"
"601595","上海市国有资产监督管理委员会","上海市国有资产监督管理委员会","任仲伦","戴运","任仲伦","陈果"
"601598","招商局集团有限公司","国务院国有资产监督管理委员会","李关鹏","李世础","李关鹏","宋嵘"
"601599","钱文龙","钱文龙","钱文龙","邹国栋","钱文龙","缪进义"
"601600","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","卢东亮","王军","卢东亮","贺志辉"
"601601","--","--","孔庆伟","马欣","孔庆伟","傅帆"
"601606","安徽省国有资产监督管理委员会","安徽省国有资产监督管理委员会","王本河","张兆忠","王本河","何勇"
"601607","上海市国有资产监督管理委员会","上海市国有资产监督管理委员会","周军","陈津竹","周军","左敏"
"601608","中国中信集团有限公司","财政部","俞章法","梁慧","俞章法","张志勇"
"601611","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","李晓明","高金柱","李晓明","徐晓明"
"601615","吴玲、张传卫、张瑞","吴玲、张传卫、张瑞","张传卫","刘建军","张传卫","张传卫"
"601616","赵淑文","赵淑文","赵淑文","WANG HAO","赵淑文","赵淑文"
"601618","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","国文清","曾刚","国文清","张孟星"
"601619","陈波","陈波","陈波","张建军","陈波","赵继伟"
"601628","中华人民共和国财政部","中华人民共和国财政部","王滨","利明光","王滨","苏恒轩"
"601633","魏建军","魏建军","魏建军","徐辉","魏建军","王凤英"
"601636","俞其兵","俞其兵","姚培武","姚培武","姚培武","张柏忠"
"601666","河南省国有资产监督管理委员会","河南省国有资产监督管理委员会","潘树启","许尽峰","潘树启","王新义"
"601668","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","周乃翔","薛克庆","周乃翔","-"
"601669","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","晏志勇","丁永泉","晏志勇","孙洪水"
"601677","马廷义","马廷义","马廷义","雷鹏","马廷义","刘杰"
"601678","张忠正、石秦岭、李德敏、金建全、王黎明、王树华、初照圣、杜秋敏、刘维群、赵红星、石静远、公小雨","张忠正、石秦岭、李德敏、金建全、王黎明、王树华、初照圣、杜秋敏、刘维群、赵红星、石静远、公小雨","张忠正","于江","张忠正","王树华"
"601688","江苏省人民政府国有资产监督管理委员会","江苏省人民政府国有资产监督管理委员会","周易","张辉","周易","周易"
"601698","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","李忠宝","刘晓东","李忠宝","孙京"
"601699","山西省人民政府国有资产监督管理委员会","山西省人民政府国有资产监督管理委员会","游浩","张成银","游浩","毛永红"
"601717","河南省人民政府国有资产监督管理委员会","河南省人民政府国有资产监督管理委员会","焦承尧","张海斌","焦承尧","贾浩"
"601718","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","李义岭","王静疆","李义岭","袁海黎"
"601727","上海市国有资产监督管理委员会","上海市国有资产监督管理委员会","郑建华","伏蓉","郑建华","黄瓯"
"601766","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","刘化龙","谢纪龙","刘化龙","孙永才"
"601777","尹明善、陈巧凤、尹索微、尹喜地","尹明善、陈巧凤、尹索微、尹喜地","牟刚","郭剑锋","牟刚","杨波"
"601788","中华人民共和国国务院","中华人民共和国国务院","闫峻","朱勤","闫峻","闫峻"
"601789","宁波市人民政府国有资产监督管理委员会","宁波市人民政府国有资产监督管理委员会","周杰","李长春","周杰","徐文卫"
"601798","中国机械工业集团有限公司","国务院国有资产监督管理委员会","段玉林","符蓉","段玉林","吕志辉"
"601799","周晓萍","周晓萍","周晓萍","李树军","周晓萍","周晓萍"
"601800","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","刘起涛","周长江","刘起涛","宋海良"
"601801","安徽省人民政府","安徽省人民政府","吴文胜","吴文胜","吴文胜","张克文"
"601808","中国海洋石油集团有限公司","国务院国有资产监督管理委员会","齐美胜","吴艳艳","齐美胜","曹树杰"
"601811","四川省政府国有资产监督管理委员会","四川省政府国有资产监督管理委员会","何志勇","游祖刚","何志勇","李强"
"601818","中央汇金投资有限责任公司","中央汇金投资有限责任公司","李晓鹏","李嘉焱","李晓鹏","-"
"601828","车建兴","车建兴","车建兴","郭丙合","车建兴","车建兴"
"601838","1万","-","王晖","罗铮","王晖","王晖"
"601857","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","王宜林","吴恩来","王宜林","-"
"601858","中国科学院控股有限公司","中国科学院控股有限公司","林鹏","张凡","林鹏","彭斌"
"601860","-","-","张小军","吴飞","张小军","汤宇"
"601865","阮洪良、阮泽云、姜瑾华、赵晓非","阮洪良、阮泽云、姜瑾华、赵晓非","阮洪良","阮泽云","阮洪良","阮洪良"
"601866","中国海运集团有限公司","国务院国有资产监督管理委员会","王大雄","蔡磊","王大雄","刘冲"
"601869","50万","--","马杰","梁冠宁","马杰","庄丹"
"601872","招商局集团有限公司","国务院国有资产监督管理委员会","谢春林","孔康","谢春林","王永新"
"601877","南存辉","南存辉","南存辉","潘洁","南存辉","南存辉"
"601878","浙江省交通投资集团有限公司","浙江省交通投资集团有限公司","吴承根","张晖","吴承根","王青山"
"601880","招商局集团有限公司","招商局集团有限公司","徐颂","王慧颖","徐颂","魏明晖"
"601881","中央汇金投资有限责任公司","中央汇金投资有限责任公司","陈共炎","吴承明","陈共炎","陈亮"
"601882","张静章、张剑鸣、张静来、钱耀恩","张静章、张剑鸣、张静来、钱耀恩","张静章","谢精斌","张静章","王焕卫"
"601886","刘载望、富海霞","刘载望、富海霞","刘载望","刘飞宇","刘载望","许兴利"
"601888","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","彭辉","薛军","彭辉","陈国强"
"601890","陶安祥、陶兴、施建华、陶媛","陶安祥、陶兴、施建华、陶媛","陶安祥","肖莉莉","陶安祥","陶良凤"
"601898","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","李延江","义宝厚","李延江","濮津"
"601899","福建省上杭县国资委","福建省上杭县国资委","陈景河","刘强","陈景河","蓝福生"
"601900","广东省出版集团有限公司","广东省人民政府","谭君铁","雷鹤","谭君铁","叶河"
"601901","北京大学","中华人民共和国教育部","施华","何亚刚","施华","何亚刚"
"601908","冯焕培、范朝霞","冯焕培、范朝霞","冯焕培","李道远","冯焕培","冯焕培"
"601916","--","--","沈仁康","刘龙","沈仁康","徐仁艳"
"601918","中国中煤能源集团有限公司","国务院国有资产监督管理委员会","陈培","戴斐","陈培","杨伯达"
"601919","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","许立荣","郭华伟","许立荣","杨志坚"
"601928","江苏省人民政府","江苏省人民政府","梁勇","徐云祥","梁勇","佘江涛"
"601929","吉林广播电视台","吉林广播电视台","王胜杰","孙毅","王胜杰","高雪菘"
"601933","--","--","班哲明·凯瑟克","张经仪","张轩松","李国"
"601939","中国投资有限责任公司","中国投资有限责任公司","田国立","胡昌苗","田国立","刘桂平"
"601949","中国出版集团有限公司","中国出版集团有限公司","谭跃","刘禹","谭跃","-"
"601952","江苏省国有资产监督管理委员会","江苏省国有资产监督管理委员会","胡兆辉","张恒","胡兆辉","王立新"
"601958","陕西有色金属控股集团有限责任公司","陕西省人民政府国有资产监督管理委员会","程方方","尹战劳","程方方","杨国平"
"601965","中国通用技术(集团)控股有限责任公司","国务院国有资产监督管理委员会","李开国","刘安民","李开国","万鑫铭"
"601966","王希成、王锋、王琳、张光英","王希成、王锋、王琳、张光英","王锋","马越川","王锋","王锋"
"601968","中国宝武钢铁集团有限公司","中国宝武钢铁集团有限公司","曹清","王逸凡","曹清","曹清"
"601969","郭广昌","郭广昌","刘明东","魏来","刘明东","郭风芳"
"601975","招商局集团有限公司","国务院国有资产监督管理委员会","张保良","曾善柱","张保良","周斌"
"601985","国务院国资委","国务院国资委","陈桦","罗小未","陈桦","张涛"
"601988","中国投资有限责任公司","中国投资有限责任公司","刘连舸","梅非奇","刘连舸","王江"
"601989","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","姜仁锋","管红","姜仁锋","王良"
"601990","南京市国有资产投资管理控股(集团)有限责任公司","南京市人民政府国有资产监督管理委员会","步国旬","徐晓云","步国旬","李剑锋"
"601991","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","陈飞虎","姜进明","陈飞虎","梁永磐"
"601992","北京市人民政府国有资产监督管理委员会","北京市人民政府国有资产监督管理委员会","姜德义","郑宝金","姜德义","-"
"601996","刘一川","刘一川","刘一川","汪灏","刘一川","王高峰"
"601997","-","-","张正海","董静","张正海","夏玉琳"
"601998","中国中信集团有限公司","中华人民共和国财政部","李庆萍","张青","李庆萍","方合英"
"601999","辽宁省人民政府国有资产监督管理委员会","辽宁省人民政府国有资产监督管理委员会","杨建军","费宏伟","杨建军","陈闯"
"603000","人民日报社","人民日报社","叶蓁蓁","李奇","叶蓁蓁","叶蓁蓁"
"603001","王振滔","王振滔","王振滔","翁衡","王振滔","王进权"
"603002","Grace Tsu Han Wong、王文洋","Grace Tsu Han Wong、王文洋","林瑞荣","陈义华","林瑞荣","江胜宗"
"603003","徐增增、刘策、刘振光","徐增增、刘策、刘振光","徐增增","胡湧","徐增增","刘策"
"603005","--","--","王蔚","段佳国","王蔚","王蔚"
"603006","徐涛明、吉蔚娣","徐涛明、吉蔚娣","徐涛明","宋韵芸","徐涛明","张承茂"
"603007","肖国强","肖国强","肖姣君","肖杰俊","肖姣君","顾菁"
"603008","陈阿裕","陈阿裕","陈阿裕","张毅","陈阿裕","杨刚"
"603009","靳坤","靳坤","靳坤","徐鸿飞","靳坤","靳晓堂"
"603010","高献国、高峰、高远夏、郑国富、高强","高献国、高峰、高远夏、郑国富、高强","高献国","钱明均","高献国","周三昌"
"603011","严建文","严建文","严建文","王晓峰","严建文","王玉山"
"603012","石华辉","石华辉","石华辉","常玉林","石华辉","管亚平"
"603013","国家开发投资集团有限公司","国家开发投资集团有限公司","郝建","朱磊","郝建","姜林"
"603015","周珊珊、熊钰麟","周珊珊、熊钰麟","熊钰麟","郑琴","熊钰麟","俞田龙"
"603016","赵汉新、赵敏海","赵汉新、赵敏海","赵敏海","杜建平","赵敏海","赵敏海"
"603017","冯正功","冯正功","冯正功","胡义新","冯正功","张谨"
"603018","--","--","杨卫东","范东涛","杨卫东","刘鹏"
"603019","中国科学院计算技术研究所","中国科学院计算技术研究所","李国杰","徐文超","历军","历军"
"603020","魏中浩","魏中浩","魏中浩","葛文斌","魏中浩","魏中浩"
"603021","张德华、张刚","张德华、张刚","张德华","李永建","张德华","王正义"
"603022","曹文洁","曹文洁","曹文洁","徐宏菁","曹文洁","曹文洁"
"603023","陈振华","陈振华","陈振华","郁琼","陈振华","陈振华"
"603025","北京市国有资产监督管理委员会","北京市国有资产监督管理委员会","郑建军","王晓军","郑建军","谭庆"
"603026","中国石油大学(华东)","中国石油大学(华东)","郭天明","吕俊奇","郭天明","于海明"
"603027","伍超群","伍超群","伍超群","吕科霖","伍超群","伍超群"
"603028","崔志强","崔志强","崔子锋","林柱英","崔子锋","林柱英"
"603029","山东省供销合作社联合社","山东省供销合作社联合社","王新亭","翟艳婷","王新亭","王新亭"
"603030","朱斌","朱斌","朱斌","李勇","朱斌","陈文"
"603031","袁永刚、王文娟","袁永刚、王文娟","陈学高","王成","陈学高","陈学高"
"603032","胡成中","胡成中","王仲鸣","陈翔","宋国强","宋国强"
"603033","叶继跃、张桂玉","叶继跃、张桂玉","叶继跃","顾晨晖","叶继跃","陈晓宇"
"603035","罗小春、王卫清","罗小春、王卫清","罗小春","罗喜芳","罗小春","罗小春"
"603036","248万",,"曹彩红","陈小锋","曹彩红","许波兵"
"603037","杨颖韬、杨建刚、李建星、刘仁山、侯瑞宏、高丽","杨颖韬、杨建刚、李建星、刘仁山、侯瑞宏、高丽","杨建刚","黄海","杨建刚","侯振坤"
"603038","谭洪汝、谢劭庄","谭洪汝、谢劭庄","谭洪汝","肖紫君","谭洪汝","谭洪汝"
"603039","韦利东","韦利东","韦利东","金戈","韦利东","韦利东"
"603040","徐纳、胡欣","徐纳、胡欣","徐纳","郑晓玲","徐纳","徐纳"
"603041","黄冠雄","黄冠雄","孙宇","陈青","孙宇","孙宇"
"603042","胥爱民","胥爱民","胥爱民","朱重北","胥爱民","姜汉斌"
"603043","广州市人民政府国有资产监督管理委员会","广州市人民政府国有资产监督管理委员会","徐伟兵","李立令","徐伟兵","徐伟兵"
"603045","王达武","王达武","王达武","陈松扬","王达武","王达武"
"603050","张成锁、李砚如、屈国旺、邱士勇、董彩宏","张成锁、李砚如、屈国旺、邱士勇、董彩宏","张成锁","宋建玲","张成锁","屈国旺"
"603055","施秀幼、施清岛","施秀幼、施清岛","施清岛","戴涛","施清岛","沈卫锋"
"603056","崔维星","崔维星","崔维星","缪衍","崔维星","崔维星"
"603058","邓代兴、邓维加","邓代兴、邓维加","邓代兴","余根潇","邓代兴","李秀玉"
"603059","张文生","张文生","张文生","王新余","张文生","张文生"
"603060","中国建材集团有限公司","国务院国有资产监督管理委员会","姚燕","宋开森","姚燕","马振珠"
"603063","韩玉、盛小军、夏泉波、柳国英","韩玉、盛小军、夏泉波、柳国英","韩玉","刘济洲","韩玉","韩玉"
"603066","金跃跃","金跃跃","金跃跃","徐秦烨","金跃跃","金跃跃"
"603067","蔡再华","蔡再华","蔡再华","陈前炎","蔡再华","柯愈胜"
"603068","Pengfei Zhang、Dawei Guo","Pengfei Zhang、Dawei Guo","Pengfei Zhang","李丽莉","Pengfei Zhang","Pengfei Zhang"
"603069","海南省政府国有资产监督管理委员会","海南省政府国有资产监督管理委员会","姜宏涛","符人恩","姜宏涛","刘海荣"
"603076","赖云来、黄粤宁","赖云来、黄粤宁","赖云来","吴再红","黄粤宁","黄粤宁"
"603077","贺正刚","贺正刚","曾小平","莫融","曾小平","杨惠容"
"603078","殷福华","殷福华","殷福华","汪洋","殷福华","殷福华"
"603079","洪爱","洪爱","洪爱","徐建新","洪爱","周斌"
"603080","赵安林","赵安林","赵安林","韦昆","陈志龙","陈志龙"
"603081","丰华、王小红、丰嘉隆、丰嘉敏","丰华、王小红、丰嘉隆、丰嘉敏","丰华","钟文明","丰华","丰华"
"603083","Gerald G Wong","Gerald G Wong","Gerald G Wong","谢冲","Gerald G Wong","Gerald G Wong"
"603085","陈邦锐、许筱荷","陈邦锐、许筱荷","陈邦锐","吴延坤","陈邦锐","陈邦锐"
"603086","王现全","王现全","王现全","江广同","王现全","刘相水"
"603088","郑良才、郑功、徐俭芬","郑良才、郑功、徐俭芬","郑良才","郑功","郑良才","李永坚"
"603089","郑连松、郑连平、郑念辉","郑连松、郑连平、郑念辉","郑念辉","陈灵辉","郑念辉","郑连平"
"603090","钮玉霞、钮法清","钮玉霞、钮法清","钮法清","龚少平","钮法清","钮法清"
"603093","横店社团经济企业联合会","横店社团经济企业联合会","罗旭峰","钟益强","李北新","李北新"
"603096","陈明俊、陈李平","陈明俊、陈李平","陈明俊","李全兴","陈李平","陈李平"
"603098","刘爱森、李桂茹","刘爱森、李桂茹","刘爱森","徐晓楠","刘爱森","申屠辉宏"
"603099","吉林省长白山保护开发区管理委员会","吉林省长白山保护开发区管理委员会","王昆","安国柱","王昆","王昆"
"603100","重庆市国有资产监督管理委员会","重庆市国有资产监督管理委员会","吴朋","杨利","吴朋","刘长明"
"603101","潘锦海","潘锦海","潘锦海","周建林","潘锦海","薛意静"
"603103","横店社团经济企业联合会","横店社团经济企业联合会","徐天福","潘锋","徐天福","张义兵"
"603105","张利忠、张震豪、张文娟","张利忠、张震豪、张文娟","张利忠","张健","张利忠","张利忠"
"603106","江浩然","江浩然","江浩然","王伟","江浩然","江浩然"
"603108","杭州市下城区人民政府","杭州市下城区人民政府","赵伟东","陆晓艳","赵伟东","刘辉"
"603110","樊家驹、朱君斐","樊家驹、朱君斐","樊家驹","周其华","樊家驹","樊家驹"
"603111","-","-","陈颖奇","唐卫华","陈颖奇","高文明"
"603113","秦庆平、王咏梅","秦庆平、王咏梅","秦庆平","王忠霞","秦庆平","单曰新"
"603115","严季新、施克俭","严季新、施克俭","陈健","葛艳锋","陈健","周小兵"
"603116","钱金波","钱金波","钱金波","薛霞","钱金波","钱金波"
"603117","黄保忠","黄保忠","黄保忠","吴江渝","黄保忠","孙玉峰"
"603118","-",,"汪大维","贺依朦","汪大维","唐佛南"
"603121","吴怀磊","吴怀磊","吴怀磊","关奇汉","吴怀磊","吴怀磊"
"603123","北京翠微集团","北京市海淀区国有资产监督管理委员会","匡振兴","姜荣生","匡振兴","吴红平"
"603126","中国中材集团有限公司","国务院国有资产监督管理委员会","张奇","黄剑锋","张奇","胡也明"
"603127","冯宇霞、周志文","冯宇霞、周志文","冯宇霞","高大鹏","冯宇霞","高大鹏"
"603128","国务院国有资产监督管理委员会","国务院国有资产监督管理委员会","朱碧新","于永乾","朱碧新","陈宇"
"603129","赖国贵","赖国贵","赖国贵","周雄秀","赖国贵","赖民杰"
"603131","舒宏瑞、舒振宇、缪莉萍","舒宏瑞、舒振宇、缪莉萍","舒宏瑞","刘睿","舒宏瑞","舒振宇"
"603133","徐世中","徐世中","徐世中","冯宁","徐世中","徐世中"
"603136","孟广才","孟广才","孟广才","方蕉","孟广才","孟广才"
"603138","朱华威、陈志敏","朱华威、陈志敏","闫忠文","韩涵","闫忠文","肖枫"
"603139","王延岭","王延岭","王延岭","杨瑾","王延岭","王延岭"
"603156","姚奎章","姚奎章","姚奎章","马永利","姚奎章","范召林"
"603157","邢加兴","邢加兴","邢加兴","于强","邢加兴","于强"
"603158","蒋学真、董晓燕","蒋学真、董晓燕","蒋学真","陈靖","蒋学真","蒋学真"
"603159","谢亚明、谢悦","谢亚明、谢悦","谢亚明","王忠明","谢亚明","徐志刚"
"603160","张帆","张帆","张帆","王丽","张帆","张帆"
"603161","陈洪民、陈小科","陈洪民、陈小科","陈洪民","李阳","陈洪民","宗楼"
"603165","冯荣华、张云芳","冯荣华、张云芳","冯荣华","胡荣霞","冯荣华","冯荣华"
"603166","黎福超","黎福超","黎福超","张海涛","黎福超","赵宏伟"
"603167","辽宁省人民政府国有资产监督管理委员会","辽宁省人民政府国有资产监督管理委员会","孙厚昌","宁武","孙厚昌","于新建"
"603168","陈德康","陈德康","陈德康","吴建国","陈德康","王友昆"
"603169","甘肃省国有资产监督管理委员会","甘肃省国有资产监督管理委员会","张璞临","胡军旺","张璞临","任世宏"
"603177","金猛、黄浙燕","金猛、黄浙燕","金猛","刘飞","金猛","赵博"
"603178","罗玉龙、罗力成、陈雅卿","罗玉龙、罗力成、陈雅卿","罗玉龙","张勇","罗玉龙","张文昌"
"603179","唐志华、唐敖齐","唐志华、唐敖齐","唐志华","高海龙","唐志华","唐志华"
"603180","温建怀、潘孝贞","温建怀、潘孝贞","温建怀","陈建波","潘孝贞","潘孝贞"
"603181","王伟松、马荣芬","王伟松、马荣芬","王伟松","孙青华","王伟松","王新荣"
"603183","吴小翔、黄春生、王惠明、吴其超","吴小翔、黄春生、王惠明、吴其超","吴小翔","钱晴芳","吴小翔","吴小翔"
"603185","杨建良、杭虹","杨建良、杭虹","杨建良","吴宏鹰","杨建良","杨建良"
"603186","汪力成","汪力成","刘涛","居波","刘涛","郭江程"
"603187","邵伟","邵伟","邵伟","赵定勇","邵伟","邵伟"
"603188","许小初、许旭东、许芸霞","许小初、许旭东、许芸霞","许芸霞","张丽娜","许芸霞","卢建平"
"603189","蒋宏业","蒋宏业","冯达","孙琳","冯达","冯达"
"603192","钱建中、颜群","钱建中、颜群","钱建中","李兵","钱建中","钱建中"
"603196","王卫东、曲江亭","王卫东、曲江亭","王卫东","张云菊","王卫东","王卫东"
"603197","陈洪凌、张祖秋、宋瑾","陈洪凌、张祖秋、宋瑾","陈洪凌","尹术飞","陈洪凌","张祖秋"
"603198","倪永培","倪永培","倪永培","孙汪胜","倪永培","杨照兵"
"603199","安徽省人民政府国有资产监督管理委员会","安徽省人民政府国有资产监督管理委员会","舒畅","张先进","舒畅","高政权"
"603200","王炜、翁晖岚","王炜、翁晖岚","王炜","李财锋","王炜","王炜"
"603203","金春、戚国强","金春、戚国强","金春","苗小鸣","戚国强","戚国强"
"603208","吴水根","吴水根","吴水根","郑宏有","吴水根","王忠"
"603214","施琼、莫锐强、董勤存、戚继伟","施琼、莫锐强、董勤存、戚继伟","施琼","高岷","施琼","施琼"
"603217","刘修华","刘修华","刘修华","冯国梁","刘修华","秦国栋"
"603218","傅明康、陈建敏、傅凌儿","傅明康、陈建敏、傅凌儿","傅明康","王烨","傅明康","傅明康"
"603220","李六兵、梅漫","李六兵、梅漫","李六兵","陆念庆","李六兵","李六兵"
"603222","李仙玉、张雪琴、李慧慧、李丽莎、别涌、田云飞","李仙玉、张雪琴、李慧慧、李丽莎、别涌、田云飞","李丽莎","张茜","李丽莎","田云飞"
"603223","刘振东","刘振东","刘振东","朱奇","刘振东","赵喜清"
"603225","庄奎龙、屈凤琪、庄耀中","庄奎龙、屈凤琪、庄耀中","庄奎龙","杨剑飞","庄奎龙","庄耀中"
"603226","丁福如","丁福如","Jürgen Vöhringer","孙振伟","Jürgen Vöhringer","刘敦银"
"603227","新疆维吾尔自治区人民政府国有资产监督管理委员会","新疆维吾尔自治区人民政府国有资产监督管理委员会","康健","周小力","康健","康健"
"603228","黄小芬、卓军、赖以明、刘绍柏","黄小芬、卓军、赖以明、刘绍柏","刘绍柏","黄恬","刘绍柏","刘绍柏"
"603229","郑志国","郑志国","郑志国","娄杭","郑志国","郑志国"
"603232","孔令钢、陆海天","孔令钢、陆海天","孔令钢","顾峰","孔令钢","杨文山"
"603233","柯云峰、柯金龙、柯康保","柯云峰、柯金龙、柯康保","柯云峰","刘景荣","柯云峰","柯国强"
"603236","钱鹏鹤","钱鹏鹤","钱鹏鹤","郑雷","钱鹏鹤","钱鹏鹤"
"603238","任建华","任建华","任建华","陈伟国","任建华","张杰"
"603239","李起富","李起富","李起富","项青锋","李起富","金桂云"
"603256","Grace Tsu Han Wong、王文洋","Grace Tsu Han Wong、王文洋","毛嘉明","邹新娥","毛嘉明","杜甫"
"603258","陈芳、胡建平、胡玉彪","陈芳、胡建平、胡玉彪","胡建平","俞国燕","胡建平","胡建平"
