股票代码,pid,持有数量,占总股比例,质押占其直接持股比例,股份类型,十大股东排名,日期
603169,68711,278.89万,0.27%,无质押,"受限流通股,流通A股",6,2019-09-30
603169,68712,260.87万,0.25%,无质押,"受限流通股,流通A股",8,2019-09-30
603169,68713,260.87万,0.25%,无质押,"受限流通股,流通A股",9,2019-09-30
603177,68714,76.36万,0.38%,无质押,流通A股,6,2019-09-30
603177,68715,26.20万,0.13%,无质押,流通A股,7,2019-09-30
603177,68716,25.45万,0.13%,无质押,流通A股,8,2019-09-30
603177,68717,24.00万,0.12%,无质押,流通A股,9,2019-09-30
603178,68718,76.00万,0.37%,-,流通A股,10,2019-09-30
603178,53589,514.71万,2.53%,-,受限流通股,4,2019-09-30
603178,49734,386.03万,1.90%,-,受限流通股,5,2019-09-30
603178,68719,113.72万,0.56%,-,流通A股,6,2019-09-30
603178,68720,102.63万,0.51%,-,流通A股,7,2019-09-30
603178,68721,81.50万,0.40%,-,流通A股,8,2019-09-30
603178,68722,78.46万,0.39%,-,流通A股,9,2019-09-30
603179,12551,4060.00万,17.84%,54.19%,受限流通股,2,2019-09-30
603179,68723,1400.00万,6.15%,无质押,受限流通股,3,2019-09-30
603179,68724,613.87万,2.70%,57.02%,流通A股,4,2019-09-30
603179,68725,466.63万,2.05%,96.91%,流通A股,5,2019-09-30
603180,68726,30.67万,0.46%,无质押,流通A股,10,2019-09-30
603180,34225,825.76万,12.29%,37.42%,受限流通股,2,2019-09-30
603180,8501,485.62万,7.22%,36.04%,受限流通股,3,2019-09-30
603180,21853,242.81万,3.61%,17.71%,受限流通股,4,2019-09-30
603180,68727,194.14万,2.89%,79.81%,受限流通股,5,2019-09-30
603180,68728,97.70万,1.45%,70.16%,受限流通股,6,2019-09-30
603180,68729,97.31万,1.45%,46.24%,受限流通股,7,2019-09-30
603180,68730,60.03万,0.89%,无质押,流通A股,8,2019-09-30
603181,44974,5460.00万,19.50%,-,受限流通股,1,2019-09-30
603181,68731,420.00万,1.50%,-,流通A股,10,2019-09-30
603181,12843,1540.00万,5.50%,-,流通A股,5,2019-09-30
603181,2105,1540.00万,5.50%,-,流通A股,6,2019-09-30
603181,2688,980.00万,3.50%,-,受限流通股,7,2019-09-30
603183,36766,1575.50万,8.25%,-,受限流通股,1,2019-12-09
603183,68732,237.56万,1.24%,-,受限流通股,10,2019-12-09
603183,24283,1331.78万,6.98%,-,受限流通股,2,2019-12-09
603183,46638,1331.78万,6.98%,-,受限流通股,3,2019-12-09
603183,17733,1331.78万,6.98%,-,受限流通股,4,2019-12-09
603183,68733,715.15万,3.75%,-,受限流通股,5,2019-12-09
603183,45910,323.26万,1.69%,-,受限流通股,8,2019-12-09
603183,36937,237.96万,1.25%,-,受限流通股,9,2019-12-09
603185,15071,7774.46万,44.07%,-,受限流通股,1,2019-09-30
603185,45207,3395.70万,19.25%,-,受限流通股,2,2019-09-30
603185,68734,560.00万,3.17%,-,受限流通股,4,2019-09-30
603185,68735,324.80万,1.84%,-,受限流通股,5,2019-09-30
603185,48385,194.34万,1.10%,-,受限流通股,6,2019-09-30
603186,68736,721.10万,5.57%,-,流通A股,2,2019-09-30
603186,68737,181.99万,1.41%,-,流通A股,5,2019-09-30
603186,18547,117.75万,0.91%,-,流通A股,9,2019-09-30
603187,2527,2799.23万,24.73%,-,受限流通股,1,2019-09-30
603187,68738,492.66万,4.35%,-,受限流通股,3,2019-09-30
603187,1823,447.88万,3.96%,-,受限流通股,4,2019-09-30
603187,17213,447.88万,3.96%,-,受限流通股,5,2019-09-30
603187,32736,447.88万,3.96%,-,受限流通股,6,2019-09-30
603187,43908,445.08万,3.93%,-,受限流通股,7,2019-09-30
603187,51362,259.77万,2.29%,-,受限流通股,8,2019-09-30
603187,68739,246.33万,2.18%,-,受限流通股,9,2019-09-30
603188,68740,510.00万,0.89%,98.04%,流通A股,10,2019-09-30
603188,68741,2603.00万,4.52%,98.35%,流通A股,2,2019-09-30
603188,48326,983.52万,1.71%,40.67%,流通A股,5,2019-09-30
603188,68742,530.08万,0.92%,无质押,流通A股,9,2019-09-30
603189,49072,9540.00万,43.21%,52.37%,流通A股,1,2019-09-30
603189,68743,135.00万,0.61%,无质押,流通A股,10,2019-09-30
603189,28864,1530.00万,6.93%,无质押,流通A股,2,2019-09-30
603189,68744,360.00万,1.63%,无质押,流通A股,4,2019-09-30
603189,68745,355.00万,1.61%,77.46%,流通A股,5,2019-09-30
603192,68746,13.17万,0.12%,-,流通A股,10,2019-09-30
603192,19910,2400.00万,22.50%,-,受限流通股,2,2019-09-30
603192,68747,18.00万,0.17%,-,流通A股,5,2019-09-30
603192,68748,17.48万,0.16%,-,流通A股,6,2019-09-30
603192,68749,16.35万,0.15%,-,流通A股,7,2019-09-30
603192,68750,15.85万,0.15%,-,流通A股,8,2019-09-30
603196,7161,2907.00万,12.11%,无质押,受限流通股,2,2019-09-30
603196,68751,1593.00万,6.64%,无质押,受限流通股,3,2019-09-30
603196,68752,166.76万,0.69%,无质押,流通A股,4,2019-09-30
603196,37035,140.00万,0.58%,无质押,流通A股,5,2019-09-30
603196,68753,135.00万,0.56%,无质押,流通A股,6,2019-09-30
603196,68754,122.63万,0.51%,无质押,流通A股,7,2019-09-30
603196,68755,113.37万,0.47%,无质押,流通A股,8,2019-09-30
603196,68756,99.84万,0.42%,无质押,流通A股,9,2019-09-30
603197,25125,3680.27万,22.16%,24.46%,受限流通股,1,2019-09-30
603197,36596,1896.37万,11.42%,13.49%,受限流通股,2,2019-09-30
603197,30092,359.27万,2.16%,无质押,流通A股,6,2019-09-30
603197,7508,300.58万,1.81%,无质押,受限流通股,8,2019-09-30
603197,68757,280.00万,1.69%,无质押,受限流通股,9,2019-09-30
603199,68758,101.08万,0.91%,-,流通A股,7,2019-09-30
603199,68759,75.00万,0.68%,-,流通A股,8,2019-09-30
603200,16337,4669.45万,46.09%,39.44%,"受限流通股,流通A股",1,2019-09-30
603200,68760,654.08万,6.46%,49.36%,受限流通股,2,2019-09-30
603200,68761,559.81万,5.53%,11.98%,受限流通股,3,2019-09-30
603200,68762,463.64万,4.58%,无质押,"受限流通股,流通A股",4,2019-09-30
603203,68763,94.19万,0.60%,-,流通A股,10,2019-09-30
603203,35113,1515.37万,9.63%,-,受限流通股,3,2019-09-30
603203,68764,263.26万,1.67%,-,流通A股,5,2019-09-30
603203,68765,237.17万,1.51%,-,流通A股,6,2019-09-30
603208,43385,2350.00万,29.08%,无质押,受限流通股,1,2019-09-30
603208,46448,1850.00万,22.89%,无质押,受限流通股,2,2019-09-30
603208,47998,800.00万,9.90%,28.75%,受限流通股,3,2019-09-30
603214,11253,2305.78万,22.67%,5.94%,受限流通股,1,2019-09-30
603214,4949,1200.00万,11.80%,15.21%,受限流通股,3,2019-09-30
603214,68766,364.22万,3.58%,无质押,流通A股,5,2019-09-30
603214,68767,333.45万,3.28%,56.45%,受限流通股,6,2019-09-30
603214,68768,248.96万,2.45%,76.72%,流通A股,7,2019-09-30
603214,53971,185.68万,1.83%,无质押,受限流通股,8,2019-09-30
603217,7184,5359.98万,58.88%,-,受限流通股,1,2019-09-30
603217,68769,36.77万,0.40%,-,受限流通股,10,2019-09-30
603217,24448,176.90万,1.94%,-,受限流通股,4,2019-09-30
603217,68770,130.63万,1.43%,-,受限流通股,5,2019-09-30
603217,68771,57.22万,0.63%,-,"受限流通股,流通A股",6,2019-09-30
603217,24904,54.43万,0.60%,-,受限流通股,7,2019-09-30
603217,68772,54.43万,0.60%,-,受限流通股,8,2019-09-30
603217,68773,36.77万,0.40%,-,受限流通股,9,2019-09-30
603218,17380,1.65亿,31.14%,-,"受限流通股,流通A股",1,2019-11-29
603218,102,8167.35万,15.37%,-,受限流通股,2,2019-11-29
603218,68774,8167.35万,15.37%,-,受限流通股,3,2019-11-29
603218,5562,516.68万,0.97%,-,流通A股,8,2019-11-29
603220,40654,9414.92万,27.87%,50.08%,受限流通股,1,2019-09-30
603220,68775,408.28万,1.21%,23.27%,受限流通股,10,2019-09-30
603220,68776,408.28万,1.21%,无质押,受限流通股,11,2019-09-30
603220,68777,1665.77万,4.93%,无质押,受限流通股,3,2019-09-30
603220,20678,958.28万,2.84%,无质押,受限流通股,6,2019-09-30
603220,24918,741.59万,2.20%,无质押,受限流通股,7,2019-09-30
603220,12447,704.28万,2.09%,无质押,受限流通股,8,2019-09-30
603220,68778,618.54万,1.83%,27.00%,受限流通股,9,2019-09-30
603222,68779,3906.92万,12.21%,30.71%,流通A股,2,2019-09-30
603222,29297,1000.00万,3.13%,无质押,流通A股,4,2019-09-30
603222,68780,1000.00万,3.13%,无质押,流通A股,5,2019-09-30
603222,68781,348.48万,1.09%,无质押,流通A股,7,2019-09-30
603222,35621,340.00万,1.06%,无质押,流通A股,8,2019-09-30
603222,3509,340.00万,1.06%,无质押,流通A股,9,2019-09-30
603223,9813,8174.27万,28.96%,78.86%,流通A股,1,2019-09-30
603223,37626,303.95万,1.08%,无质押,流通A股,10,2019-09-30
603223,47923,2454.00万,8.69%,100.00%,流通A股,2,2019-09-30
603223,68782,2175.48万,7.71%,无质押,流通A股,3,2019-09-30
603223,68783,1443.37万,5.11%,无质押,流通A股,6,2019-09-30
603223,68784,543.44万,1.93%,无质押,流通A股,7,2019-09-30
603223,68785,303.95万,1.08%,无质押,流通A股,9,2019-09-30
603225,713,3.38亿,24.12%,24.63%,受限流通股,1,2019-12-04
603225,68786,1.02亿,7.27%,无质押,受限流通股,5,2019-12-04
603225,54057,4082.12万,2.92%,无质押,受限流通股,6,2019-12-04
603225,68787,2401.25万,1.72%,无质押,受限流通股,9,2019-12-04
603226,68788,130.00万,0.86%,-,流通A股,10,2019-09-30
603229,21270,9597.60万,59.99%,-,受限流通股,1,2019-09-30
603229,44430,111.60万,0.70%,-,受限流通股,10,2019-09-30
603229,11865,111.60万,0.70%,-,受限流通股,11,2019-09-30
603229,29327,111.60万,0.70%,-,受限流通股,12,2019-09-30
603229,33878,223.20万,1.40%,-,流通A股,6,2019-09-30
603229,68789,180.99万,1.13%,-,流通A股,7,2019-09-30
603229,68790,174.39万,1.09%,-,流通A股,8,2019-09-30
603229,68791,130.00万,0.81%,-,流通A股,9,2019-09-30
603232,46620,1765.34万,14.56%,-,受限流通股,1,2019-11-08
603232,5338,1216.66万,10.03%,-,受限流通股,2,2019-11-08
603232,8131,696.20万,5.74%,-,流通A股,4,2019-11-08
603232,31612,691.60万,5.70%,-,流通A股,5,2019-11-08
603233,12616,1.17亿,22.50%,10.46%,"受限流通股,流通A股",1,2019-09-30
603233,68792,936.00万,1.80%,31.94%,"受限流通股,流通A股",10,2019-09-30
603233,43782,1.17亿,22.50%,无质押,"受限流通股,流通A股",2,2019-09-30
603233,14046,9125.07万,17.55%,无质押,"受限流通股,流通A股",3,2019-09-30
603233,68793,2340.00万,4.50%,无质押,"受限流通股,流通A股",4,2019-09-30
603233,42291,1218.11万,2.34%,3.43%,"受限流通股,流通A股",5,2019-09-30
603233,68794,1101.20万,2.12%,22.31%,"受限流通股,流通A股",6,2019-09-30
603233,68795,1033.58万,1.99%,无质押,"受限流通股,流通A股",7,2019-09-30
603233,68796,972.69万,1.87%,无质押,"受限流通股,流通A股",9,2019-09-30
603236,35956,2120.51万,23.78%,无质押,受限流通股,1,2019-09-30
603236,68797,266.67万,2.99%,无质押,受限流通股,6,2019-09-30
603236,68798,202.80万,2.27%,无质押,受限流通股,9,2019-09-30
603238,35873,45.00万,0.38%,-,受限流通股,10,2019-09-30
603238,13112,75.00万,0.63%,-,受限流通股,5,2019-09-30
603238,49284,75.00万,0.63%,-,受限流通股,6,2019-09-30
603238,25616,60.00万,0.50%,-,受限流通股,7,2019-09-30
603238,45418,60.00万,0.50%,-,受限流通股,8,2019-09-30
603238,14508,60.00万,0.50%,-,受限流通股,9,2019-09-30
603239,51527,1.28亿,47.21%,11.35%,受限流通股,1,2019-09-30
603239,68799,50.88万,0.19%,无质押,流通A股,10,2019-09-30
603239,24131,3420.00万,12.63%,14.62%,受限流通股,2,2019-09-30
603239,24696,1800.00万,6.65%,60.03%,受限流通股,3,2019-09-30
603239,68800,80.89万,0.30%,无质押,流通A股,5,2019-09-30
603239,68801,74.00万,0.27%,无质押,流通A股,6,2019-09-30
603239,68802,69.36万,0.26%,无质押,流通A股,7,2019-09-30
603239,68803,64.27万,0.24%,无质押,流通A股,8,2019-09-30
603239,68804,52.16万,0.19%,无质押,流通A股,9,2019-09-30
603256,68805,113.19万,0.13%,-,流通A股,10,2019-09-30
603258,33768,2827.80万,11.60%,-,受限流通股,1,2019-10-15
603258,24853,2827.80万,11.60%,-,受限流通股,2,2019-10-15
603258,14999,2489.40万,10.21%,-,受限流通股,3,2019-10-15
603258,68806,2472.60万,10.15%,-,流通A股,4,2019-10-15
603258,68807,2452.38万,10.06%,-,流通A股,5,2019-10-15
603258,14513,2095.20万,8.60%,-,受限流通股,6,2019-10-15
603258,33555,1722.60万,7.07%,-,受限流通股,7,2019-10-15
603260,53794,5730.26万,6.11%,-,流通A股,3,2019-12-13
603260,40223,5730.26万,6.11%,-,流通A股,4,2019-12-13
603266,26141,95.55万,0.48%,无质押,受限流通股,10,2019-09-30
603266,50676,2222.64万,11.19%,无质押,受限流通股,2,2019-09-30
603266,68808,367.50万,1.85%,无质押,受限流通股,4,2019-09-30
603266,68809,266.07万,1.34%,无质押,受限流通股,5,2019-09-30
603266,3128,128.10万,0.64%,无质押,受限流通股,6,2019-09-30
603266,68810,124.95万,0.63%,无质押,受限流通股,7,2019-09-30
603266,68811,117.60万,0.59%,无质押,受限流通股,8,2019-09-30
603266,12731,102.90万,0.52%,无质押,受限流通股,9,2019-09-30
603267,44407,4753.25万,28.75%,-,受限流通股,1,2019-09-30
603267,68812,233.77万,1.41%,-,受限流通股,10,2019-09-30
603267,19071,1200.00万,7.26%,-,受限流通股,2,2019-09-30
603267,23243,529.87万,3.20%,-,受限流通股,3,2019-09-30
603267,43102,389.61万,2.36%,-,受限流通股,6,2019-09-30
603267,68813,311.69万,1.89%,-,受限流通股,8,2019-09-30
603267,68814,233.81万,1.41%,-,"受限流通股,流通A股",9,2019-09-30
603268,68815,72.54万,0.58%,无质押,流通A股,10,2019-09-30
603268,19191,2764.40万,22.26%,52.55%,流通A股,2,2019-09-30
603268,68816,739.20万,5.95%,100.00%,流通A股,3,2019-09-30
603268,68817,218.18万,1.76%,无质押,流通A股,4,2019-09-30
603268,8178,176.40万,1.42%,无质押,流通A股,5,2019-09-30
603268,68818,90.38万,0.73%,无质押,流通A股,8,2019-09-30
603268,68819,79.00万,0.64%,无质押,流通A股,9,2019-09-30
603269,26098,1752.50万,19.16%,-,受限流通股,1,2019-09-30
603269,25719,130.00万,1.42%,-,受限流通股,10,2019-09-30
603269,51880,130.00万,1.42%,-,受限流通股,11,2019-09-30
603269,4991,1225.00万,13.39%,-,受限流通股,2,2019-09-30
603269,8811,567.96万,6.21%,-,流通A股,3,2019-09-30
603269,68820,318.53万,3.48%,-,流通A股,5,2019-09-30
603269,24563,313.95万,3.43%,-,流通A股,6,2019-09-30
603269,31056,164.45万,1.80%,-,流通A股,8,2019-09-30
603269,68821,136.20万,1.49%,-,流通A股,9,2019-09-30
603277,21063,2.11亿,51.45%,-,受限流通股,1,2019-09-30
603277,32010,75.00万,0.18%,-,受限流通股,10,2019-09-30
603277,44980,3013.20万,7.35%,-,流通A股,2,2019-09-30
603277,29858,3013.20万,7.35%,-,流通A股,3,2019-09-30
603277,16775,3013.20万,7.35%,-,流通A股,4,2019-09-30
603277,68822,147.70万,0.36%,-,流通A股,7,2019-09-30
603277,49391,75.00万,0.18%,-,受限流通股,9,2019-09-30
603278,43429,1.11亿,38.42%,79.90%,受限流通股,1,2019-09-30
603278,68823,207.83万,0.72%,无质押,流通A股,10,2019-09-30
603278,53083,6189.84万,21.35%,46.65%,"受限流通股,流通A股",2,2019-09-30
603278,23210,728.00万,2.51%,80.00%,流通A股,4,2019-09-30
603279,49905,4934.27万,12.33%,无质押,受限流通股,2,2019-09-30
603279,68824,2301.31万,5.75%,无质押,受限流通股,3,2019-09-30
603279,68825,2171.40万,5.43%,无质押,受限流通股,4,2019-09-30
603279,68826,1240.91万,3.10%,无质押,受限流通股,6,2019-09-30
603283,13268,1.06亿,61.78%,33.72%,受限流通股,1,2019-12-02
603283,68827,45.34万,0.27%,无质押,受限流通股,10,2019-12-02
603283,22458,601.20万,3.52%,无质押,受限流通股,2,2019-12-02
603283,68828,363.64万,2.13%,无质押,受限流通股,4,2019-12-02
603283,68829,145.45万,0.85%,无质押,受限流通股,6,2019-12-02
603283,68830,72.73万,0.43%,无质押,受限流通股,7,2019-12-02
603283,68831,51.35万,0.30%,无质押,流通A股,9,2019-12-02
603286,53677,2077.50万,23.59%,无质押,受限流通股,1,2019-09-30
603286,68832,50.00万,0.57%,无质押,受限流通股,10,2019-09-30
603286,19028,1750.00万,19.87%,77.14%,受限流通股,2,2019-09-30
603286,32018,767.50万,8.71%,无质押,流通A股,3,2019-09-30
603286,68833,95.00万,1.08%,无质押,流通A股,7,2019-09-30
603286,68834,90.52万,1.03%,无质押,流通A股,8,2019-09-30
603286,68835,50.00万,0.57%,无质押,受限流通股,9,2019-09-30
603288,68836,1600.16万,0.59%,无质押,流通A股,10,2019-09-30
603288,25135,2.58亿,9.57%,无质押,流通A股,2,2019-09-30
603288,3060,8564.76万,3.17%,无质押,流通A股,4,2019-09-30
603288,68837,4900.20万,1.81%,无质押,流通A股,5,2019-09-30
603288,68838,4229.39万,1.57%,无质押,流通A股,6,2019-09-30
603288,68839,2619.77万,0.97%,无质押,流通A股,7,2019-09-30
603288,68840,1749.52万,0.65%,43.40%,流通A股,9,2019-09-30
603297,68841,39.14万,0.36%,-,流通A股,10,2019-09-30
603297,51118,325.00万,2.98%,-,受限流通股,8,2019-09-30
603297,68842,75.80万,0.69%,-,流通A股,9,2019-09-30
603298,26855,1430.25万,2.31%,无质押,"受限流通股,流通A股",3,2019-09-30
603298,68843,592.87万,0.96%,无质押,受限流通股,5,2019-09-30
603298,68844,468.00万,0.76%,无质押,流通A股,7,2019-09-30
603298,68845,420.56万,0.68%,无质押,流通A股,8,2019-09-30
603298,68846,399.07万,0.64%,75.17%,流通A股,9,2019-09-30
603299,68847,198.09万,0.26%,无质押,流通A股,10,2019-09-30
603299,68848,265.51万,0.34%,无质押,流通A股,8,2019-09-30
603299,68849,200.00万,0.26%,无质押,流通A股,9,2019-09-30
603300,40978,1.20亿,17.70%,76.32%,流通A股,1,2019-12-02
603301,68850,105.00万,0.75%,无质押,流通A股,10,2019-09-30
603301,35791,665.00万,4.75%,72.18%,受限流通股,2,2019-09-30
603301,68851,210.00万,1.50%,无质押,流通A股,3,2019-09-30
603301,68852,169.93万,1.21%,无质押,流通A股,5,2019-09-30
603301,68853,150.50万,1.08%,无质押,流通A股,7,2019-09-30
603301,68854,134.55万,0.96%,无质押,流通A股,8,2019-09-30
603301,68855,105.00万,0.75%,无质押,流通A股,9,2019-09-30
603303,68856,136.68万,0.28%,无质押,流通A股,10,2019-09-30
603303,35205,515.53万,1.06%,无质押,"受限流通股,流通A股",5,2019-09-30
603303,68857,493.88万,1.01%,37.66%,受限流通股,6,2019-09-30
603303,68858,300.00万,0.62%,无质押,流通A股,7,2019-09-30
603303,68859,178.49万,0.37%,无质押,流通A股,9,2019-09-30
603305,68860,58.11万,0.15%,无质押,流通A股,10,2019-09-30
603305,20417,7737.06万,19.31%,51.70%,受限流通股,3,2019-09-30
603305,68861,75.00万,0.19%,无质押,流通A股,8,2019-09-30
603306,48004,1737.45万,5.59%,56.98%,流通A股,2,2019-09-30
603306,68862,1596.40万,5.14%,无质押,流通A股,3,2019-09-30
603306,68863,764.52万,2.46%,无质押,流通A股,6,2019-09-30
603308,68864,417.77万,0.86%,无质押,流通A股,10,2019-11-15
603308,24927,781.52万,1.60%,无质押,流通A股,6,2019-11-15
603308,68865,440.14万,0.90%,无质押,受限流通股,9,2019-11-15
603309,68866,190.75万,0.95%,100.00%,流通A股,6,2019-09-30
603309,68867,169.06万,0.85%,100.00%,流通A股,7,2019-09-30
603309,68868,127.04万,0.64%,100.00%,流通A股,8,2019-09-30
603309,68869,100.95万,0.50%,无质押,流通A股,9,2019-09-30
603311,68870,80.70万,0.38%,无质押,流通A股,10,2019-09-30
603311,68871,421.07万,2.01%,无质押,流通A股,3,2019-09-30
603311,68872,251.43万,1.20%,无质押,流通A股,4,2019-09-30
603311,68873,142.00万,0.68%,无质押,流通A股,6,2019-09-30
603311,68874,105.20万,0.50%,无质押,流通A股,7,2019-09-30
603311,68875,85.76万,0.41%,无质押,流通A股,9,2019-09-30
603313,10657,1.84亿,57.22%,44.52%,"流通A股,受限流通股",1,2019-11-22
603313,68876,2081.43万,6.46%,33.63%,流通A股,2,2019-11-22
603315,68877,106.00万,0.35%,无质押,流通A股,10,2019-09-30
603315,7160,1068.75万,3.48%,69.99%,流通A股,3,2019-09-30
603315,68878,500.26万,1.63%,99.95%,流通A股,5,2019-09-30
603315,68879,215.26万,0.70%,无质押,流通A股,8,2019-09-30
603316,2538,7037.34万,34.62%,32.47%,受限流通股,1,2019-09-30
603316,68880,220.81万,1.09%,无质押,流通A股,10,2019-09-30
603316,68881,2783.00万,13.69%,无质押,受限流通股,2,2019-09-30
603316,68882,546.37万,2.69%,无质押,流通A股,4,2019-09-30
603316,68883,541.33万,2.66%,无质押,流通A股,5,2019-09-30
603316,68884,302.51万,1.49%,无质押,流通A股,6,2019-09-30
603316,68885,293.77万,1.45%,无质押,流通A股,7,2019-09-30
603316,68886,237.47万,1.17%,无质押,流通A股,9,2019-09-30
603317,6276,2.80亿,67.84%,无质押,受限流通股,1,2019-09-30
603317,8931,113.00万,0.27%,无质押,受限流通股,10,2019-09-30
603317,41336,4500.00万,10.89%,无质押,受限流通股,2,2019-09-30
603317,68887,1125.00万,2.72%,12.53%,受限流通股,3,2019-09-30
603317,35536,180.00万,0.44%,无质押,受限流通股,6,2019-09-30
603317,25554,120.00万,0.29%,无质押,受限流通股,9,2019-09-30
603318,68888,295.26万,0.73%,无质押,流通A股,10,2019-09-30
603318,68889,457.00万,1.13%,无质押,流通A股,6,2019-09-30
603318,68890,374.87万,0.93%,无质押,流通A股,8,2019-09-30
603318,68891,320.30万,0.79%,无质押,流通A股,9,2019-09-30
603319,24472,2241.94万,21.37%,78.33%,"受限流通股,流通A股",1,2019-09-30
603319,27027,148.66万,1.42%,99.69%,受限流通股,10,2019-09-30
603319,35941,826.76万,7.88%,100.00%,受限流通股,2,2019-09-30
603319,25826,251.69万,2.40%,无质押,流通A股,4,2019-09-30
603319,42664,224.05万,2.14%,无质押,流通A股,5,2019-09-30
603319,68892,195.00万,1.86%,100.00%,流通A股,6,2019-09-30
603319,68893,192.25万,1.83%,无质押,流通A股,7,2019-09-30
603319,68894,170.01万,1.62%,无质押,流通A股,8,2019-09-30
603319,68895,168.65万,1.61%,无质押,流通A股,9,2019-09-30
603320,68896,16.13万,0.16%,-,流通A股,10,2019-09-30
603320,39124,1649.80万,16.50%,-,受限流通股,2,2019-09-30
603320,68897,30.00万,0.30%,-,流通A股,6,2019-09-30
603320,68898,28.14万,0.28%,-,流通A股,7,2019-09-30
603320,68899,23.02万,0.23%,-,流通A股,8,2019-09-30
603320,68900,19.01万,0.19%,-,流通A股,9,2019-09-30
603321,26995,1.11亿,36.07%,-,受限流通股,1,2019-09-30
603321,68901,92.80万,0.30%,-,流通A股,10,2019-09-30
603321,47213,8017.80万,26.12%,-,受限流通股,2,2019-09-30
603321,68902,1535.00万,5.00%,-,流通A股,3,2019-09-30
603321,68903,1071.99万,3.49%,-,流通A股,4,2019-09-30
603321,38756,778.50万,2.54%,-,流通A股,5,2019-09-30
603321,68904,387.37万,1.26%,-,流通A股,6,2019-09-30
603321,68905,200.00万,0.65%,-,流通A股,7,2019-09-30
603321,68906,176.69万,0.58%,-,流通A股,8,2019-09-30
603321,68907,137.72万,0.45%,-,流通A股,9,2019-09-30
603322,22750,7320.60万,46.77%,54.26%,流通A股,1,2019-09-30
603322,68908,1085.54万,6.94%,无质押,流通A股,2,2019-09-30
603322,68909,482.66万,3.08%,99.94%,流通A股,4,2019-09-30
603322,68910,482.38万,3.08%,99.95%,流通A股,5,2019-09-30
603322,14283,361.80万,2.31%,100.00%,流通A股,6,2019-09-30
603322,1324,288.11万,1.84%,99.97%,流通A股,8,2019-09-30
603323,68911,1772.86万,0.98%,无质押,受限流通股,10,2019-09-30
603326,68912,86.94万,0.38%,无质押,流通A股,10,2019-09-30
603326,68913,311.39万,1.38%,无质押,流通A股,5,2019-09-30
603326,68914,223.32万,0.99%,无质押,流通A股,6,2019-09-30
603326,68915,171.97万,0.76%,无质押,流通A股,8,2019-09-30
603326,68916,96.80万,0.43%,无质押,流通A股,9,2019-09-30
603327,68917,26.69万,0.07%,-,流通A股,10,2019-09-30
603327,68918,55.00万,0.14%,-,流通A股,8,2019-09-30
603327,68919,46.35万,0.12%,-,流通A股,9,2019-09-30
603330,6933,3942.26万,36.10%,49.89%,受限流通股,1,2019-12-12
603330,68920,1640.05万,15.02%,44.39%,受限流通股,2,2019-12-12
603330,68921,710.65万,6.51%,无质押,受限流通股,3,2019-12-12
603331,68922,213.19万,1.66%,无质押,流通A股,10,2019-09-30
603331,11184,1124.55万,8.76%,无质押,受限流通股,2,2019-09-30
603331,48754,892.50万,6.95%,无质押,受限流通股,3,2019-09-30
603331,37186,739.55万,5.76%,无质押,受限流通股,4,2019-09-30
603331,25732,428.40万,3.34%,无质押,受限流通股,5,2019-09-30
603331,68923,385.00万,3.00%,无质押,受限流通股,6,2019-09-30
603331,68924,360.00万,2.80%,无质押,受限流通股,7,2019-09-30
603331,30774,270.00万,2.10%,62.96%,受限流通股,8,2019-09-30
603332,68925,52.80万,0.44%,-,受限流通股,10,2019-09-30
603332,68926,399.52万,3.36%,-,受限流通股,2,2019-09-30
603332,39823,378.40万,3.18%,-,受限流通股,3,2019-09-30
603332,68927,378.40万,3.18%,-,受限流通股,4,2019-09-30
603332,68928,198.00万,1.66%,-,受限流通股,5,2019-09-30
603332,26060,158.40万,1.33%,-,受限流通股,6,2019-09-30
603332,19190,132.00万,1.11%,-,受限流通股,7,2019-09-30
603332,112,105.60万,0.89%,-,受限流通股,8,2019-09-30
603332,68929,52.80万,0.44%,-,受限流通股,9,2019-09-30
603333,68930,2.49亿,47.99%,56.96%,流通A股,1,2019-09-30
603333,68931,247.91万,0.48%,无质押,流通A股,10,2019-09-30
603333,44667,5200.05万,10.00%,94.23%,流通A股,2,2019-09-30
603333,68932,632.65万,1.22%,无质押,流通A股,5,2019-09-30
603333,68933,379.02万,0.73%,无质押,流通A股,6,2019-09-30
603333,68934,375.00万,0.72%,无质押,流通A股,7,2019-09-30
603333,8100,375.00万,0.72%,53.33%,流通A股,8,2019-09-30
603333,68935,282.72万,0.54%,无质押,流通A股,9,2019-09-30
603335,68936,503.18万,1.18%,无质押,流通A股,10,2019-09-30
603336,5679,1.22亿,54.18%,57.92%,受限流通股,1,2019-09-30
603336,68937,33.03万,0.15%,无质押,流通A股,10,2019-09-30
603336,68938,1267.59万,5.62%,69.74%,流通A股,2,2019-09-30
603336,68939,1262.75万,5.60%,无质押,受限流通股,3,2019-09-30
603336,68940,414.27万,1.84%,无质押,流通A股,4,2019-09-30
603336,68941,67.60万,0.30%,99.99%,受限流通股,5,2019-09-30
603336,68942,67.60万,0.30%,无质押,受限流通股,6,2019-09-30
603336,68943,37.52万,0.17%,无质押,流通A股,7,2019-09-30
603336,68944,35.14万,0.16%,无质押,流通A股,8,2019-09-30
603336,68945,34.94万,0.16%,无质押,流通A股,9,2019-09-30
603337,3260,375.54万,0.84%,-,流通A股,10,2019-09-30
