股票代码,pid,持有数量,占总股比例,质押占其直接持股比例,股份类型,十大股东排名,日期
603338,47453,1.65亿,47.49%,-,流通A股,1,2019-11-07
603339,34439,8418.71万,39.96%,-,流通A股,1,2019-09-30
603339,68946,200.69万,0.95%,-,"受限流通股,流通A股",10,2019-09-30
603339,68947,599.81万,2.85%,-,流通A股,2,2019-09-30
603339,68948,473.43万,2.25%,-,流通A股,3,2019-09-30
603339,7696,470.69万,2.23%,-,"受限流通股,流通A股",4,2019-09-30
603339,15935,412.14万,1.96%,-,流通A股,5,2019-09-30
603339,68949,388.41万,1.84%,-,流通A股,6,2019-09-30
603339,68950,273.11万,1.30%,-,"受限流通股,流通A股",7,2019-09-30
603339,68951,270.05万,1.28%,-,"受限流通股,流通A股",8,2019-09-30
603339,68952,226.04万,1.07%,-,流通A股,9,2019-09-30
603345,35287,2051.52万,8.92%,-,流通A股,2,2019-10-25
603348,68953,3000.00万,13.64%,无质押,受限流通股,2,2019-09-30
603348,68954,3000.00万,13.64%,无质押,受限流通股,3,2019-09-30
603348,17526,3000.00万,13.64%,无质押,受限流通股,4,2019-09-30
603348,44934,3000.00万,13.64%,无质押,受限流通股,5,2019-09-30
603348,68955,205.36万,0.93%,无质押,流通A股,6,2019-09-30
603348,68956,100.48万,0.46%,无质押,流通A股,7,2019-09-30
603351,26362,1323.00万,14.17%,-,受限流通股,1,2019-09-30
603351,36691,1008.00万,10.80%,-,受限流通股,2,2019-09-30
603351,31088,1008.00万,10.80%,-,受限流通股,3,2019-09-30
603351,24391,1008.00万,10.80%,-,受限流通股,4,2019-09-30
603351,68957,693.00万,7.42%,-,受限流通股,6,2019-09-30
603351,39876,315.00万,3.37%,-,受限流通股,7,2019-09-30
603355,68958,57.50万,0.14%,-,流通A股,10,2019-09-30
603355,46112,6548.99万,16.33%,-,流通A股,3,2019-09-30
603355,68959,1072.32万,2.67%,-,流通A股,5,2019-09-30
603355,68960,94.47万,0.24%,-,流通A股,7,2019-09-30
603356,44001,3310.00万,24.82%,-,受限流通股,1,2019-10-22
603356,68961,1011.16万,7.58%,-,流通A股,2,2019-10-22
603356,42250,961.60万,7.21%,-,流通A股,3,2019-10-22
603356,68962,815.00万,6.11%,-,流通A股,4,2019-10-22
603357,39590,154.00万,0.34%,-,流通A股,10,2019-09-30
603357,2903,154.00万,0.34%,-,流通A股,11,2019-09-30
603357,7759,154.00万,0.34%,-,流通A股,12,2019-09-30
603357,44641,238.00万,0.52%,-,流通A股,3,2019-09-30
603357,68963,196.00万,0.43%,-,流通A股,5,2019-09-30
603357,40641,196.00万,0.43%,-,流通A股,6,2019-09-30
603357,52203,165.90万,0.36%,-,流通A股,7,2019-09-30
603357,16720,154.00万,0.34%,-,流通A股,8,2019-09-30
603357,46776,154.00万,0.34%,-,流通A股,9,2019-09-30
603358,463,1.76亿,56.09%,18.47%,受限流通股,1,2019-09-30
603358,68964,90.00万,0.29%,无质押,流通A股,10,2019-09-30
603358,1199,2792.55万,8.90%,77.03%,流通A股,2,2019-09-30
603358,3337,1757.88万,5.61%,无质押,流通A股,3,2019-09-30
603358,51077,1066.87万,3.40%,无质押,流通A股,4,2019-09-30
603358,68965,313.52万,1.00%,无质押,流通A股,5,2019-09-30
603358,68966,205.88万,0.66%,无质押,流通A股,7,2019-09-30
603358,68967,178.38万,0.57%,无质押,流通A股,8,2019-09-30
603358,68968,160.37万,0.51%,无质押,流通A股,9,2019-09-30
603359,192,1.21亿,38.04%,-,受限流通股,1,2019-09-30
603359,68969,3113.63万,9.77%,-,受限流通股,2,2019-09-30
603359,44746,1105.68万,3.47%,-,"受限流通股,流通A股",5,2019-09-30
603359,68970,490.00万,1.54%,-,流通A股,9,2019-09-30
603363,6319,6278.42万,14.46%,68.35%,受限流通股,2,2019-10-11
603365,68971,462.00万,1.73%,69.91%,流通A股,10,2019-09-30
603365,16821,1686.75万,6.33%,无质押,受限流通股,2,2019-09-30
603365,68972,1016.75万,3.81%,无质押,受限流通股,3,2019-09-30
603365,34999,701.36万,2.63%,无质押,受限流通股,4,2019-09-30
603365,47324,610.00万,2.29%,无质押,受限流通股,5,2019-09-30
603365,53602,608.96万,2.28%,无质押,受限流通股,6,2019-09-30
603365,68973,532.56万,2.00%,无质押,流通A股,7,2019-09-30
603365,68974,516.56万,1.94%,无质押,受限流通股,8,2019-09-30
603365,15609,512.84万,1.92%,无质押,流通A股,9,2019-09-30
603366,68975,1199.88万,1.50%,-,流通A股,3,2019-09-30
603366,19469,996.96万,1.25%,-,流通A股,5,2019-09-30
603367,68976,208.00万,0.46%,无质押,流通A股,10,2019-11-26
603367,68977,770.00万,1.70%,100.00%,流通A股,4,2019-11-26
603367,68978,645.36万,1.42%,无质押,流通A股,5,2019-11-26
603367,68979,341.40万,0.75%,无质押,流通A股,7,2019-11-26
603367,68980,217.00万,0.48%,无质押,流通A股,9,2019-11-26
603368,45975,7216.63万,27.86%,66.51%,流通A股,1,2019-09-30
603369,68981,1811.59万,1.44%,无质押,流通A股,10,2019-09-30
603369,15819,4280.00万,3.41%,无质押,流通A股,3,2019-09-30
603369,7590,2125.10万,1.69%,无质押,流通A股,7,2019-09-30
603369,27434,2000.00万,1.59%,9.00%,流通A股,8,2019-09-30
603369,7742,1900.00万,1.51%,无质押,流通A股,9,2019-09-30
603377,9334,4144.00万,7.05%,-,流通A股,2,2019-11-20
603378,68982,1071.00万,5.50%,100.00%,受限流通股,5,2019-09-30
603378,25866,839.00万,4.31%,59.59%,"受限流通股,流通A股",6,2019-09-30
603379,68983,1.61亿,36.89%,无质押,受限流通股,1,2019-09-30
603379,14434,7409.87万,16.99%,无质押,受限流通股,2,2019-09-30
603379,1159,1881.61万,4.32%,无质押,受限流通股,4,2019-09-30
603380,9584,5956.07万,37.23%,无质押,受限流通股,1,2019-09-30
603380,68984,32.07万,0.20%,无质押,流通A股,10,2019-09-30
603380,68985,3970.72万,24.82%,75.55%,受限流通股,2,2019-09-30
603380,68986,238.30万,1.49%,无质押,流通A股,4,2019-09-30
603380,68987,144.70万,0.90%,无质押,流通A股,5,2019-09-30
603380,68988,41.31万,0.26%,无质押,流通A股,6,2019-09-30
603380,68989,36.50万,0.23%,无质押,流通A股,8,2019-09-30
603383,15224,2563.40万,21.33%,-,"受限流通股,流通A股",1,2019-09-30
603383,68990,123.62万,1.03%,-,流通A股,10,2019-09-30
603383,6332,865.20万,7.20%,-,流通A股,4,2019-09-30
603383,68991,366.93万,3.05%,-,流通A股,5,2019-09-30
603383,50688,341.20万,2.84%,-,流通A股,6,2019-09-30
603383,68992,173.38万,1.44%,-,流通A股,7,2019-09-30
603383,68993,172.97万,1.44%,-,流通A股,8,2019-09-30
603385,6765,6332.37万,17.14%,-,"受限流通股,流通A股",1,2019-09-30
603385,48518,2281.53万,6.18%,-,"受限流通股,流通A股",4,2019-09-30
603385,33293,1267.00万,3.43%,-,"受限流通股,流通A股",7,2019-09-30
603385,9896,1065.92万,2.89%,-,"受限流通股,流通A股",8,2019-09-30
603386,68994,50.17万,0.22%,-,流通A股,10,2019-09-30
603386,68995,977.64万,4.32%,-,受限流通股,2,2019-09-30
603386,68996,251.97万,1.11%,-,受限流通股,3,2019-09-30
603386,68997,201.58万,0.89%,-,受限流通股,4,2019-09-30
603386,68998,191.50万,0.85%,-,受限流通股,5,2019-09-30
603386,68999,191.50万,0.85%,-,受限流通股,6,2019-09-30
603386,69000,100.79万,0.45%,-,受限流通股,7,2019-09-30
603386,69001,50.39万,0.22%,-,受限流通股,9,2019-09-30
603387,24163,1.03亿,39.52%,-,受限流通股,1,2019-12-11
603388,42466,1.00亿,34.76%,59.58%,受限流通股,1,2019-11-22
603389,69002,34.00万,0.13%,-,流通A股,10,2019-09-30
603389,69003,50.08万,0.19%,-,流通A股,4,2019-09-30
603389,69004,50.00万,0.19%,-,流通A股,5,2019-09-30
603389,69005,45.06万,0.17%,-,流通A股,7,2019-09-30
603389,69006,39.43万,0.15%,-,流通A股,8,2019-09-30
603389,69007,34.14万,0.13%,-,流通A股,9,2019-09-30
603390,25639,1.17亿,33.37%,-,受限流通股,1,2019-11-25
603390,35697,135.78万,0.39%,-,受限流通股,10,2019-11-25
603390,48209,1.02亿,29.12%,-,受限流通股,2,2019-11-25
603390,36569,152.44万,0.43%,-,受限流通股,6,2019-11-25
603390,52142,143.47万,0.41%,-,受限流通股,9,2019-11-25
603393,42628,8014.94万,35.78%,66.98%,流通A股,1,2019-09-30
603393,69008,204.37万,0.91%,无质押,流通A股,10,2019-09-30
603393,69009,1058.00万,4.72%,99.58%,流通A股,2,2019-09-30
603393,34151,874.02万,3.90%,无质押,流通A股,3,2019-09-30
603393,30155,657.02万,2.93%,无质押,流通A股,4,2019-09-30
603393,29639,331.88万,1.48%,无质押,流通A股,5,2019-09-30
603393,3330,306.35万,1.37%,无质押,流通A股,6,2019-09-30
603393,69010,255.29万,1.14%,无质押,流通A股,7,2019-09-30
603393,69011,255.29万,1.14%,无质押,流通A股,8,2019-09-30
603393,5438,241.78万,1.08%,25.68%,流通A股,9,2019-09-30
603396,42853,5001.57万,47.28%,15.52%,受限流通股,1,2019-09-30
603396,20421,506.94万,4.79%,无质押,受限流通股,3,2019-09-30
603396,69012,360.00万,3.40%,无质押,流通A股,5,2019-09-30
603398,69013,127.32万,0.43%,无质押,流通A股,10,2019-09-30
603398,26016,925.37万,3.12%,无质押,流通A股,4,2019-09-30
603398,69014,429.80万,1.45%,无质押,流通A股,6,2019-09-30
603398,69015,139.60万,0.47%,无质押,流通A股,8,2019-09-30
603398,69016,136.30万,0.46%,无质押,流通A股,9,2019-09-30
603399,69017,241.35万,0.44%,无质押,流通A股,10,2019-09-30
603399,69018,2582.94万,4.72%,37.17%,"受限流通股,流通A股",4,2019-09-30
603399,28552,1650.00万,3.02%,20.00%,"受限流通股,流通A股",5,2019-09-30
603399,69019,500.00万,0.91%,无质押,"受限流通股,流通A股",6,2019-09-30
603399,69020,266.21万,0.49%,无质押,流通A股,7,2019-09-30
603399,69021,250.00万,0.46%,无质押,受限流通股,8,2019-09-30
603399,69022,249.08万,0.46%,无质押,流通A股,9,2019-09-30
603416,52365,4933.52万,35.10%,无质押,受限流通股,1,2019-09-30
603416,69023,119.00万,0.85%,无质押,受限流通股,10,2019-09-30
603416,24610,3051.02万,21.71%,无质押,受限流通股,2,2019-09-30
603416,69024,1181.04万,8.40%,8.89%,受限流通股,3,2019-09-30
603416,69025,393.68万,2.80%,99.52%,受限流通股,4,2019-09-30
603416,44066,295.26万,2.10%,无质押,受限流通股,5,2019-09-30
603416,69026,137.45万,0.98%,无质押,流通A股,7,2019-09-30
603416,69027,127.04万,0.90%,无质押,受限流通股,9,2019-09-30
603421,34016,1.25亿,26.69%,无质押,流通A股,1,2019-12-06
603421,11587,1.08亿,23.12%,13.76%,流通A股,2,2019-12-06
603421,69028,3164.00万,6.74%,无质押,流通A股,3,2019-12-06
603429,36987,1.21亿,45.34%,30.07%,受限流通股,1,2019-09-30
603429,69029,1299.48万,4.88%,67.53%,流通A股,2,2019-09-30
603429,69030,1299.48万,4.88%,无质押,流通A股,3,2019-09-30
603429,28172,1113.84万,4.19%,无质押,流通A股,4,2019-09-30
603429,69031,742.56万,2.79%,63.73%,流通A股,5,2019-09-30
603429,52362,742.56万,2.79%,63.73%,流通A股,6,2019-09-30
603429,69032,464.10万,1.74%,无质押,流通A股,7,2019-09-30
603429,69033,464.10万,1.74%,无质押,流通A股,8,2019-09-30
603429,69034,463.82万,1.74%,100.00%,受限流通股,9,2019-09-30
603444,40161,2162.95万,30.09%,9.14%,受限流通股,1,2019-09-30
603444,21524,824.00万,11.46%,无质押,受限流通股,2,2019-09-30
603444,69035,166.10万,2.31%,无质押,流通A股,5,2019-09-30
603444,69036,135.00万,1.88%,无质押,流通A股,7,2019-09-30
603456,69037,4514.40万,5.60%,65.35%,流通A股,2,2019-09-30
603456,52437,3190.43万,3.96%,无质押,流通A股,4,2019-09-30
603456,42053,1747.67万,2.17%,无质押,流通A股,5,2019-09-30
603456,69038,1682.86万,2.09%,无质押,流通A股,6,2019-09-30
603456,69039,1377.68万,1.71%,无质押,"流通A股,受限流通股",7,2019-09-30
603456,69040,1224.10万,1.52%,75.48%,流通A股,8,2019-09-30
603458,51686,1713.71万,9.37%,73.60%,受限流通股,1,2019-09-30
603458,69041,161.15万,0.88%,无质押,流通A股,10,2019-09-30
603458,69042,500.77万,2.74%,无质押,受限流通股,2,2019-09-30
603458,30368,487.37万,2.66%,无质押,受限流通股,3,2019-09-30
603458,69043,410.76万,2.25%,无质押,受限流通股,4,2019-09-30
603458,69044,405.75万,2.22%,无质押,受限流通股,5,2019-09-30
603458,17651,277.99万,1.52%,90.76%,受限流通股,6,2019-09-30
603458,4890,239.35万,1.31%,无质押,受限流通股,7,2019-09-30
603458,69045,211.27万,1.16%,无质押,流通A股,8,2019-09-30
603458,69046,192.36万,1.05%,无质押,受限流通股,9,2019-09-30
603466,31993,9810.00万,33.62%,-,受限流通股,1,2019-09-30
603466,69047,32.41万,0.11%,-,流通A股,10,2019-09-30
603466,15335,8100.00万,27.76%,-,受限流通股,2,2019-09-30
603466,69048,360.94万,1.24%,-,流通A股,4,2019-09-30
603466,69049,90.00万,0.31%,-,受限流通股,7,2019-09-30
603466,69050,77.30万,0.26%,-,流通A股,8,2019-09-30
603466,69051,45.42万,0.16%,-,流通A股,9,2019-09-30
603477,69052,163.80万,0.68%,无质押,流通A股,10,2019-09-30
603477,17413,2121.00万,8.84%,无质押,受限流通股,2,2019-09-30
603477,69053,369.65万,1.54%,无质押,流通A股,5,2019-09-30
603477,69054,300.00万,1.25%,无质押,流通A股,6,2019-09-30
603477,69055,217.47万,0.91%,无质押,流通A股,9,2019-09-30
603488,12272,3452.00万,16.52%,23.78%,"受限流通股,流通A股",1,2019-09-30
603488,69056,161.11万,0.77%,无质押,流通A股,10,2019-09-30
603488,69057,2671.97万,12.79%,无质押,受限流通股,2,2019-09-30
603488,69058,2302.24万,11.02%,47.78%,受限流通股,3,2019-09-30
603488,42405,1449.10万,6.94%,无质押,"受限流通股,流通A股",4,2019-09-30
603488,26680,1315.80万,6.30%,无质押,"受限流通股,流通A股",5,2019-09-30
603488,69059,384.54万,1.84%,无质押,流通A股,9,2019-09-30
603496,18211,3891.30万,19.20%,17.27%,受限流通股,1,2019-09-30
603496,30360,2084.63万,10.29%,34.22%,受限流通股,2,2019-09-30
603496,14640,1598.21万,7.89%,17.31%,受限流通股,3,2019-09-30
603496,32402,904.67万,4.46%,无质押,流通A股,5,2019-09-30
603496,69060,809.65万,3.99%,52.79%,流通A股,6,2019-09-30
603496,40576,470.03万,2.32%,32.98%,流通A股,7,2019-09-30
603496,69061,430.35万,2.12%,无质押,流通A股,8,2019-09-30
603496,69062,375.49万,1.85%,无质押,流通A股,9,2019-09-30
603499,8820,6592.95万,46.49%,24.95%,受限流通股,1,2019-09-30
603499,69063,18.00万,0.13%,无质押,流通A股,10,2019-09-30
603499,69064,732.90万,5.17%,无质押,受限流通股,3,2019-09-30
603499,69065,90.76万,0.64%,无质押,流通A股,4,2019-09-30
603499,69066,29.33万,0.21%,无质押,流通A股,6,2019-09-30
603499,69067,25.79万,0.18%,无质押,流通A股,7,2019-09-30
603499,69068,22.98万,0.16%,无质押,流通A股,8,2019-09-30
603499,69069,20.61万,0.15%,无质押,流通A股,9,2019-09-30
603500,34336,6040.21万,34.24%,-,受限流通股,1,2019-09-30
603500,69070,64.30万,0.36%,-,流通A股,10,2019-09-30
603500,20471,1539.66万,8.73%,-,受限流通股,2,2019-09-30
603500,26105,1539.66万,8.73%,-,受限流通股,3,2019-09-30
603500,17866,1539.66万,8.73%,-,受限流通股,4,2019-09-30
603500,69071,1184.35万,6.71%,-,受限流通股,5,2019-09-30
603500,69072,187.44万,1.06%,-,流通A股,7,2019-09-30
603500,69073,87.35万,0.50%,-,流通A股,8,2019-09-30
603500,69074,85.00万,0.48%,-,流通A股,9,2019-09-30
603501,5990,2.79亿,32.35%,54.04%,受限流通股,1,2019-09-30
603505,39725,129.20万,0.54%,无质押,受限流通股,10,2019-09-30
603505,11433,618.39万,2.58%,无质押,受限流通股,3,2019-09-30
603506,7129,2880.68万,21.48%,10.80%,受限流通股,2,2019-09-30
603506,69075,201.19万,1.50%,100.00%,受限流通股,6,2019-09-30
603506,45811,192.04万,1.43%,无质押,受限流通股,8,2019-09-30
603507,5894,3728.96万,29.11%,69.78%,受限流通股,1,2019-09-30
603507,69076,500.33万,3.91%,2.00%,流通A股,7,2019-09-30
603508,32678,4000.80万,20.54%,无质押,流通A股,1,2019-09-30
603508,69077,47.00万,0.24%,无质押,流通A股,10,2019-09-30
603508,49288,2799.70万,14.38%,无质押,流通A股,2,2019-09-30
603508,42237,2475.71万,12.71%,无质押,受限流通股,3,2019-09-30
603508,8858,2308.83万,11.86%,无质押,流通A股,4,2019-09-30
603508,50665,58.55万,0.30%,无质押,流通A股,7,2019-09-30
603508,69078,58.45万,0.30%,无质押,流通A股,8,2019-09-30
603508,43266,48.01万,0.25%,无质押,"受限流通股,流通A股",9,2019-09-30
603515,8739,1.41亿,18.67%,无质押,流通A股,2,2019-09-30
603515,1320,1.37亿,18.07%,60.00%,流通A股,3,2019-09-30
603516,24660,3801.28万,29.03%,无质押,受限流通股,1,2019-09-30
603516,69079,99.13万,0.76%,无质押,流通A股,10,2019-09-30
603516,39746,1695.28万,12.94%,无质押,流通A股,2,2019-09-30
603516,15784,976.20万,7.45%,无质押,流通A股,3,2019-09-30
603516,69080,763.20万,5.83%,无质押,流通A股,4,2019-09-30
603516,69081,203.55万,1.55%,99.73%,流通A股,6,2019-09-30
603516,69082,178.56万,1.36%,无质押,流通A股,7,2019-09-30
603516,27384,130.00万,0.99%,无质押,流通A股,9,2019-09-30
603517,69083,534.95万,0.92%,99.97%,流通A股,9,2019-09-30
603518,22943,6765.94万,26.81%,99.87%,流通A股,1,2019-09-30
603518,69084,193.32万,0.77%,无质押,流通A股,10,2019-09-30
603518,42494,5282.59万,20.93%,100.00%,流通A股,2,2019-09-30
603518,12377,477.96万,1.89%,无质押,"受限流通股,流通A股",6,2019-09-30
603518,69085,223.89万,0.89%,无质押,"受限流通股,流通A股",9,2019-09-30
603519,1480,7528.77万,33.92%,-,流通A股,1,2019-09-30
603519,69086,179.52万,0.81%,-,流通A股,10,2019-09-30
603519,69087,982.49万,4.43%,-,流通A股,4,2019-09-30
603519,69088,420.00万,1.89%,-,流通A股,5,2019-09-30
603519,69089,328.66万,1.48%,-,流通A股,6,2019-09-30
603519,69090,298.75万,1.35%,-,流通A股,7,2019-09-30
603519,69091,285.50万,1.29%,-,流通A股,8,2019-09-30
603519,69092,197.04万,0.89%,-,流通A股,9,2019-09-30
603520,16259,3591.00万,21.39%,93.29%,流通A股,1,2019-09-30
603520,69093,305.00万,1.82%,无质押,流通A股,10,2019-09-30
603520,21104,3150.00万,18.76%,100.00%,流通A股,2,2019-09-30
603520,69094,378.00万,2.25%,100.00%,流通A股,8,2019-09-30
603527,50662,5981.23万,34.34%,无质押,受限流通股,1,2019-09-30
603527,69095,182.00万,1.05%,无质押,流通A股,10,2019-09-30
603527,22377,2190.72万,12.58%,无质押,流通A股,2,2019-09-30
603527,69096,757.53万,4.35%,无质押,流通A股,4,2019-09-30
603527,69097,561.01万,3.22%,69.87%,流通A股,5,2019-09-30
603527,27045,463.00万,2.66%,无质押,流通A股,6,2019-09-30
603527,14533,402.09万,2.31%,无质押,受限流通股,7,2019-09-30
603527,69098,280.00万,1.61%,无质押,受限流通股,8,2019-09-30
603527,69099,250.25万,1.44%,无质押,流通A股,9,2019-09-30
603528,69100,131.25万,0.21%,-,"受限流通股,流通A股",10,2019-09-30
603528,69101,270.94万,0.43%,-,流通A股,4,2019-09-30
603528,69102,186.00万,0.30%,-,流通A股,5,2019-09-30
603528,26370,154.50万,0.25%,-,"受限流通股,流通A股",7,2019-09-30
603528,8738,154.50万,0.25%,-,"受限流通股,流通A股",8,2019-09-30
603528,69103,139.50万,0.22%,-,流通A股,9,2019-09-30
603530,69104,14.78万,0.04%,无质押,流通A股,10,2019-09-30
603530,40622,9000.00万,22.50%,无质押,受限流通股,2,2019-09-30
603530,69105,44.70万,0.11%,无质押,流通A股,3,2019-09-30
603530,69106,34.97万,0.09%,无质押,流通A股,4,2019-09-30
603530,69107,30.00万,0.07%,无质押,流通A股,5,2019-09-30
603530,69108,22.06万,0.06%,无质押,流通A股,6,2019-09-30
603530,69109,20.00万,0.05%,无质押,流通A股,7,2019-09-30
603530,69110,15.11万,0.04%,无质押,流通A股,9,2019-09-30
603533,9987,1.22亿,30.42%,14.88%,受限流通股,1,2019-11-12
603533,37957,1.16亿,28.90%,15.66%,受限流通股,2,2019-11-12
603533,11921,3264.14万,8.14%,53.15%,流通A股,3,2019-11-12
603533,69111,2005.00万,5.00%,无质押,流通A股,4,2019-11-12
603535,16537,5034.50万,33.47%,-,受限流通股,1,2019-09-30
603535,69112,37.00万,0.25%,-,流通A股,10,2019-09-30
603535,5124,1237.50万,8.23%,-,受限流通股,3,2019-09-30
603535,12465,1087.50万,7.23%,-,受限流通股,4,2019-09-30
603535,11846,1072.50万,7.13%,-,受限流通股,5,2019-09-30
603535,69113,52.20万,0.35%,-,流通A股,7,2019-09-30
603535,69114,45.00万,0.30%,-,流通A股,8,2019-09-30
603535,69115,37.55万,0.25%,-,流通A股,9,2019-09-30
603536,69116,67.77万,0.40%,无质押,流通A股,10,2019-09-30
603536,36224,3334.64万,19.85%,无质押,受限流通股,2,2019-09-30
603536,69117,2055.13万,12.23%,无质押,受限流通股,3,2019-09-30
