股票代码,公司名称,持有数量,占总股比例,质押占其直接持股比例,股份类型,十大股东排名,日期
002177,华元恒道(上海)投资管理有限公司,176.00万,0.23%,无质押,流通A股,7,2019-09-30
002177,共青城久恒投资管理合伙企业(有限合伙)-共青城久恒一号私募证券投资基金,110.00万,0.14%,无质押,流通A股,9,2019-09-30
002178,华融(天津自贸区)投资股份有限公司,1.24亿,17.41%,无质押,流通A股,1,2019-09-30
002178,上海雁塔科技有限公司,6738.91万,9.46%,100.00%,流通A股,3,2019-09-30
002179,中国航空科技工业股份有限公司,4.26亿,40.58%,-,流通A股,1,2019-09-30
002179,中国建设银行股份有限公司-富国中证军工龙头交易型开放式指数证券投资基金,818.61万,0.78%,-,流通A股,10,2019-09-30
002179,河南投资集团有限公司,1.02亿,9.70%,-,流通A股,2,2019-09-30
002179,香港中央结算有限公司,6020.20万,5.74%,-,流通A股,3,2019-09-30
002179,中国空空导弹研究院,1701.64万,1.62%,-,流通A股,4,2019-09-30
002179,全国社保基金四零六组合,1350.33万,1.29%,-,流通A股,5,2019-09-30
002179,洛阳城市发展投资集团有限公司,1335.00万,1.27%,-,流通A股,6,2019-09-30
002179,中央汇金资产管理有限责任公司,1333.90万,1.27%,-,流通A股,7,2019-09-30
002179,中国建设银行股份有限公司-鹏华中证国防指数分级证券投资基金,1256.61万,1.20%,-,流通A股,8,2019-09-30
002179,中国建设银行股份有限公司-富国中证军工指数分级证券投资基金,1141.71万,1.09%,-,流通A股,9,2019-09-30
002180,珠海赛纳打印科技股份有限公司,5.43亿,51.04%,-,流通A股,1,2019-12-11
002181,广州传媒控股有限公司,5.53亿,47.64%,-,流通A股,1,2019-09-30
002181,林联丰(上海)投资管理有限公司,313.61万,0.27%,-,流通A股,10,2019-09-30
002181,广州大洋实业投资有限公司,2.11亿,18.21%,-,流通A股,2,2019-09-30
002181,福建省华兴集团有限责任公司,2119.50万,1.83%,-,流通A股,3,2019-09-30
002181,上海埃得伟信投资中心(有限合伙),467.97万,0.40%,-,受限流通股,8,2019-09-30
002182,宝钢金属有限公司,5171.38万,8.00%,无质押,流通A股,2,2019-09-30
002182,上海固信投资控股有限公司-上海宣浦股权投资基金合伙企业(有限合伙),3232.11万,5.00%,无质押,流通A股,3,2019-09-30
002182,中国工商银行股份有限公司-富国天惠精选成长混合型证券投资基金(LOF),500.00万,0.77%,无质押,流通A股,4,2019-09-30
002182,基本养老保险基金九零三组合,487.36万,0.75%,无质押,流通A股,6,2019-09-30
002182,全国社保基金一一四组合,460.61万,0.71%,无质押,流通A股,7,2019-09-30
002182,中国工商银行股份有限公司-富国沪深300增强证券投资基金,447.43万,0.69%,无质押,流通A股,8,2019-09-30
002182,西藏神州牧基金管理有限公司-神州牧量子1号私募证券投资基金,415.49万,0.64%,无质押,流通A股,9,2019-09-30
002183,深圳市投资控股有限公司,3.88亿,18.30%,无质押,流通A股,1,2019-09-30
002183,深圳市怡亚通投资控股有限公司,3.79亿,17.85%,62.39%,流通A股,2,2019-09-30
002183,云南国际信托有限公司-云信增利2号证券投资单一资金信托,3243.79万,1.53%,无质押,流通A股,4,2019-09-30
002183,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1610.24万,0.76%,无质押,流通A股,5,2019-09-30
002183,香港中央结算有限公司,913.88万,0.43%,无质押,流通A股,6,2019-09-30
002183,金鹰基金-工商银行-金鹰穗通26号资产管理计划,898.51万,0.42%,无质押,流通A股,7,2019-09-30
002184,上海证券-浦发银行-上海证券聚赢定增3号集合资产管理计划,180.29万,0.75%,-,流通A股,10,2019-09-30
002184,上海证券-浦发银行-上海证券聚赢定增1号集合资产管理计划,977.81万,4.07%,-,流通A股,3,2019-09-30
002184,前海开源基金-民生银行-陈泳平,300.48万,1.25%,-,流通A股,6,2019-09-30
002184,上海证券-浦发银行-上海证券聚赢定增2号集合资产管理计划,180.29万,0.75%,-,流通A股,9,2019-09-30
002185,天水华天电子集团股份有限公司,7.16亿,26.12%,10.39%,流通A股,1,2019-09-30
002185,中国农业银行股份有限公司-中邮信息产业灵活配置混合型证券投资基金,1479.98万,0.54%,无质押,流通A股,10,2019-09-30
002185,广州汇垠天粤股权投资基金管理有限公司,3856.47万,1.41%,无质押,流通A股,2,2019-09-30
002185,上海浦东发展银行股份有限公司-广发小盘成长混合型证券投资基金(LOF),2728.48万,1.00%,无质押,流通A股,3,2019-09-30
002185,香港中央结算有限公司,2619.84万,0.96%,无质押,流通A股,4,2019-09-30
002185,广发基金管理有限公司-社保基金四二零组合,2318.64万,0.85%,无质押,流通A股,5,2019-09-30
002185,中央汇金资产管理有限责任公司,2109.94万,0.77%,无质押,流通A股,6,2019-09-30
002185,中国工商银行股份有限公司-广发创新升级灵活配置混合型证券投资基金,2019.63万,0.74%,无质押,流通A股,7,2019-09-30
002185,中国农业银行股份有限公司-宝盈策略增长混合型证券投资基金,1639.99万,0.60%,无质押,流通A股,8,2019-09-30
002185,广发基金-中国银行-中银国际证券有限责任公司,1499.98万,0.55%,无质押,流通A股,9,2019-09-30
002186,北京首都旅游集团有限责任公司,1.32亿,42.67%,-,流通A股,1,2019-09-30
002186,北京轫开投资有限公司,1100.00万,3.57%,-,流通A股,2,2019-09-30
002186,IDG资本管理(香港)有限公司-IDG中国股票基金,925.40万,3.00%,-,流通A股,3,2019-09-30
002186,华住酒店管理有限公司,724.11万,2.35%,-,流通A股,4,2019-09-30
002186,中央汇金资产管理有限责任公司,321.57万,1.04%,-,流通A股,6,2019-09-30
002186,北京能源集团有限责任公司,296.40万,0.96%,-,流通A股,7,2019-09-30
002187,广州商贸投资控股集团有限公司,1.82亿,53.23%,-,流通A股,1,2019-10-21
002188,上海天纪投资有限公司,6001.30万,20.30%,无质押,流通A股,1,2019-10-28
002188,中麦控股有限公司,2230.61万,7.55%,32.91%,受限流通股,2,2019-10-28
002189,中国兵器装备集团有限公司,1.16亿,44.29%,-,"受限流通股,流通A股",1,2019-09-30
002189,泰康人寿保险有限责任公司-传统-普通保险产品-019L-CT001深,257.33万,0.98%,-,受限流通股,10,2019-09-30
002189,国新投资有限公司,825.48万,3.15%,-,"受限流通股,流通A股",2,2019-09-30
002189,南方工业资产管理有限责任公司,684.44万,2.61%,-,流通A股,3,2019-09-30
002189,中央汇金资产管理有限责任公司,545.79万,2.08%,-,流通A股,4,2019-09-30
002189,南阳市金坤光电仪器有限责任公司,376.08万,1.43%,-,流通A股,5,2019-09-30
002189,上海超影资产管理有限公司-观元一号私募证券投资基金,332.84万,1.27%,-,"受限流通股,流通A股",7,2019-09-30
002189,泰康人寿保险有限责任公司-分红-个人分红-019L-FH002深,299.67万,1.14%,-,受限流通股,9,2019-09-30
002190,中国航空工业集团有限公司,1.91亿,53.17%,-,"受限流通股,流通A股",1,2019-09-30
002190,上海东亚期货有限公司,122.94万,0.34%,-,流通A股,8,2019-09-30
002190,中航基金-浙商银行-中航基金同达1号资产管理计划,122.06万,0.34%,-,流通A股,9,2019-09-30
002191,深圳市劲嘉创业投资有限公司,4.63亿,31.61%,76.34%,"受限流通股,流通A股",1,2019-09-30
002191,太平人寿保险有限公司,796.14万,0.54%,无质押,流通A股,10,2019-09-30
002191,亚东复星瑞哲安泰发展有限公司,1.37亿,9.37%,100.00%,受限流通股,2,2019-09-30
002191,新疆世纪运通股权投资合伙企业(有限合伙),3945.00万,2.69%,96.32%,流通A股,3,2019-09-30
002191,香港中央结算有限公司,1563.09万,1.07%,无质押,流通A股,4,2019-09-30
002191,深圳市远致瑞信股权投资管理有限公司-深圳市远致瑞信混改股权投资基金合伙企业(有限合伙),1495.00万,1.02%,无质押,流通A股,5,2019-09-30
002191,深圳市福田实业发展有限公司,1206.28万,0.82%,无质押,流通A股,7,2019-09-30
002191,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,951.90万,0.65%,无质押,流通A股,8,2019-09-30
002192,融捷投资控股集团有限公司,6185.80万,23.82%,57.78%,"流通A股,受限流通股",1,2019-09-30
002192,宁德万和投资集团有限公司,304.53万,1.17%,无质押,流通A股,4,2019-09-30
002192,新余赛瑞祥投资管理有限公司,191.00万,0.74%,无质押,流通A股,9,2019-09-30
002193,山东如意科技集团有限公司,6051.47万,23.12%,100.00%,流通A股,1,2019-09-30
002193,安信基金-宁波银行-西藏信托-西藏信托-顺景3号集合资金信托计划,247.70万,0.95%,无质押,流通A股,10,2019-09-30
002193,山东如意毛纺集团有限责任公司,4206.00万,16.07%,99.57%,流通A股,2,2019-09-30
002193,中国东方资产管理股份有限公司,1893.55万,7.24%,无质押,流通A股,3,2019-09-30
002193,金鹰基金-浦发银行-方正东亚信托有限责任公司,1382.19万,5.28%,无质押,流通A股,4,2019-09-30
002193,上海航翠投资管理合伙企业(有限合伙),750.60万,2.87%,无质押,流通A股,5,2019-09-30
002193,山东济宁如意进出口有限公司,469.78万,1.80%,93.66%,流通A股,6,2019-09-30
002193,银川弘盈投资有限公司,452.12万,1.73%,无质押,流通A股,7,2019-09-30
002193,银川盛融投资有限公司,452.11万,1.73%,无质押,流通A股,8,2019-09-30
002194,深圳市恒信华业股权投资基金管理有限公司-平潭华业战略投资合伙企业(有限合伙),5364.36万,9.50%,-,流通A股,2,2019-11-19
002194,深圳市恒信华业股权投资基金管理有限公司-平潭华业价值投资合伙企业(有限合伙),5364.36万,9.50%,-,流通A股,3,2019-11-19
002196,卓越汽车有限公司,4000.00万,8.53%,41.25%,流通A股,2,2019-09-30
002196,青岛金石灏汭投资有限公司,2233.42万,4.77%,59.08%,流通A股,4,2019-09-30
002196,中振汉江装备科技有限公司,2000.00万,4.27%,无质押,受限流通股,5,2019-09-30
002196,红塔资产-浙商银行-红塔资产鑫瑞1号资产管理计划,924.00万,1.97%,无质押,流通A股,7,2019-09-30
002196,上海长风汇信股权投资基金管理有限公司-上海长风汇信股权投资中心(有限合伙),600.00万,1.28%,无质押,受限流通股,8,2019-09-30
002198,深圳市老虎汇资产管理有限公司,5720.00万,11.27%,100.00%,流通A股,1,2019-09-30
002198,江苏省中国药科大学控股有限责任公司,357.07万,0.70%,无质押,流通A股,7,2019-09-30
002199,北京千石创富-华夏银行-中国对外经济贸易信托-东晶电子定向增发单一资金信托,3603.60万,14.80%,无质押,流通A股,1,2019-09-30
002199,宁波梅山保税港区蓝海投控投资管理中心(有限合伙),2439.95万,10.02%,67.55%,流通A股,2,2019-09-30
002199,宁波天沃贸易有限公司,1315.00万,5.40%,无质押,流通A股,4,2019-09-30
002199,拉萨睿达投资咨询管理有限公司,333.20万,1.37%,无质押,流通A股,9,2019-09-30
002200,云南省投资控股集团有限公司,4268.59万,23.18%,无质押,"受限流通股,流通A股",1,2019-09-30
002200,中国科学院昆明植物研究所,522.47万,2.84%,无质押,流通A股,5,2019-09-30
002200,云南省红河热带农业科学研究所,204.16万,1.11%,无质押,流通A股,8,2019-09-30
002201,深圳翼威新材料有限公司,6500.00万,19.55%,无质押,流通A股,1,2019-12-11
002201,江苏九鼎集团有限公司,3575.44万,10.75%,40.00%,流通A股,2,2019-12-11
002201,西安正威新材料有限公司,3400.00万,10.23%,无质押,流通A股,3,2019-12-11
002202,香港中央结算(代理人)有限公司,7.72亿,18.27%,无质押,流通H股,1,2019-09-30
002202,全国社保基金一一三组合,4500.00万,1.07%,无质押,流通A股,10,2019-09-30
002202,新疆风能有限责任公司,5.82亿,13.76%,22.09%,流通A股,2,2019-09-30
002202,和谐健康保险股份有限公司-万能产品,5.71亿,13.50%,无质押,流通A股,3,2019-09-30
002202,中国三峡新能源(集团)股份有限公司,4.45亿,10.53%,无质押,流通A股,4,2019-09-30
002202,香港中央结算有限公司,6671.90万,1.58%,无质押,流通A股,5,2019-09-30
002202,中央汇金资产管理有限责任公司,6598.07万,1.56%,无质押,流通A股,6,2019-09-30
002202,全国社保基金一一八组合,5452.56万,1.29%,无质押,流通A股,8,2019-09-30
002202,全国社保基金一一五组合,5099.99万,1.21%,无质押,流通A股,9,2019-09-30
002203,海亮集团有限公司,8.81亿,45.13%,36.13%,"受限流通股,流通A股",1,2019-11-30
002203,华融瑞通股权投资管理有限公司,2843.02万,1.46%,无质押,流通A股,10,2019-11-30
002203,Z&P ENTERPRISES LLC,2.31亿,11.83%,无质押,流通A股,2,2019-11-30
002203,华安财保资管-工商银行-华安财保资管稳定增利2号集合资产管理产品,5933.25万,3.04%,无质押,流通A股,4,2019-11-30
002203,汇安基金-国泰君安证券-汇安基金-汇鑫22号资产管理计划,5580.74万,2.86%,无质押,流通A股,5,2019-11-30
002203,华夏人寿保险股份有限公司-自有资金,3320.41万,1.70%,无质押,流通A股,7,2019-11-30
002203,华夏人寿保险股份有限公司-万能保险产品,3151.68万,1.61%,无质押,流通A股,8,2019-11-30
002203,华安财保资管-工商银行-华安财保资管稳定增利3号集合资产管理产品,2914.19万,1.49%,无质押,流通A股,9,2019-11-30
002204,大连重工·起重集团有限公司,10.76亿,55.71%,无质押,流通A股,1,2019-09-30
002204,大连市国有资产投资经营集团有限公司,1.25亿,6.47%,49.61%,流通A股,2,2019-09-30
002204,中央汇金资产管理有限责任公司,3793.92万,1.96%,无质押,流通A股,4,2019-09-30
002204,石河子华锋投资股份有限公司,2270.56万,1.18%,无质押,流通A股,6,2019-09-30
002204,中国长城资产管理股份有限公司,1620.55万,0.84%,无质押,流通A股,8,2019-09-30
002205,新疆天山建材(集团)有限责任公司,3508.70万,30.21%,-,流通A股,1,2019-09-30
002205,新疆三联工程建设有限责任公司,80.62万,0.69%,-,流通A股,10,2019-09-30
002205,中央汇金资产管理有限责任公司,544.69万,4.69%,-,流通A股,2,2019-09-30
002205,中国农业银行股份有限公司-大成景阳领先混合型证券投资基金,250.00万,2.15%,-,流通A股,4,2019-09-30
002205,上海元弘企业管理合伙企业(有限合伙),157.84万,1.36%,-,流通A股,5,2019-09-30
002205,上海存溢投资管理有限公司-金存智选多策略混合型私募投资基金,110.00万,0.95%,-,流通A股,7,2019-09-30
002206,浙江海利得新材料股份有限公司回购专用证券账户,6452.14万,5.28%,无质押,流通A股,4,2019-11-26
002206,万向创业投资股份有限公司,6115.14万,5.00%,无质押,流通A股,5,2019-11-26
002207,湖州燕润投资管理合伙企业(有限合伙),5573.83万,23.30%,-,流通A股,1,2019-09-30
002207,杭州跃州物资有限公司,504.11万,2.11%,-,流通A股,4,2019-09-30
002207,北京都市二号投资中心(有限合伙)-都市盛世大有四号私募证券投资基金,400.49万,1.67%,-,流通A股,5,2019-09-30
002207,嘉兴京隆恒威投资发展有限公司,397.74万,1.66%,-,流通A股,6,2019-09-30
002208,合肥兴泰金融控股(集团)有限公司,2.97亿,57.90%,-,流通A股,1,2019-09-30
002208,合肥城改投资建设集团有限公司,301.52万,0.59%,-,流通A股,2,2019-09-30
002208,上海狄普投资管理合伙企业(有限合伙)-利斌价值成长1号,92.91万,0.18%,-,流通A股,7,2019-09-30
002209,深圳乐丰投资管理有限公司,2220.00万,11.37%,-,流通A股,2,2019-09-30
002209,广州科技创业投资有限公司,881.01万,4.51%,-,流通A股,3,2019-09-30
002209,北京凤凰财鑫股权投资中心(有限合伙),580.00万,2.97%,-,流通A股,4,2019-09-30
002209,杭州岳殿润投资管理合伙企业(有限合伙),422.24万,2.16%,-,流通A股,5,2019-09-30
002209,杭州桦茗投资合伙企业(有限合伙),348.66万,1.79%,-,流通A股,6,2019-09-30
002210,飞马投资控股有限公司,7.12亿,43.05%,99.07%,流通A股,1,2019-09-30
002210,光大兴陇信托有限责任公司-光大信托-励上2号集合资金信托计划,4638.00万,2.81%,无质押,流通A股,3,2019-09-30
