股票代码,公司名称,持有数量,占流通股比例,股份类型,十大流通股东排名,日期
000786,中国工商银行-汇添富成长焦点混合型证券投资基金,1946.55万,1.38%,流通A股,6,2019-09-30
000786,全国社保基金一零九组合,1332.02万,0.94%,流通A股,7,2019-09-30
000786,兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金,1255.80万,0.89%,流通A股,8,2019-09-30
000786,中国工商银行-汇添富美丽30混合型证券投资基金,1130.00万,0.80%,流通A股,9,2019-09-30
000788,西南合成医药集团有限公司,1.70亿,28.58%,流通A股,1,2019-09-30
000788,北大医疗产业集团有限公司,7032.89万,11.80%,流通A股,2,2019-09-30
000788,中国证券金融股份有限公司,1157.65万,1.94%,流通A股,3,2019-09-30
000788,重庆长江制药厂,729.89万,1.22%,流通A股,4,2019-09-30
000788,中央汇金资产管理有限责任公司,624.44万,1.05%,流通A股,5,2019-09-30
000788,建投中信资产管理有限责任公司,492.99万,0.83%,流通A股,6,2019-09-30
000788,北京政泉控股有限公司,322.53万,0.54%,流通A股,7,2019-09-30
000788,北京大学教育基金会,250.00万,0.42%,流通A股,9,2019-09-30
000789,江西水泥有限责任公司,3.40亿,42.58%,流通A股,1,2019-09-30
000789,香港中央结算有限公司,4150.26万,5.21%,流通A股,2,2019-09-30
000789,中建材投资有限公司,3900.00万,4.89%,流通A股,3,2019-09-30
000789,UBS AG,358.66万,0.45%,流通A股,6,2019-09-30
000789,中国工商银行股份有限公司-南方大数据100指数证券投资基金,262.83万,0.33%,流通A股,8,2019-09-30
000789,中国银行股份有限公司-华宝标普中国A股红利机会指数证券投资基金(LOF),242.24万,0.30%,流通A股,9,2019-09-30
000790,四川华神集团股份有限公司,1.11亿,18.10%,流通A股,1,2019-09-30
000790,四川中意智创科技股份有限公司,398.28万,0.65%,流通A股,7,2019-09-30
000791,甘肃省电力投资集团有限责任公司,8.50亿,62.55%,流通A股,1,2019-09-30
000791,中国工商银行-东吴嘉禾优势精选混合型开放式证券投资基金,186.00万,0.14%,流通A股,10,2019-09-30
000791,重庆市城市建设投资(集团)有限公司,1153.25万,0.85%,流通A股,2,2019-09-30
000791,中国建设银行股份有限公司-东吴双三角股票型证券投资基金,200.00万,0.15%,流通A股,9,2019-09-30
000792,青海省国有资产投资管理有限公司,7.53亿,27.39%,流通A股,1,2019-09-30
000792,全国社保基金六零四组合,1532.20万,0.56%,流通A股,10,2019-09-30
000792,中国中化集团有限公司,5.72亿,20.79%,流通A股,2,2019-09-30
000792,中国信达资产管理股份有限公司,1.74亿,6.31%,流通A股,3,2019-09-30
000792,广州市华美丰收资产管理有限公司,3017.45万,1.10%,流通A股,4,2019-09-30
000792,中国华融资产管理股份有限公司,2787.82万,1.01%,流通A股,6,2019-09-30
000792,中国长城资产管理股份有限公司,2598.62万,0.94%,流通A股,7,2019-09-30
000792,北京华北电力实业总公司,1774.67万,0.65%,流通A股,8,2019-09-30
000793,国广环球资产管理有限公司,1.64亿,8.45%,流通A股,1,2019-09-30
000793,陕西华路新型塑料建材有限公司,2383.70万,1.23%,流通A股,10,2019-09-30
000793,前海开源基金-浦发银行-渤海国际信托-渤海信托·煦沁聚和1号集合资金信托计划,1.23亿,6.33%,流通A股,2,2019-09-30
000793,长信基金-浦发银行-长信-浦发-粤信2号资产管理计划,1.03亿,5.29%,流通A股,3,2019-09-30
000793,四川信托有限公司-四川信托·星光5号单一资金信托,7850.63万,4.05%,流通A股,4,2019-09-30
000793,方正东亚信托有限责任公司-腾翼投资1号单一资金信托,5908.82万,3.05%,流通A股,5,2019-09-30
000793,中国证券金融股份有限公司,5804.13万,2.99%,流通A股,6,2019-09-30
000793,前海开源基金-浦发银行-前海开源聚和资产管理计划,3051.53万,1.57%,流通A股,7,2019-09-30
000793,新疆锐盈股权投资合伙企业(有限合伙),3002.35万,1.55%,流通A股,8,2019-09-30
000793,云南国际信托有限公司-峻茂15号单一资金信托,2560.59万,1.32%,流通A股,9,2019-09-30
000795,横店集团控股有限公司,4.46亿,39.47%,流通A股,1,2019-09-30
000795,横店集团东磁有限公司,9807.78万,8.67%,流通A股,2,2019-09-30
000795,钜洲资产管理(上海)有限公司,1870.04万,1.65%,流通A股,3,2019-09-30
000795,英洛华科技股份有限公司-第一期员工持股计划,1810.42万,1.60%,流通A股,4,2019-09-30
000795,浙江横店进出口有限公司,1217.56万,1.08%,流通A股,5,2019-09-30
000795,硅谷惠银(厦门)资产管理有限公司-硅谷惠银定增1号资产管理计划,1097.81万,0.97%,流通A股,6,2019-09-30
000795,东阳市恒益投资合伙企业(有限合伙),325.95万,0.29%,流通A股,7,2019-09-30
000795,金华相家投资合伙企业(有限合伙),313.30万,0.28%,流通A股,8,2019-09-30
000796,海航旅游集团有限公司,2.12亿,26.42%,流通A股,1,2019-11-08
000796,上海齐银股权投资基金管理有限公司-上海同煤齐银投资管理中心(有限合伙),825.00万,1.03%,流通A股,10,2019-11-08
000796,凯撒世嘉旅游管理顾问股份有限公司,2.02亿,25.14%,流通A股,2,2019-11-08
000796,上海金辇投资管理有限公司-金辇精选2号私募证券投资基金,4416.50万,5.50%,流通A股,3,2019-11-08
000796,华夏人寿保险股份有限公司-自有资金,4018.78万,5.01%,流通A股,4,2019-11-08
000796,GIC PRIVATE LIMITED,1582.78万,1.97%,流通A股,5,2019-11-08
000796,海航航空集团有限公司,1550.39万,1.93%,流通A股,6,2019-11-08
000796,新余玖兴投资管理中心(有限合伙),1100.00万,1.37%,流通A股,7,2019-11-08
000796,阿拉丁传奇旅游产业(北京)有限公司,1072.00万,1.34%,流通A股,8,2019-11-08
000796,首创证券有限责任公司客户信用交易担保证券账户,1047.69万,1.31%,流通A股,9,2019-11-08
000797,福建建工集团有限责任公司,5.13亿,32.93%,流通A股,1,2019-09-30
000797,福建省能源集团有限责任公司,3.23亿,20.70%,流通A股,2,2019-09-30
000797,香港中央结算有限公司,1064.35万,0.68%,流通A股,6,2019-09-30
000797,中国对外经济贸易信托有限公司-淡水泉精选1期,848.10万,0.54%,流通A股,7,2019-09-30
000797,平安信托有限责任公司-投资精英之淡水泉,827.49万,0.53%,流通A股,8,2019-09-30
000798,中国农业发展集团有限公司,8100.31万,25.36%,流通A股,1,2019-09-30
000798,北京纳木纳尼资产管理有限公司,237.84万,0.74%,流通A股,10,2019-09-30
000798,中国水产舟山海洋渔业有限公司,6503.29万,20.36%,流通A股,2,2019-09-30
000798,中国华农资产经营有限公司,4300.97万,13.47%,流通A股,3,2019-09-30
000798,国信证券股份有限公司约定购回专用账户,550.00万,1.72%,流通A股,4,2019-09-30
000798,北京易诊科技发展有限公司,412.34万,1.29%,流通A股,6,2019-09-30
000798,北京小间科技发展有限公司,353.38万,1.11%,流通A股,7,2019-09-30
000798,北京塞纳投资发展有限公司,287.36万,0.90%,流通A股,8,2019-09-30
000799,中皇有限公司,1.01亿,31.00%,流通A股,1,2019-09-30
000799,中国银行-华夏回报证券投资基金,208.77万,0.64%,流通A股,10,2019-09-30
000799,中国银行股份有限公司-招商中证白酒指数分级证券投资基金,585.13万,1.80%,流通A股,2,2019-09-30
000799,香港中央结算有限公司,544.85万,1.68%,流通A股,3,2019-09-30
000799,国泰君安证券资管-建设银行-国泰君安君得鑫股票集合资产管理计划,352.64万,1.09%,流通A股,5,2019-09-30
