pid,股票代码,职务,薪酬,直接持股数,高管类型
28712,603626,独立董事,6万,-,董事会
18235,603626,董事,54万,313.6万,董事会
47813,603626,董事,-,-,董事会
44624,603626,独立董事,6万,-,董事会
21405,603626,董事,91万,235.2万,董事会
54282,603626,监事会主席,13万,-,监事会
7463,603626,监事,14万,-,监事会
41982,603626,独立董事,6万,-,董事会
1410,603628,"董事长,董事",43.1万,1.088亿,董事会
10836,603628,独立董事,8万,-,董事会
45537,603628,"董事会秘书,副总经理",31.99万,-,监事会
25626,603628,职工监事,20.97万,-,监事会
39807,603628,董事,8万,-,董事会
50994,603628,董事,84.6万,-,董事会
43237,603628,副总经理,120.4万,-,监事会
22900,603628,独立董事,8万,-,董事会
37768,603628,职工监事,23.35万,-,监事会
42529,603628,董事,36.53万,4353万,董事会
32725,603628,监事会主席,25.05万,2177万,监事会
47808,603628,独立董事,8万,-,董事会
27331,603629,独立董事,6万,-,董事会
50685,603629,职工监事,20.19万,3万,监事会
20976,603629,副总经理,40.44万,100万,监事会
31424,603629,财务总监,33.84万,17万,监事会
30999,603629,董事,-,-,董事会
14437,603629,监事会主席,46.24万,500万,监事会
50036,603629,董事,42.12万,70万,董事会
15139,603629,职工监事,27.84万,5万,监事会
477,603629,独立董事,4.5万,-,董事会
42096,603629,董事,48.1万,30万,董事会
35777,603629,独立董事,6万,-,董事会
6258,603629,独立董事,6万,-,董事会
14899,603629,"董事长,董事",62.64万,4841万,董事会
35869,603629,董事,27.32万,1200万,董事会
8258,603629,监事,13.91万,-,监事会
16540,603629,监事,20.3万,7.5万,监事会
12627,603630,独立董事,-,-,董事会
26065,603630,"董事长,董事",58.54万,6950万,董事会
1366,603630,董事,39.01万,-,董事会
8527,603630,董事,49.19万,-,董事会
3193,603630,副总经理,39.08万,-,监事会
6135,603630,独立董事,-,-,董事会
27858,603630,监事会主席,15.71万,-,监事会
5334,603630,独立董事,-,-,董事会
39648,603630,董事,-,-,董事会
1847,603630,监事,6.65万,-,监事会
45424,603630,职工监事,7.94万,-,监事会
53084,603633,独立董事,8.16万,-,董事会
47289,603633,监事,-,-,监事会
4196,603633,董事,61.8万,41.51万,董事会
164,603633,董事,-,-,董事会
4803,603633,独立董事,8.16万,-,董事会
32983,603633,董事,61.8万,173.4万,董事会
47941,603633,董事,-,3335万,董事会
4644,603633,董事,61.8万,41.51万,董事会
53149,603633,职工监事,14.4万,-,监事会
11949,603633,"董事长,董事",69.6万,1779万,董事会
4060,603633,监事,16.2万,5.24万,监事会
5910,603633,监事会主席,61.8万,40.39万,监事会
41150,603633,独立董事,8.16万,-,董事会
34012,603636,独立董事,6万,-,董事会
23438,603636,"董事会秘书,副总经理",81.91万,127.4万,监事会
1517,603636,"董事长,董事",131.6万,2.691亿,董事会
36131,603636,副总经理,-,-,监事会
52593,603636,董事,53.88万,132.5万,董事会
49784,603636,董事,75.75万,1.04万,董事会
33261,603636,监事,32.04万,-,监事会
1521,603636,董事,-,-,董事会
29036,603636,副总经理,64.96万,15.6万,监事会
2444,603636,职工监事,27.08万,-,监事会
20746,603636,独立董事,4.09万,-,董事会
35376,603636,独立董事,6万,-,董事会
40783,603636,副总经理,-,-,监事会
7925,603636,监事会主席,27.5万,6.499万,监事会
4274,603637,监事,26.72万,76.05万,监事会
21342,603637,副总经理,54.54万,62.59万,监事会
39926,603637,职工监事,-,-,监事会
16614,603637,董事,54.54万,82.89万,董事会
2767,603637,副总经理,54.54万,127万,监事会
39023,603637,监事会主席,41.78万,119万,监事会
28377,603637,独立董事,-,-,董事会
20334,603637,"副总经理,总工程师",54.54万,182.6万,监事会
51892,603637,财务总监,54.54万,102.3万,监事会
42727,603637,董事会秘书,-,81.31万,监事会
42314,603637,独立董事,10万,-,董事会
40085,603637,董事,53.04万,610.9万,董事会
6811,603637,"副董事长,董事",63.9万,610.9万,董事会
45138,603637,董事,23.33万,610.9万,董事会
17294,603637,董事,54.54万,101.6万,董事会
14839,603637,"董事长,董事",52.4万,764万,董事会
22513,603637,独立董事,10万,-,董事会
43162,603638,董事,28万,-,董事会
36494,603638,监事,11万,1095,监事会
22369,603638,独立董事,3万,-,董事会
13349,603638,独立董事,3万,-,董事会
40242,603638,监事会主席,13万,24.42万,监事会
11831,603638,董事,-,-,董事会
43363,603638,"董事长,董事",36万,-,董事会
36510,603638,副总经理,30万,-,监事会
23670,603638,董事,29万,-,董事会
23118,603638,董事,-,-,董事会
26256,603638,董事,29万,65.12万,董事会
33455,603638,"董事会秘书,副总经理",23万,24.42万,监事会
53464,603638,职工监事,9万,-,监事会
45321,603638,财务总监,23万,24.42万,监事会
39316,603638,独立董事,3万,-,董事会
31529,603639,监事,21.66万,-,监事会
11295,603639,财务负责人,-,-,监事会
45221,603639,职工监事,17.05万,-,监事会
4045,603639,研究所所长,10.78万,-,监事会
19135,603639,独立董事,10万,-,董事会
47098,603639,独立董事,10万,-,董事会
1886,603639,独立董事,10万,-,董事会
46844,603639,董事,24.53万,6493万,董事会
20726,603639,董事,33.08万,-,董事会
54060,603639,董事,43.95万,11.2万,董事会
23399,603639,董事,60.46万,-,董事会
1326,603639,董事会秘书,15.43万,7万,监事会
32250,603639,董事,90.79万,649.3万,董事会
17794,603639,"董事长,董事",150.3万,3164万,董事会
17997,603639,监事会主席,19.32万,-,监事会
35787,603648,"副董事长,董事",-,-,董事会
26634,603648,"副董事长,董事",-,-,董事会
47926,603648,独立董事,12万,-,董事会
47529,603648,独立董事,-,-,董事会
46705,603648,职工监事,-,-,监事会
49843,603648,"董事长,董事",-,-,董事会
33379,603648,董事,272.3万,472万,董事会
815,603648,财务负责人,120.2万,-,监事会
29515,603648,质量总监,123.2万,-,监事会
33726,603648,职工监事,-,-,监事会
52037,603648,独立董事,-,-,董事会
49266,603648,董事,-,-,董事会
38500,603648,董事会秘书,105.1万,25.61万,监事会
49050,603648,监事,-,-,监事会
49989,603648,总经理助理,-,-,监事会
22418,603648,副总经理,173.4万,164.7万,监事会
41982,603648,独立董事,12万,-,董事会
15844,603648,监事会主席,-,-,监事会
6835,603648,物流总监,123.2万,101.2万,监事会
40682,603648,董事,173.4万,168.3万,董事会
14631,603648,监事,-,-,监事会
26982,603648,董事,-,-,董事会
4727,603650,独立董事,12万,-,董事会
3616,603650,独立董事,12万,-,董事会
16423,603650,副总裁,-,-,高管
48019,603650,"董事长,董事",460万,100万,董事会
33695,603650,董事,70.7万,-,董事会
25957,603650,监事会主席,53万,-,监事会
23156,603650,董事,73.4万,-,董事会
47080,603650,"董事会秘书,副总裁",-,-,监事会
41230,603650,副总裁,-,-,高管
47809,603650,副总裁,-,-,高管
37508,603650,副总裁,-,-,监事会
52735,603650,职工监事,-,-,监事会
46766,603650,监事,-,-,监事会
31636,603650,董事,-,-,董事会
15181,603650,副总裁,17.8万,-,高管
8027,603650,副总裁,-,-,监事会
40492,603650,独立董事,12万,-,董事会
16800,603650,副总裁,108.2万,-,监事会
25948,603655,监事,20.1万,3.75万,监事会
41786,603655,"副总经理,总工程师",114万,11.25万,监事会
52371,603655,职工监事,5.79万,-,监事会
15028,603655,"董事长,董事",68.58万,4500万,董事会
3266,603655,董事,47.66万,670万,董事会
2348,603655,独立董事,6万,-,董事会
20091,603655,董事,150.4万,11.25万,董事会
12463,603655,董事会秘书,-,-,监事会
31351,603655,"副总经理,财务负责人",32.73万,7.5万,监事会
43192,603655,董事,33.64万,10万,董事会
34768,603655,监事会主席,32.78万,10万,监事会
38238,603655,董事,-,-,董事会
41507,603655,独立董事,1万,-,董事会
48166,603655,董事,-,-,董事会
37503,603655,独立董事,6万,-,董事会
13451,603656,监事,15.93万,6.21万,监事会
393,603656,董事,81.3万,899.6万,董事会
18939,603656,独立董事,2.88万,-,董事会
16359,603656,副总经理,-,-,监事会
23764,603656,监事会主席,24.16万,8.82万,监事会
44885,603656,董事,-,-,董事会
7315,603656,职工监事,-,-,监事会
44386,603656,董事,81.3万,-,董事会
31304,603656,独立董事,2.88万,-,董事会
43691,603656,"董事长,董事",81.3万,5660万,董事会
19982,603656,副总经理,24.35万,6.62万,监事会
26510,603656,独立董事,2.88万,-,董事会
368,603656,董事,81.3万,991.4万,董事会
42586,603656,董事,57.58万,51.9万,董事会
346,603657,副总经理,22.91万,-,监事会
17667,603657,职工监事,14.69万,-,监事会
25691,603657,财务总监,-,-,监事会
29919,603657,董事,-,150万,董事会
28020,603657,副总经理,20.94万,-,监事会
2675,603657,监事,10万,-,监事会
19437,603657,独立董事,5万,-,董事会
36851,603657,董事,39.01万,12.5万,董事会
9999,603657,独立董事,5万,-,董事会
17623,603657,独立董事,5万,-,董事会
35833,603657,董事,199.1万,450万,董事会
17173,603657,"董事长,董事",144.1万,600万,董事会
34083,603657,监事会主席,11.35万,-,监事会
50779,603658,董事,58万,-,董事会
1487,603658,董事,58.78万,-,董事会
38787,603658,职工监事,38.57万,50.2万,监事会
18220,603658,副总经理,56.75万,-,监事会
37531,603658,独立董事,1万,-,董事会
25103,603658,董事,63.29万,-,董事会
17293,603658,"副董事长,董事",6万,-,董事会
27619,603658,副总经理,55.62万,83.66万,高管
21291,603658,副总经理,56.75万,-,高管
18031,603658,独立董事,1万,-,董事会
23635,603658,"董事会秘书,副总经理",55.62万,-,监事会
46356,603658,副总经理,39.14万,83.66万,监事会
13142,603658,独立董事,1万,-,董事会
9128,603658,副总经理,57.5万,-,监事会
54020,603658,董事,65.45万,-,董事会
3919,603658,监事,-,-,监事会
40907,603658,副总经理,57.13万,125.5万,监事会
28548,603658,副总经理,55.62万,-,监事会
17148,603658,"董事长,董事",106万,-,董事会
30868,603658,监事会主席,-,-,监事会
26518,603659,副总经理,299.8万,360.6万,监事会
47315,603659,监事会主席,272.6万,300.7万,监事会
31179,603659,职工监事,95.13万,-,监事会
16195,603659,"董事长,董事",192万,1.309亿,董事会
51494,603659,独立董事,11万,-,董事会
50243,603659,监事,120万,147.6万,监事会
7134,603659,独立董事,11万,-,董事会
10118,603659,董事,194.5万,4728万,董事会
6634,603659,董事,174万,332.8万,董事会
19061,603659,副总经理,132.9万,1085万,监事会
37683,603660,董事,65.06万,12.54万,董事会
42342,603660,监事,37.61万,-,监事会
52062,603660,副总经理,82.56万,325.7万,监事会
7074,603660,独立董事,1.27万,-,董事会
49180,603660,副总经理,71.74万,303.6万,监事会
30275,603660,监事会主席,20.24万,-,监事会
24653,603660,监事,26.56万,-,监事会
37641,603660,独立董事,6万,-,董事会
41051,603660,副总经理,82.56万,553万,监事会
13452,603660,"董事长,董事",50.38万,1.298亿,董事会
14244,603660,董事,50.06万,1499万,董事会
50578,603660,独立董事,6万,-,董事会
39002,603660,董事会秘书,27.92万,11.76万,监事会
31858,603661,董事,15万,-,董事会
41987,603661,职工监事,20万,-,监事会
12485,603661,董事,36万,-,董事会
14324,603661,监事,36万,-,监事会
46425,603661,监事会主席,38万,-,监事会
3052,603661,副总经理,15万,-,监事会
2091,603661,独立董事,5万,-,董事会
31214,603661,"董事长,董事",60万,5904万,董事会
28952,603661,董事,39万,-,董事会
42589,603661,董事,55万,75万,董事会
39512,603661,独立董事,2.5万,-,董事会
40195,603661,副总经理,18万,-,监事会
1588,603661,独立董事,5万,-,董事会
33559,603661,董事,29万,-,董事会
53559,603661,董事会秘书,26万,-,监事会
18530,603662,独立董事,6万,-,董事会
24008,603662,职工监事,7.02万,-,监事会
52885,603662,董事,-,-,董事会
36637,603662,传感器产品总监,47.04万,44万,监事会
3098,603662,独立董事,-,-,董事会
52246,603662,董事会秘书,18.01万,-,监事会
4224,603662,董事,75.57万,35.6万,董事会
46239,603662,"董事长,董事",52.57万,5369万,董事会
24005,603662,副总经理,54.06万,4.109万,监事会
15438,603662,监事,-,-,监事会
10326,603662,监事会主席,12.85万,40.56万,监事会
9489,603662,董事,-,-,董事会
45996,603662,董事,37.72万,11.57万,董事会
47801,603662,董事,81.92万,42.59万,董事会
42832,603662,副总经理,39.47万,46.94万,监事会
10007,603662,独立董事,6万,-,董事会
13075,603663,职工监事,10.61万,-,监事会
50316,603663,监事,13.11万,-,监事会
11452,603663,"副董事长,董事",-,-,董事会
11233,603663,董事,-,-,董事会
49626,603663,董事,30.61万,4.74万,董事会
18106,603663,董事,36.28万,-,董事会
14340,603663,监事会主席,18.6万,-,监事会
10996,603663,"董事长,董事",56.61万,387.3万,董事会
10535,603663,独立董事,3.54万,-,董事会
38553,603663,董事,28.01万,4.74万,董事会
780,603663,副总经理,30.27万,4.74万,监事会
7587,603663,财务总监,24.8万,4.74万,监事会
26631,603663,独立董事,3.54万,-,董事会
4756,603663,"董事会秘书,副总经理",24.51万,6.01万,监事会
8134,603663,独立董事,3.54万,-,董事会
50536,603665,独立董事,4.5万,-,董事会
45665,603665,董事,49.97万,-,董事会
44016,603665,副总经理,22.2万,-,监事会
11397,603665,董事,24.6万,-,董事会
43965,603665,董事,66.31万,-,董事会
2681,603665,"董事长,董事",36.89万,-,董事会
28214,603665,董事,-,-,董事会
23862,603665,独立董事,6万,-,董事会
11592,603665,副总经理,30.61万,-,监事会
45973,603665,监事,13.96万,-,监事会
44519,603665,副总经理,27.82万,-,监事会
44672,603665,副总经理,30.22万,-,监事会
14335,603665,独立董事,6万,-,董事会
47423,603665,职工监事,13.88万,-,监事会
8356,603665,副总经理,30.72万,-,监事会
51601,603665,监事会主席,10.41万,-,监事会
28837,603665,董事,30.3万,-,董事会
50707,603666,副总经理,60.84万,-,监事会
44744,603666,董事,26.38万,462万,董事会
17861,603666,副总经理,35.05万,-,监事会
41541,603666,董事,64.53万,-,董事会
50198,603666,监事,50.36万,-,监事会
16229,603666,"董事长,董事",127.2万,3129万,董事会
26806,603666,独立董事,8万,-,董事会
50846,603666,"董事会秘书,副总经理",54.54万,35万,监事会
13970,603666,副总经理,26.92万,-,监事会
32392,603666,财务总监,25.73万,-,高管
29695,603666,职工监事,42.33万,70万,监事会
43446,603666,独立董事,8万,-,董事会
5602,603666,董事,65.38万,462万,董事会
13381,603666,监事会主席,73.37万,70万,监事会
46722,603666,副总经理,35.01万,-,监事会
19573,603666,独立董事,4000,-,董事会
36632,603667,独立董事,-,-,董事会
4462,603667,董事,32万,1928万,董事会
40152,603667,独立董事,6万,-,董事会
33845,603667,副总经理,33万,-,监事会
29166,603667,财务总监,22万,-,监事会
14140,603667,独立董事,-,-,董事会
18446,603667,"董事长,董事",60万,6962万,董事会
51123,603667,总工程师,33万,-,监事会
25767,603667,监事,12万,-,监事会
4639,603667,董事,-,-,董事会
26477,603667,董事会秘书,20万,-,监事会
34886,603667,"副董事长,董事",46万,2619万,董事会
52549,603667,监事会主席,33万,103.6万,监事会
4591,603667,副总经理,33万,-,监事会
38515,603667,监事,-,-,监事会
10252,603667,副总经理,33万,-,监事会
48436,603668,监事会主席,20.77万,1293万,监事会
12754,603668,副总经理,58.91万,31万,监事会
21303,603668,独立董事,2.67万,-,董事会
22225,603668,职工监事,8.8万,206.2万,监事会
53014,603668,监事,34.62万,70.56万,监事会
36879,603668,独立董事,2.67万,-,董事会
35053,603668,董事,49.11万,408.5万,董事会
12951,603668,董事,20.77万,1293万,董事会
1971,603668,独立董事,2.67万,-,董事会
45968,603668,"副总经理,财务总监",42.31万,61万,监事会
25237,603668,董事,20.77万,1939万,董事会
9668,603668,董事,7.61万,5.08万,董事会
9867,603668,"董事长,董事",50.11万,8656万,董事会
38028,603668,董事,22.27万,180.6万,董事会
28802,603668,"董事会秘书,副总经理",41.25万,5万,监事会
5151,603669,独立董事,-,-,董事会
49192,603669,监事会主席,20万,-,监事会
46307,603669,"董事会秘书,财务总监",40万,-,监事会
30480,603669,副总经理,41万,-,监事会
38482,603669,职工监事,23万,-,监事会
88,603669,独立董事,-,-,董事会
22721,603669,董事,-,1720万,董事会
33267,603669,副总经理,39.16万,-,监事会
35001,603669,独立董事,-,-,董事会
46260,603669,董事,52万,-,董事会
7650,603669,监事,10.84万,-,监事会
21388,603669,董事,52万,1147万,董事会
30181,603669,"董事长,董事",66万,3440万,董事会
36717,603676,董事会秘书,33.89万,-,监事会
5961,603676,董事,45万,300.7万,董事会
7209,603676,财务总监,10.34万,-,监事会
22848,603676,监事会主席,27.8万,-,监事会
41407,603676,"董事长,董事",70万,5340万,董事会
30783,603676,董事,45万,317.6万,董事会
24912,603676,董事,40万,40.01万,董事会
10322,603676,独立董事,7.2万,-,董事会
358,603676,监事,22.69万,-,监事会
12692,603676,独立董事,7.2万,-,董事会
25129,603676,监事,23.4万,-,监事会
29834,603676,副总经理,50万,-,监事会
45962,603676,独立董事,7.2万,-,董事会
41349,603676,副总经理,32.1万,-,监事会
24032,603677,监事会主席,-,-,监事会
12947,603677,监事,-,-,监事会
32451,603677,董事,60.14万,84万,董事会
31646,603677,董事,98.96万,21万,董事会
28839,603677,独立董事,8万,-,董事会
53912,603677,财务总监,-,-,监事会
20632,603677,独立董事,-,-,董事会
31211,603677,董事,-,-,董事会
5813,603677,董事,58.93万,526.9万,董事会
12788,603677,"董事长,董事",63.72万,526.9万,董事会
27446,603677,董事,-,-,董事会
44527,603677,董事会秘书,-,-,监事会
11537,603677,独立董事,-,-,董事会
33956,603677,职工监事,24.8万,-,监事会
53252,603678,职工监事,-,-,监事会
13589,603678,监事会主席,-,-,监事会
17870,603678,监事,-,-,监事会
51288,603678,独立董事,10万,-,董事会
21500,603678,独立董事,10万,-,董事会
15626,603678,"副董事长,董事",93.72万,2936万,董事会
23836,603678,"董事长,董事",51.64万,1.665亿,董事会
39800,603678,独立董事,10万,-,董事会
7754,603678,董事会秘书,32.24万,-,监事会
20648,603678,副总经理,82.26万,3500,监事会
36642,603678,董事,64.97万,199.3万,董事会
36694,603678,董事,10万,-,董事会
17819,603679,独立董事,5万,-,董事会
31526,603679,副总经理,41.35万,5万,监事会
52538,603679,董事,30.34万,100万,董事会
41588,603679,监事会主席,2.4万,-,监事会
39492,603679,独立董事,2.52万,-,董事会
31040,603679,监事,-,-,监事会
27215,603679,董事,37.13万,93.69万,董事会
45184,603679,董事,-,-,董事会
32700,603679,独立董事,5万,-,董事会
43146,603679,副总经理,26.07万,8万,监事会
49102,603679,董事,18.24万,93.69万,董事会
29102,603679,独立董事,5万,-,董事会
19110,603679,副总经理,26.19万,3.75万,监事会
52109,603679,"董事长,董事",44.2万,1734万,董事会
66,603679,董事,-,1421万,董事会
42974,603679,董事,36.58万,98.69万,董事会
15512,603679,职工监事,9.38万,-,监事会
46749,603680,独立董事,6万,-,董事会
29979,603680,"董事长,董事",94万,1.795亿,董事会
25808,603680,副总经理,9.5万,-,高管
8895,603680,独立董事,6万,-,董事会
33959,603680,监事会主席,5.83万,-,监事会
7279,603680,副总经理,50万,70万,高管
20878,603680,副总经理,46.3万,14万,监事会
35809,603680,董事,50万,56万,董事会
1690,603680,董事,91.4万,420万,董事会
30065,603680,副总经理,80万,84万,监事会
8025,603680,副总经理,50万,77万,高管
37672,603680,董事,15万,5.6万,董事会
39511,603680,副总经理,50万,42万,监事会
50431,603680,监事,-,-,监事会
49498,603680,董事,69.5万,84万,董事会
19899,603680,董事,74.7万,-,董事会
47902,603680,职工监事,7万,-,监事会
23476,603680,"董事会秘书,副总经理",45万,56万,监事会
16215,603680,副总经理,50万,84万,监事会
49888,603680,独立董事,6万,-,董事会
46804,603681,监事,10万,-,监事会
49172,603681,"董事长,董事",48万,7799万,董事会
18609,603681,独立董事,4万,-,董事会
34315,603681,监事会主席,19万,25万,监事会
25408,603681,董事,19万,30万,董事会
13987,603681,董事,-,-,董事会
35311,603681,职工监事,14万,-,监事会
22712,603681,独立董事,4万,-,董事会
8832,603681,董事,-,-,董事会
1701,603681,财务负责人,22万,30万,监事会
42603,603681,独立董事,4万,-,董事会
42643,603681,董事,19万,25万,董事会
36557,603681,董事,30万,1500万,董事会
13510,603683,监事,-,220万,监事会
19347,603683,"副董事长,董事",61.16万,3585万,董事会
5035,603683,"董事长,董事",47.27万,3657万,董事会
51596,603683,职工监事,15.06万,-,监事会
23226,603683,财务总监,-,-,监事会
2833,603683,董事会秘书,41.54万,-,监事会
1774,603683,董事,39.9万,376.8万,董事会
48669,603683,独立董事,10万,-,董事会
4185,603683,监事会主席,23.65万,-,监事会
37551,603683,副总经理,45.77万,-,监事会
26198,603683,独立董事,10万,-,董事会
47636,603683,独立董事,10万,-,董事会
47990,603683,董事,14.25万,-,董事会
39289,603685,"董事长,董事",74.58万,-,董事会
32112,603685,董事,47.6万,-,董事会
49813,603685,监事会主席,38.31万,-,监事会
36942,603685,副总经理,25.81万,-,监事会
6002,603685,独立董事,7万,-,董事会
51377,603685,监事,24.12万,-,监事会
49257,603685,董事,-,-,董事会
36250,603685,独立董事,7万,-,董事会
46648,603685,独立董事,7万,-,董事会
2925,603685,职工监事,17.76万,-,监事会
40517,603685,财务负责人,26.87万,-,监事会
27200,603685,董事,39.13万,-,董事会
47250,603685,董事,36.12万,-,董事会
745,603685,董事,53.3万,-,董事会
26254,603686,职工监事,-,-,监事会
18351,603686,独立董事,6万,-,董事会
34306,603686,财务负责人,-,-,监事会
40367,603686,"董事长,董事",49.67万,7827万,董事会
44302,603686,董事,47.05万,31.8万,董事会
53071,603686,副总经理,32.11万,-,监事会
29655,603686,独立董事,-,-,董事会
38911,603686,监事会主席,31.39万,110.3万,监事会
50123,603686,董事,-,-,董事会
47274,603686,董事,61.13万,3.25万,董事会
25052,603686,"董事会秘书,副总经理",34.86万,-,监事会
26599,603686,副总经理,-,-,监事会
34944,603686,职工监事,-,-,监事会
20316,603686,独立董事,6万,-,董事会
19666,603687,监事会主席,4.318万,-,监事会
37949,603687,职工监事,13.83万,-,监事会
4186,603687,监事,33.17万,-,监事会
27650,603687,董事,41.25万,-,董事会
33882,603687,董事,55.66万,-,董事会
29144,603687,"董事长,董事",57.18万,-,董事会
14581,603687,独立董事,7万,-,董事会
26976,603687,"副总经理,财务总监",42.78万,-,监事会
36708,603687,董事会秘书,26.11万,-,监事会
15174,603687,董事,-,-,董事会
43836,603687,副总经理,36.82万,-,监事会
1768,603687,独立董事,7万,-,董事会
16667,603687,独立董事,7万,-,董事会
18005,603688,董事会秘书,48.4万,6.375万,监事会
7871,603688,"技术总监,总工程师",47.37万,4.785万,监事会
14709,603688,独立董事,7.5万,-,董事会
52075,603688,监事,-,-,监事会
48965,603688,独立董事,7.5万,-,董事会
3185,603688,董事,11.49万,-,董事会
52448,603688,独立董事,-,-,董事会
30719,603688,董事,-,-,董事会
6813,603688,董事,46.78万,4.785万,董事会
14696,603688,监事会主席,24.63万,2.07万,监事会
9758,603688,董事,83.69万,6.375万,董事会
7825,603688,"董事长,董事",91.16万,9898万,董事会
50894,603688,董事,-,-,董事会
11671,603688,监事,-,-,监事会
11567,603689,"副董事长,董事",-,-,董事会
2152,603689,副总经理,42.33万,-,监事会
29498,603689,独立董事,5万,-,董事会
30010,603689,监事会主席,14.4万,-,监事会
38785,603689,董事,53.64万,-,董事会
10676,603689,独立董事,5万,-,董事会
39598,603689,总工程师,-,-,监事会
7461,603689,职工监事,23.78万,-,监事会
12591,603689,"副总经理,财务总监",40.3万,-,监事会
18563,603689,"董事会秘书,副总经理",-,-,监事会
40479,603689,独立董事,5万,-,董事会
16881,603689,董事,-,-,董事会
37363,603689,董事,-,-,董事会
17904,603689,"副董事长,董事",-,-,董事会
17987,603689,董事,-,-,董事会
2347,603689,"董事长,董事",24万,-,董事会
10017,603689,独立董事,-,-,董事会
3707,603689,董事,-,-,董事会
48619,603689,监事,-,-,监事会
33241,603689,副总经理,41.47万,-,监事会
16512,603690,董事,12.6万,723万,董事会
4748,603690,独立董事,12万,-,董事会
31252,603690,独立董事,12万,-,董事会
34887,603690,监事会主席,11.26万,-,监事会
47056,603690,董事会秘书,15万,3万,监事会
30333,603690,副总经理,12.62万,20万,监事会
40100,603690,"董事长,董事",17.4万,7600万,董事会
36008,603690,副总经理,10.2万,11万,监事会
26564,603690,董事,-,-,董事会
19826,603690,财务总监,13.92万,16万,高管
13968,603690,职工监事,9.96万,-,监事会
26191,603690,监事,-,-,监事会
27924,603693,监事,-,-,监事会
7715,603693,监事,-,-,监事会
15243,603693,职工监事,45.92万,-,监事会
42172,603693,职工监事,35.28万,-,监事会
17275,603693,职工监事,36.54万,-,监事会
24358,603693,董事,-,-,董事会
19100,603693,"董事会秘书,副总经理",60.22万,-,监事会
22505,603693,"董事长,董事",-,-,董事会
39790,603693,董事,-,-,董事会
37421,603693,监事会主席,-,-,监事会
17657,603693,董事,-,-,董事会
25777,603693,独立董事,6.67万,-,董事会
48262,603693,董事,-,-,董事会
27966,603693,独立董事,6.67万,-,董事会
8268,603693,独立董事,6.67万,-,董事会
1232,603693,董事,73.5万,-,董事会
45315,603693,监事,-,-,监事会
18186,603693,财务总监,60.38万,-,监事会
41061,603696,职工监事,15.1万,-,监事会
5958,603696,董事,26.5万,-,董事会
37839,603696,独立董事,6.5万,-,董事会
49631,603696,独立董事,6.5万,-,董事会
3635,603696,董事,-,-,董事会
22397,603696,董事,31.2万,-,董事会
50034,603696,"董事长,董事",59.2万,1.244亿,董事会
2421,603696,监事会主席,6.5万,-,监事会
14682,603696,监事,6.6万,-,监事会
36132,603696,独立董事,6.5万,-,董事会
19482,603696,财务总监,31.6万,-,监事会
39105,603697,职工监事,-,-,监事会
3163,603697,董事会秘书,-,-,监事会
6947,603697,董事,33.58万,-,董事会
26820,603697,董事,39.84万,26.37万,董事会
45068,603697,独立董事,-,-,董事会
50598,603697,独立董事,-,-,董事会
10508,603697,监事,-,-,监事会
17149,603697,监事会主席,-,-,监事会
44780,603697,独立董事,-,-,董事会
46832,603697,董事,20.76万,1571万,董事会
41125,603697,"董事长,董事",87.26万,1.519亿,董事会
1458,603697,副总经理,-,-,监事会
27414,603698,独立董事,3.75万,-,董事会
2693,603698,董事,-,-,董事会
42109,603698,"董事长,董事",-,-,董事会
31133,603698,董事,126.5万,-,董事会
8103,603698,副总经理,89.89万,-,监事会
5994,603698,职工监事,48.98万,-,监事会
19062,603698,董事,-,-,董事会
45718,603698,"董事会秘书,副总经理",81.5万,-,监事会
43035,603698,副总经理,91.17万,-,监事会
18496,603698,副总经理,85.89万,-,监事会
13883,603698,董事,102.3万,-,董事会
16735,603698,监事会主席,-,-,监事会
23719,603698,独立董事,3.75万,-,董事会
31698,603698,监事,-,-,监事会
15249,603698,"副总经理,财务负责人",80.88万,-,监事会
24147,603698,独立董事,3.75万,-,董事会
50625,603698,副总经理,79.92万,-,监事会
26535,603698,董事,-,-,董事会
43268,603698,副总经理,76.53万,-,监事会
24231,603699,财务总监,70.39万,5.04万,监事会
5939,603699,董事会秘书,-,-,监事会
38691,603699,副总经理,111.2万,8.74万,监事会
21142,603699,独立董事,6万,-,董事会
8551,603699,董事,95.94万,17.56万,董事会
35271,603699,独立董事,6万,-,董事会
25539,603699,职工监事,103.4万,-,监事会
3085,603699,"董事长,董事",-,25.69万,董事会
32936,603699,副总经理,101.1万,6.37万,监事会
12074,603699,董事,103万,7.96万,董事会
45072,603699,董事,170.8万,10.28万,董事会
4721,603699,监事会主席,77.81万,-,监事会
29777,603699,董事,103万,66.61万,董事会
51941,603699,独立董事,3.5万,-,董事会
25618,603699,监事,120.1万,4.96万,监事会
38559,603699,总工程师,98.05万,2.59万,高管
31432,603699,董事,3万,-,董事会
44461,603699,副总经理,137.3万,4.78万,监事会
25862,603700,董事,20万,3095万,董事会
14985,603700,"董事长,董事",61.5万,481.3万,董事会
49316,603700,"副董事长,董事",39.68万,883.7万,董事会
39985,603700,财务总监,52.67万,105.1万,监事会
24506,603700,监事会主席,37.99万,29.14万,监事会
51118,603700,独立董事,5万,-,董事会
6838,603700,董事,38.63万,1178万,董事会
47361,603700,董事,33.22万,729.4万,董事会
33083,603700,独立董事,5万,-,董事会
19811,603700,董事,22.18万,754.8万,董事会
