股票代码,主营业务
600226,"网络游戏研发、代理发行及IP与源代码合作业务,广播电视节目制作"
600226,影视策划
600226,数据处理服务
600226,农药原料药及其制品、兽药和饲料添加剂产品的生产与销售
600227,尿素和甲醇的生产、销售；药品、医疗器械和保健品的生产与销售。
600228,丙烯酰胺产品的生产及销售
600229,从事书、刊、音像制品的出版发行以及相关新兴媒体产品开发运营
600230,从事尿素及TDI产品、烧碱产品的产销业务
600232,麻、毛、丝、绢纺成套机械装备以及亚麻纺、丝、织造染整、制衣
600233,综合性快递物流服务
600231,冶金产品生产、经营、开发
600231,黑色金属矿石开采、洗选及深加工。
600234,自有房屋租赁
600236,水力、火力发电
600235,以特种纸生产、销售、研发及其相关的主要经营业务
600237,主要从事薄膜电容器及其相关材料的研发、生产与销售
600238,以酒类产品（酒类业务以保健酒为主）的生产与销售为主要业务、特色食品饮料业务（目前以椰汁饮料为主）和房地产开发为辅业
600239,房地产开发与经营、商品房销售、房屋租赁、基础设施建设投资、土地开发、项目投资与管理
600241,服装进出口贸易、房地产开发、林业资源开发、新能源电池制造
600243,各类大重型机床、数控机床、专用机械设备、食品机械、电梯配件及其他机械产品的开发、制造和销售。
600242,大数据智能营销软件和服务业务
600246,房地产开发与销售、自有商品房的租赁以及相关的咨询服务
600247,国内贸易和房产租赁
600249,生产和销售牙膏、香皂、牙具、日用洗涤用品、化妆品、卫生巾、尿巾、及其他家庭卫生用品；生产和销售药品、原料药、卫生消毒用品；生产和销售三氯蔗糖；房地产开发经营、物业管理；生产和销售宾馆酒店一次性用品；生产和销售纸浆、纸及纸制品；货物的进出口业务。
600248,化工石油工程施工、非标设备制造销售、材料销售、无损检测
600250,纺织、针织、服装、丝绸、机电设备、轻工等产品的进出口业务和煤炭批发经营
600251,主要从事番茄、棉花、甜菜糖、新疆特色干鲜果品的收购、加工和销售。
600255,铜基复合材料、稀有及贵金属材料(不含金银及制品)、粉末冶金及特种材料、铜及铜合金带材、线材、辐照交联电缆、特种电缆等产品的研发、生产与销售以及影视制作和发行、版权开发与转让、影视投资、衍生品销售及再授权业务
600252,对医药、能源、金融、基础设施、城市公用事业、酒店旅游业、物流业的投资与管理；房地产开发与经营（二级）、投资；自有资产经营与管理；国内商业贸易（国家有专项规定的以外）。
600256,以LNG、煤炭、煤化工、石油为核心产品
600256,能源物流为支撑的天然气液化、煤化工、石油天然气勘探开发三大业务板块。
600257,大湖牌淡水水产品养殖、加工、销售
600257,"御品德山""系列白酒生产销售"
600257,"天麻首乌片""等中成药生产。"
600258,从事酒店投资与运营管理及景区经营业务。
600259,主要从事钨矿采选和稀土矿开采
600259,冶炼分离、深加工以及有色金属贸易业务。
600261,照明电器的研发、生产和销售
600260,"从事通信光纤、光缆、通信硅管及移动智能通信产品的研发、生产与销售,投资布局“互联网+医疗”、“互联网+网络安全”、“互联网+房地产”等领域。"
600262,"生产、销售""特雷克斯""牌各种不同型号的非公路自卸汽车和旋挖钻机、挖掘机、铲运机、装载机、推土机等工程机械及零部件"
600262,并提供售后服务。
600265,生产科研所需原辅材料、机械设备
600265,仪器仪表、林产化工产品制造(不含管理商品)、人造板、森林资源培育、木材采运、加工、林业技术开发研究
600265,畜牧业。
600266,开发、销售房地产
600267,化学原料药和制剂的研发、生产和销售
600268,输配电线路保护、电力主设备保护及自动装置、调度自动化系统。
600269,高速公路的投资、建设、管理、收费和养护等。
600272,衬衫和羊毛衫的生产、批发和零售
600272,以及中、西成药的批发和零售
600271,金税及企业市场业务、金融电子支付及服务业务、物联网技术及应用业务
600275,淡水鱼类养殖加工、销售等及其相关业务。
600273,提供蒸汽及生产、销售邻对位、脂肪醇（酸）、氯碱、硫酸系列化工产品
600276,药品研发、生产和销售
600277,煤炭、化工产品的生产、销售和贸易；以清洁能源生产热力并对外供应；财务、金融投资。
600278,纺织品进出口业务及国际货代业务。
600280,百货零售的连锁经营
600281,贵金属回收加工、石油化工设备管道工程安装、贸易业务
600282,黑色金属冶炼及压延加工
600282,钢材、钢坯及其他金属材料销售。
600283,电力及水的生产和供应、管网工程等
600285,药品的研发、生产和销售
600284,基础设施项目投资、建筑工程施工、沥青砼及相关产品生产销售、环保业务
600287,商品流通、服装加工、化工仓储及现代金融服务业投资。
600288,光机电一体化产品、信息技术及办公自动化产品、数字电视网络编辑及播放系统、半导体元器件。
600289,计算机软、硬件技术开发、生产、销售及系统集成；通讯技术、网络信息安全技术和产品的研发、生产、销售及服务；高速公路机电系统、城市智能交通系统的咨询、设计、施工、管理运营、维护等。
600290,高压电器和风电设备制造
600291,保险业务以及各种建筑用水泥的研制、开发、生产和销售及商品熟料的生产和销售。
600292,环保、节能和水务
600293,浮法玻璃、玻璃深加工制品及新型建材产品的科研、生产与销售。
600297,乘用车经销服务以及乘用车融资租赁服务
600295,羊绒服装生产销售和单体硅铁合金生产
600299,研发、生产和销售动物营养添加剂
600300,豆奶粉、乳品和白酒的生产、销售
600301,贸易业务
600303,车桥等汽车零配件业务、商用车业务和乘用车业务
600305,调味品业务
600306,百货零售行业
600306,以经营时尚流行百货产品为主
600307,钢铁及其压延产品的生产和销售
600308,造纸和化工
600309,聚氨酯及助剂
600309,异氰酸酯(MDI)及衍生产品的开发、生产、销售
600310,电力生产销售和油品业务
600311,黄金矿石的开采、加工与销售
600312,研发、制造、销售高压、超高压、特高压等高端开关设备、控制设备及其配件;技术服务;技术咨询以及公司自产产品及相关技术的进出口业务。
600315,护肤类、洗护类、家居护理类、婴幼儿喂哺类产品的研发、生产和销售
600313,农作物种子的生产销售、化肥贸易以及农药的生产销售
600316,基础教练机、通用飞机、其他航空产品及零部件的设计、研制、生产、销售、维修及相关业务和进出口贸易。
600317,经营港口装卸、堆存、运输服务;兼营钢结构工程
600317,机件加工销售
600317,港口机械、汽车配件、钢材、建材、橡胶制品销售
600317,苫垫及劳保用品制作、销售
600317,物业管理等。
600318,类金融行业；各种建筑用水泥及钢结构建材产品的生产和销售。
600319,主营氯化聚乙烯（CPE）、离子膜烧碱、水合肼、ADC发泡剂等高科技化学产品
600319,同时从事新型化学材料的开发和研究
