股票代码,主营业务
603037,悬架系统内减震元件、踏板总成和胶轮的设计、研发、生产和销售
603036,石油钻采井口装备的研发、生产与销售
603038,装饰封边复合材料的研发、生产和销售
603039,协同管理软件的研发、销售和服务
603040,精密冷锻件的研发、生产和销售。
603041,聚氨酯泡沫稳定剂的研发、生产和销售。
603042,通信网络物理连接设备的研发、生产和销售
603043,食品制造业务及餐饮服务
603050,智能电网配电、变电、用电和高低压开关及成套设备等产品的研发、生产、销售和技术服务。
603045,电接触材料的研发、生产和销售
603056,公路快运与快递及相关增值业务服务
603058,烟标和其他包装印刷品的设计、生产和销售
603055,锦纶织造业务
603059,从事口腔清洁护理用品以及一次性卫生用品的研发、生产和销售
603060,建筑材料、建筑装饰装修材料、建设工程质量的检测；并为客户提供产品质量、环保、安全、节能认证
603060,管理体系认证服务。
603063,风电变流器、太阳能光伏逆变器、通用型和工程型变频器等电力电子设备的研发、制造、销售和服务
603066,以穿梭车为核心的自动化系统集成、各类高精度货架产品、仓储运营服务三大业务板块。
603067,生产、销售重铬酸钠、铬酸酐等化工产品
603068,无线通讯集成电路芯片的研发与销售
603069,汽车客运、汽车客运站经营以及与之相关的汽车销售、维修与检测、汽车器材与燃油料销售等业务
603076,啤酒酿造为主的过程装备及无菌灌装设备的设计研发、制造、安装。
603078,超净高纯试剂、光刻胶及光刻胶配套试剂等湿电子化学品的研发、生产和销售
603079,食品和饲料添加剂的研发、生产及销售
603077,农药及农药中间体制造、精细化工产品制造、玻璃制造及纯碱、氯化铵制造及盐矿、磷矿的开发
603080,城市管道天燃气与压缩天然气销售及燃气设施、设备安装服务
603081,文化体育装备、数字艺术科技、轨道交通装备
603083,基于合作模式（主要为JDM和ODM模式）进行家庭、企业及工业应用类ICT终端领域产品的研发、生产和销售
603085,车辆座椅的研发、生产和销售
603086,"主要从事安全、高效、低毒、环境友好型除草剂的研发、生产及销售,同时兼营杀菌剂、医药及农药中间体。"
603088,换热器装备和精密压力机的研发、生产与销售
603090,铝制板翅式换热器及相关产品的研发、设计、生产和销售
603093,商品期货经纪、金融期货经纪、期货投资咨询、资产管理、证券投资基金代销。
603096,图书策划与发行、图书分销、影视投资
603089,汽车悬架系统减震器的研发、生产与销售
603099,旅游服务业
603099,包括旅游客运、旅行社及温泉水开发、利用业务。
603100,工业自动控制系统装置及工程成套
603098,研发、生产、销售绿色、环保、节能新型建材并提供相关工程设计、生产、安装和售后等一体化服务
603101,百货零售业务
603103,院线发行、电影放映及相关衍生业务
603106,金融自助设备及解决方案
603105,光伏产品和太阳能光伏项目开发及服务
603110,从事油墨和胶粘剂生产。
603108,各类医学实验室提供体外诊断产品及专业技术支持综合服务
603113,煤焦产品、炭黑及煤焦油深加工产品和精细化工产品等煤化工、精细化工业务线产品销售
603111,轨道交通门系统的研发、制造和销售及提供轨道交通装备配套产品与技术服务
603115,铝电解电容器用电极箔的研发、生产和销售
603116,皮鞋、皮具、儿童用品的设计、开发、生产和销售
603117,口装卸业务、基础物流业务及进口代理业务
603121,从事涡轮增压器关键零部件的研发、生产及销售
603123,销售商品及租赁业务
603118,宽带通讯设备、电脑电视盒、机顶盒、计算机板卡、电源的技术开发、销售。
603126,主要从事工业节能、固废处理、建筑节能等领域的余热发电及技术改造、生物质发电等可再生资源循环利用、新型墙材等技术的研究、开发、咨询
603126,关键技术装备制造及成套
603126,工程承包及项目管理
603126,项目投资及运营管理等专业化服务业务。
603127,从事以药物非临床安全性评价服务为主的药物临床前研究服务和实验动物及附属产品的销售业务
603129,主营业务为全地形车、摩托车、游艇及休闲运动装备等后市场用品的研发、生产和销售。
603128,主营跨境现代综合第三方物流
603128,具体提供以国际货代为核心的中国与全球跨境门到门全过程一站式综合现代物流服务。
603133,高导热石墨散热材料开发、制造与销售
603131,焊接与切割设备的研发、生产及销售
603136,旅游景区的开发管理和经营
603138,"搭建IT基础设施数据平台,提供相关的数据存储与安全、数据库与数据管理、云计算等方面的解决方案和技术服务"
603139,中成药品的研究、开发、生产与销售
603156,核桃仁为主要原料的植物蛋白饮料、罐头食品的研发、生产和销售
603158,汽车热交换系统管路产品的研发、生产和销售
603157,上装、下装、裙装及配饰等服饰
603159,精密塑料模具及注塑件产品的研发、设计、生产与销售。
603160,智能人机交互技术的研究与开发
603161,涡轮增压器零部件的研发、制造和销售
603166,发动机曲轴、汽车离合器、螺旋锥齿轮等汽车零部件的研发、生产与销售
603165,各种中高档包装用再生环保纸的研发、生产和销售
603167,烟台至大连、蓬莱至旅顺客滚船运输业务
603168,生产、研发和销售化学制剂药和中成药
603169,炼油及煤化工高端压力容器装备、快速锻压机组装备、板式换热器、核电新能源等多个高端能源装备的研发、设计、制造领域及工程总包。
603177,为电力、冶金、石化等行业提供烟气治理相关产品和服务
603178,汽车动力总成领域零部件的研发、生产和销售
603179,汽车饰件整体解决方案
603180,提供整体厨柜的研发、设计、生产、销售、安装及售后
603181,特种表面活性剂的研发、生产和销售
603183,包括工程技术服务以及新型建筑材料生产销售
603185,各类精密数控机床、通用机床的研发、设计、制造、销售和服务
603186,覆铜板、绝缘材料和热塑性蜂窝板等复合材料及制品的设计、研发、生产及销售
603187,商用冷链设备的研发、生产、销售和服务
603188,纺织染料及染料中间体的研发、生产、销售及相关技术服务
603189,移动互联网多媒体软件及服务和商业智能(BI)应用软件及服务
603192,聚氨酯树脂产品的研发、生产、销售与技术服务
603196,品牌服装的创意设计、工艺技术研发及生产销售
603197,汽车零部件的研发、生产与销售
603198,白酒的研发、生产和销售
603199,酒店业务、索道缆车业务、旅游客运业务及旅行社业务
603200,水处理服务业务和风管清洗业务
603203,以锡焊技术为核心的电子装联专用设备的研发、生产和销售
603208,木门的研发、生产、销售和服务
603214,"母婴商品销售及相关服务,目标顾客主要定位于城市孕前至6岁婴幼儿家庭,满足其对母婴用品的消费需求"
603218,大型重工装备铸件的研发、生产及销售
603217,精细化学品研发、生产、销售
603220,通信网络建设服务、通信与信息化集成服务、通信网络优化与维护服务、通信网络规划与设计服务
603222,大输液及医疗器械的研发、生产和销售
603223,道路运输业、燃气生产和供应业。
603226,从事木地板(主要为强化复合地板、实木复合地板)、橱柜家具的研发、设计、生产及销售
603225,涤纶长丝的研发、生产和销售
603227,民用爆炸物品工业炸药、雷管、索类火工品研发、生产、销售、配送
603227,以及为客户提供爆破工程整体解决方案等相关服务
603228,印制电路板的研发、生产和销售
603229,特色原料药及医药中间体的研发、生产和销售
603232,以公钥基础设施PKI（PublicKeyInfrastructure）为核心的商用密码软件产品的研发、生产和销售及服务业务
603233,医药相关产品连锁零售
603236,从事物联网领域蜂窝通信模块及其解决方案的设计、研发与销售服务
603238,差异化、个性化水刺非织造材料及其制品研发、生产和销售
603239,从事汽车密封条等汽车零部件的研发、设计、生产和销售
603256,主要从事中高端电子级玻璃纤维布的研发、生产和销售。
603258,从事网络游戏的开发与运营。
603259,"小分子化学药的发现、研发及生产的全方位、一体化平台服务,以全产业链平台的形式面向全球制药企业提供各类新药的研发、生产及配套服务、医疗器械检测及境外精准医疗研发生产服务"
603260,工业硅及有机硅等硅基新材料产品的研发、生产及销售
603267,"以多层瓷介电容器(MLCC)为主的电子元器件的技术研发、产品生产和销售,包括自产业务和代理业务两大类。"
603266,各类精密模具开发和制造以及精密塑料零件的生产和销售
603268,集研发、设计、生产、销售及服务于一体的专业化、高品质日用瓷供应商
603269,工业冷却塔的研发、设计、制造及安装业务
603278,胎圈钢丝、钢帘线以及胶管钢丝的研发、生产和销售
603277,商用餐饮设备的研发、生产和销售
603279,各式压滤机整机及配套设备、配件的生产和销售。
603283,自动化生产设备的研发、设计、生产、销售及技术服务
603286,汽车洗涤系统产品、汽车精密注塑件及小线束、汽车电子传感器等汽车零部件及摩托车线束等摩托车零部件的研发、生产和销售。
603288,调味品的生产和销售
603297,光学显微镜、光学元件组件和其他光学产品的研发、生产和销售
603289,全电动塑料成形机及各类注塑机械、机械设备及配件的生产与销售
603298,叉车等工业车辆的研发、生产和销售
603299,盐矿的开采、盐及盐化工产品的生产、销售。
603300,应急设备租赁、支护设备租赁
603301,医用敷料的生产、研发与销售
603303,绿色照明产品的研发、生产、销售
603305,从事压铸成型的精密铝合金汽车零部件和工业零部件的研发、生产、销售
603306,汽车安全气囊布的研发、生产及销售
603308,专用设备高端零部件的研发、生产、销售
603309,主要从事麻醉、泌尿、呼吸、血液透析等领域医用导管的研发、生产和销售
603311,空气过滤器、空调风轮、阻沙固沙网的研发、生产和销售
603313,记忆绵床垫、枕头及其他家居制品的研发、生产及销售
603315,从事重大技术装备配套大型铸钢件的生产和销售
603316,园林景观工程施工、园林景观设计和园林养护
603317,从事川味复合调味料的研发、生产和销售
603318,燃气输配和燃气应用领域相关产品的设计、生产、销售和服务
603319,发动机(或内燃机)系统的关键及重要零部件-泵类产品的研发、制造和销售
603320,从事制冷压缩机电机的研发、生产和销售。
603321,主要从事电梯、自动扶梯、自动人行道及相关配套产品的研发设计、制造、销售、安装、改造和维保服务。
603323,企业银行业务、私人银行业务和资金业务
603326,定制家具产品的设计、研发、生产、销售及相关服务的提供
603327,消费电子产品铝制结构件材料的研发、生产及销售。
603329,供应链物流和供应链执行贸易业务
603328,高精度、高密度双层及多层印刷线路板的制造和销售
603331,各类压缩机零部件、汽车零部件的研发、制造和销售业务
603330,各类热塑性环保粘接材料的研发、生产及销售
603332,差别化涤纶长丝、PTT纤维等聚酯纤维长丝的研发、生产及销售。
603333,特种电缆的研发、生产、销售和服务
603335,汽车铝合金车轮及轮胎的研发、生产和销售
603336,果蔬产品的种植管理、采后收购、产地预冷、冷冻仓储、预选分级、加工包装、冷链配送
603337,工业缝制机械的研发、生产和销售
603339,冷链装备和特种集装箱的研发、生产和销售
603338,各类高空作业平台的研发、制造、销售和服务
603345,火锅料制品（以速冻鱼糜制品、速冻肉制品为主）和速冻面米制品等速冻食品的研发、生产和销售
603348,铝合金精密压铸件的研发、生产和销售
603351,药用辅料及合成润滑基础油产品的研发、生产和销售
603355,高端家居清洁健康电器的设计、研发、制造和销售业务
603356,电梯配重产品、钣金产品等电梯配件的研发、生产和销售
603358,乘用车冲压焊接总成件、发动机管类件及相关模具的开发、生产与销售
603357,提供勘察设计、咨询研发、试验检测、工程管理等专业工程咨询服务。
603359,苗木种植、生态景观设计、生态修复与景观工程建设、景观养护等生态景观全产业链业务
603360,异噻唑啉酮类工业杀菌剂的研发、生产和销售
603363,"包括饲料、生猪养殖、兽药动保、原料贸易等核心产业,并搭建了猪OK猪场管理信息化系统,以下游客户养殖数据为基础,推进对下游客户的融资支持等全方位服务。"
603365,床用纺织品的研发、设计、生产和销售
603367,化学制剂药物的研究开发和生产经营业务
603366,太阳能、净水机、空气能等产品的研发、生产和销售
603366,厨电业务
603368,药械的批发与零售业务
603369,白酒生产和销售
603377,机动车驾驶培训
603378,建筑保温装饰一体化产品、建筑保温材料、功能型建筑涂料及其应用系统的研发、生产、销售及服务
603379,氟碳化学品和无机氟产品等氟化工产品的研发、生产和销售
603380,提供全方位的电子制造服务
603383,提供以业务流程管理(BPM)为核心、以“互联网+”应用为重点方向的信息化解决方案。
603385,"卫浴产品的设计、研发、生产和销售,为消费者提供一站式卫浴产品综合解决方案"
603386,"主要从事印制电路板的研发、生产和销售,及印制电路板的表面贴装(SMT)"
603388,园林施工、景观设计、绿化养护、苗木种植及信息服务
603387,体外诊断产品的研发、生产和销售
603389,家具产品的研发设计、生产和销售
603393,城市燃气的输配、销售以及燃气设施设备的安装
603398,研发、生产和销售自主品牌“邦宝”、“叻之宝”系列益智玩具以及生产、销售精密非金属模具
603396,"太阳能光伏组件自动化生产线成套装备的研发、设计、生产和销售,并为客户提供相关服务"
603399,钼炉料、钼化工、钼金属等钼系列产品的生产、加工、销售业务
603416,工业自动化控制产品的研发、生产和销售
603421,低压电力线载波通信产品的研发、生产、销售及服务
603429,烟用接装纸、烟用封签纸及电化铝的研发、生产及销售
603444,网络游戏创意策划、研发制作及商业化运营
603456,化学原料药及医药中间体的研发、生产与销售。
603466,数字文化展示体验系统的策划、设计、实施和维护服务
603458,工程咨询与工程承包
603486,各类家庭服务机器人、清洁类小家电等智能家用设备及相关零部件的研发、设计、生产与销售。
603477,中高档天然皮革的研发、制造与销售。
603489,电踏车电机及配套电气系统的研发、生产、销售和技术服务
603488,主要从事电梯门系统、电梯一体化控制系统、电梯轿厢及门系统配套部件的研发、生产与销售。
603496,智能系统解决方案的研发、销售与服务
603500,轨道扣件非金属部件和电子元器件配件的研发、生产和销售。
603501,"半导体分立器件和电源管理IC等半导体产品的研发设计,以及被动件、结构器件、分立器件和IC等半导体产品的分销业务"
603499,彩盒、标签等相关包装印刷产品的研发、生产和销售
603505,萤石矿的投资和开发
603505,以及萤石产品的生产和销售
603507,风电设备和光伏设备零部件的设计、加工与销售
603508,"列车运行控制系统的研发、升级、产业化及技术支持,向客户提供适用于我国铁路复杂运营条件和高负荷运输特点的列车运行控制系统、行车安全监测系统、LKJ安全管理及信息化系统等整体解决方案。"
603515,照明光源、灯具、控制类产品的研发、生产和销售
603506,物业管理相关服务。
603516,提供显控系统设备及解决方案
603517,休闲卤制食品的研发、生产和销售
603518,高档女装的设计、生产和销售
603519,家电用复合材料的研发、生产和销售
603520,X射线造影剂、喹诺酮类抗菌药等药物的原料药及中间体的研发、生产及销售。
603527,紫铜带箔材系列产品的研发、生产和销售
603528,机动车驾驶人智能培训和考试系统、智能交通类产品、驾驶模拟训练系统等的研发、生产和销售
603530,电力系统变电站复合外绝缘、输配电线路复合外绝缘和橡胶密封件等产品的研发、生产与销售
603533,互联网数字阅读服务及增值服务业务
603535,制造业企业提供全程供应链一体化管理的第三方综合物流服务。
603536,速冻调理肉制品的研发、生产和销售
603538,特色原料药及医药中间体的研发、生产与销售
603555,贵人鸟品牌运动鞋、运动服装的研发、设计、生产和销售。
603556,智能电网配用电系统产品的研发、生产和销售
603558,生产、销售各类袜子、无缝内衣
603557,童鞋、童装和儿童服饰配饰等的设计、研发、生产和销售。
603566,"从事动物疫苗、兽用化学药品研发、生产和销售,以及相关技术转让或许可业务。"
603568,城市生活垃圾焚烧发电业务
603569,主要从事整车运输物流服务
603567,中药制剂的原材料种植、产品生产和销售
603578,各类低温储藏设备玻璃门体及家电玻璃的设计、研发、生产与销售。
603579,按摩器具的设计、研发、生产和销售
603577,输电线路铁塔的研发、设计、生产和销售
603580,轻型输送带的研发、生产及销售
603583,线性驱动系统及设备、医疗设备零部件、功能家具及部件的研发及生产销售。
603585,农药、阻燃剂及其他精细化工产品的研发、生产和销售
603587,中高端品牌女装相关的设计、推广以及销售
603586,摩擦材料及制动产品的研发、生产和销售
603589,从事白酒的生产和销售
603588,固体废物污染防治技术研究和应用。
603590,开发、制造及营销创新特药。
603596,汽车制动系统相关产品的研发、生产和销售
603595,超微细合金线材及其他金属基复合材料的应用研发、生产与销售
603598,从事传播策略与媒介代理及专项广告服务。
603599,以光气作为原料的农药原药、精细化工中间体及农药制剂的研发、生产和销售。
603601,微纤维玻璃棉及其制品的研发、生产和销售
603600,研发、生产和销售健康座椅
603602,"针对大型公共设施、通信基站、住宅和商业建筑、交通网络等多种物理建筑及通信设施,提供移动通信技术和无线互联技术的系统解决方案和组网应用服务"
603603,水环境解决方案的综合服务
603605,化妆品的研发、生产和销售
603606,海洋能源装备、智能电网领域高端产品研发、制造及工程服务。
603608,皮鞋及皮具服饰制品的生产和销售
603607,激光全息模压制品制造、销售及技术开发
603610,智能电动床及配套产品的研发、设计、生产和销售
603609,饲料业务、原料贸易、屠宰加工、相关业务
603609,其中饲料业务是主要业务。
603611,轻小型搬运车辆及电动仓储车辆的研发、生产和销售
603612,预焙阳极的研发、生产及销售业务
603613,B2B电子商务
603613,产业互联网平台
603616,预应力钢筒混凝土管（PCCP）、钢筋混凝土排水管（RCP）和商品混凝土的研发、生产与销售
603615,日用塑料制品为主的家居用品的研发、生产、销售
603617,从事潜水泵、花园泵、深井泵、喷泉泵等家用水泵产品及其配件的研发、设计、制造和销售。
603618,电力电缆与光通信
603619,钻井工程服务和钻机装备制造
603628,光伏支架的研发、设计、生产和销售；光伏电站的开发及建设；光伏电力电子产品的研发、生产和销售。
603626,精密金属结构件的研发、设计、生产和销售
603629,应用于液晶电视等液晶显示领域的精密金属结构件、电子元器件的设计、生产、销售
603630,日用化学产品的研发、生产与销售业务
603633,连接器、屏蔽罩为主的精密电子元件的研发、生产和销售
603636,电子政务的软件开发、系统集成及技术服务
603636,并以解决方案的方式向政务部门提供上述全部或部分业务。
603637,石油、化工行业提供规划咨询、工程设计、工程总承包及工程管理、造价咨询等服务
603638,液压技术的研究及液压产品的开发、生产和销售
603639,农药制剂、农药原药及相关中间体的生产与销售
603648,为国际跨国企业提供精益供应链管理服务。
603655,汽车用橡胶零部件的研发、生产和销售
603650,精细化工材料的研发、生产、销售和相关贸易业务。
603656,研发、生产和销售智能检测分选装备与工业机器人
603657,从事清洁电器软管及配件产品的研发、生产和销售
603658,体外诊断试剂及其配套仪器的研发、生产和销售
603659,锂离子电池负极材料、自动化涂布机、涂覆隔膜、铝塑包装膜、纳米氧化铝等关键材料及工艺设备研发、生产和销售。
603660,网络视讯系统技术的研发、产品的生产和销售
603661,集办公椅、沙发、按摩椅及配件的研发、生产与销售为一体
603661,办公环境解决方案、定制家居。
603663,电熔氧化锆、铸造改性材料等工业新材料的研发、生产和销售
603662,研制、生产和销售应变式传感器（其中主要为应变式称重传感器）、仪表等元器件
603662,提供系统集成及干粉砂浆第三方系统服务。
603665,为客户提供全方位的手部劳动防护解决方案
603666,为电力系统提供以巡检机器人及数据采集处理为核心的智能化产品和服务。
603667,轴承套圈及成品轴承的研发、生产和销售
603668,专业从事特种水产配合饲料研发、生产、销售
603669,化药处方药的研发、生产和销售
603676,"化学药品制剂及其原料药的研发、生产、销售,同时生产和销售护肝类用药、抗生素类产品。"
603677,洗衣机离合器等家电零部件、电动工具零部件的研发、设计、生产与销售
603678,电容器及相关产品的研发、生产、销售、检测及服务业务
603679,城市照明领域的方案规划设计、产品研发制造、工程项目安装和运行管理维护服务
603680,轨道交通车辆配套产品研发、生产、销售及服务
603681,各类胶带产品的研发、生产和销售。
603683,从事各类胶粘材料的研发、生产及销售
603685,从事照明产品结构组件的研发、生产和销售
603687,研发、生产、印刷、销售瓦楞纸箱、纸板
603688,石英制品的生产、研发及销售
603689,天然气长输管线的建设与运营、CNG/LNG及城市燃气等业务。
603690,提供高纯工艺系统的整体解决方案
603693,新能源发电项目的投资开发、建设运营及电力销售
603696,调味品的研发、生产和销售。
603697,泡卤风味休闲食品的研发、生产和销售
603698,以航天粉煤加压气化技术为核心
603698,专业从事煤气化技术及关键设备的研发、工程设计、技术服务、设备成套供应及工程总承包。
603699,工业阀门的设计、制造和销售
603700,主要从事机械水表和智能水表的研发、生产、销售。
603701,车用交流发电机的研发、生产、销售和相关技术服务。
603703,多种射频电缆及相关配套产品的研发、生产和销售
603706,天然气销售业务、天然气设施设备安装业务以及天然气供热业务
603707,药品原料、制剂的研发、生产和销售
603708,连锁超市经营
603711,奶茶产品的研发、生产和销售
603709,从事沙发的研发、设计、生产和销售
603709,产品销售以贴牌为主
603712,军民用无线通信终端及系统产品研发、生产和销售
603713,提供化工供应链服务
603716,集约化销售、单纯销售以及自主体外诊断产品的研发、生产和销售。
603717,为园林生态工程的设计、施工养护及苗木种植等
603718,动物疫苗的研发、生产和销售
603721,电视、互联网和移动互联网等视频内容的制作、发行和营销
603721,电视剧版权运营
603725,高分子复合饰面材料设计、研发、生产及销售
603722,聚醚胺、光学级聚合物材料用树脂等化工新材料产品的研发、生产和销售。
603726,空调风叶、风机产品的研发、生产和销售
603728,控制电机及其驱动系统、LED智能照明控制与驱动产品、设备状态管理产品和系统、电源电控产品的研发、制造与销售;继电器代理贸易。
603727,提供专用模块集成设计与建造服务
603730,汽车零部件的研发、生产和销售
603729,电视广告媒介代理和广告全案服务业务
603733,特种纸研发、生产和销售。
603737,建筑涂料(墙面涂料)、木器涂料以及胶粘剂的研发、生产和销售
603739,酶制剂、微生态以及动物保健品的研发、生产和销售。
603738,石英晶体谐振器的研发、生产、销售。
603755,复合调味料的研发、生产与销售
603757,各类泵的研发、生产和销售
603766,摩托车及发动机、通用动力机械产品的研发、生产及销售
603758,汽车发动机核心零部件——气缸体、气缸盖、曲轴等产品的研发、生产与销售
603767,汽车变速器及车辆齿轮的研发、生产和销售。
603768,汽车冲压及焊接零部件的开发、生产与销售
603773,光电子板块及光器件板块
603776,公共自行车系统的研发、销售、建设、运营
603777,自主品牌的休闲食品连锁经营
603778,从事园林工程施工、园林景观设计、苗木种植和园林绿化养护等业务
603779,酿酒葡萄种植、葡萄酒生产及销售
603786,专注于汽车照明控制系统、电机控制系统、能源管理系统和车载电器与电子等汽车电子产品的研发、生产和销售
603788,从事汽车变速操纵控制系统和加速控制系统产品的研发、生产和销售
603787,电动自行车的研发、生产与销售
603789,联合收割机的研发、生产与销售
603790,从事中高端染料和纺织助剂的研发、生产、销售及相关染整应用技术服务。
603798,车用润滑油、工业润滑油、汽车化学品及汽车养护品的研发、生产与销售
603797,城镇污水处理设施的投资、建设和运营管理
603799,主要从事钴新材料产品的深加工及钴、铜有色金属采、选、冶的业务
603800,石油、天然气及页岩气钻采设备的研发、生产和销售
603801,整体厨柜、定制衣柜等定制家具产品的设计、研发、生产、销售和安装服务
603803,通信网络接入产品的研发、制造和销售
603806,光伏封装材料EVA胶膜和背板的研发、生产和销售。
603808,品牌女装的设计研发、生产和销售
603809,汽车变速器用同步器组件的研发、生产和销售
603811,化学药品原料药及制剂的研发、生产和销售
603810,农药原药、制剂及农药中间体的研发、生产和销售
603815,从事公路、市政基础设施建设相关的工程施工、勘察设计、试验检测等业务。
603813,为汽车整机厂及其供应商提供零部件干线运输、配送、仓储、品质检验、流通加工以及包装等全方位、一体化的综合物流服务
603816,客厅及卧室中高档软体家具产品的研发、设计、生产与销售
603817,"从事污水处理业务,主营污水处理设施的投资、运营管理及维护。"
603818,中高档民用家具的设计、生产和销售。
603819,电机(包括电动机和发电机)定子、转子冲片和铁芯的研发、生产和销售
603823,有机颜料及相关中间体的研发、生产、销售和服务
603822,环保型增塑剂的研发、生产与销售
603825,向客户提供互联网广告整体解决方案
603826,珠光材料的研发、生产和销售
603829,断路器关键部件、附件、零部件及其他输配电开关设备配套产品的研发、生产和销售
603828,建筑幕墙(外装)与建筑装饰(内装)工程的设计与施工
603838,提供新型家居生活陶瓷的研发、设计、生产和销售的一体化服务
603839,中高档品牌时装的自主研发、生产、销售及品牌管理
603843,路桥工程的施工、养护、勘测设计、试验检测
603843,以及钢制波纹涵管等工程设施产品的生产与销售
603848,晾衣架等家居产品的研发、生产及销售
603856,各类塑料管道的研发、生产及销售
603858,中成药的研发、生产和销售
603859,以智能配电技术、传动电控技术和数据通信技术为基础
603859,通过系统集成完成工业节能整体解决方案的研发、设计、制造、销售、服务。
603855,防爆电器、专业照明设备等的研发、生产和销售
603860,路况快速检测设备研发生产与销售、公路养护信息系统开发与销售、公路养护决策咨询服务
603863,环保再生纸的研发、生产及销售
603861,高、低压成套开关设备和控制设备的研发、制造、销售及服务
603866,以面包为核心的优质烘焙类产品的生产及销售。
603867,脂肪胺、有机溶剂、香料香精、双氧水及其他精细化工产品的生产经营、销售
603868,个人护理电器产品的研发、生产和销售
603871,跨境多式联运、大宗矿产品物流、智能仓储等跨境多式联运综合物流服务及供应链贸易服务。
603876,铝板带箔的研发、生产与销售业务。
603877,中等价位的优质时尚服饰
603879,合成树脂的研发、生产和销售
603878,工业用不锈钢管及管件的研发、生产与销售
603881,数据中心服务器托管服务及网络带宽服务
603880,从事透皮产品、医用胶布胶带及绷带、运动保护产品、急救包、护理产品等产品的研发、生产和销售
603883,药品及健康相关商品的销售
603882,提供医学检验及病理诊断外包服务。
603886,从事烘焙食品的研发、生产与销售
603885,航空客货运输业务
603887,桩基、基坑围护及岩土领域相关设计等地基与基础工程服务
603889,毛精纺纱线的研发、生产和销售
603890,消费电子产品结构件模组及相关精密模具的研发、设计、生产和销售。
603895,主要从事智能型自动化生产线和智能型自动化装备的研发、设计、生产、装配、销售和售后培训及服务等。
603896,灵芝、铁皮石斛等名贵中药材的品种选育、栽培、加工和销售
603897,特种电磁线、绕组线的生产、加工、销售。
603898,整体衣柜及其配套家具的设计、研发、生产和销售
603899,主要从事晨光品牌书写工具、学生文具、办公文具及其他产品等的设计、研发、制造和销售。
603900,钻石和翡翠等珠宝首饰产品的零售业务
603901,包装设备及配套包装材料的研发设计、生产制造、安装调试与技术服务
603901,以技术为依托为客户提供包装设备解决方案。
603903,污水处理运营、污水及污泥处理EPC、技术产品销售及其它综合服务。
603906,车用环保精细化学品的研发、生产和销售
603908,露营帐篷、户外服饰及其他户外用品的设计、生产和销售
603909,从事工程监理、试验检测、维修加固、设计咨询、项目管理及其他技术服务的综合型工程管理咨询
603912,数据机房等精密环境控制技术的研发
603915,减速机的研发、生产和销售。
603916,混凝土外加剂的研发、生产和销售。
603918,向客户提供各类多媒体信息系统行业应用解决方案及服务
603917,从事汽车用铸造模具、热冲压模具和铝合金部品的研发、设计、制造和销售
603920,各类印制电路板(PCB)的研发、生产与销售
603919,白酒生产及销售
603926,汽车离合器的研发、生产和销售
603922,汽车车身和底盘冲压零部件及其相关模具的开发、生产与销售
603928,以铸造用粘结剂为主的铸造造型材料的研发、生产、销售和相关技术服务
603927,提供行业应用软件产品销售、行业应用软件开发及服务、系统集成及其服务
603929,为IC半导体、光电等高科技电子产业及生物医药、精细化工、航空航天、食品制造等相关领域的建厂工程提供洁净室工程服务
603933,从事以针织横机电脑控制系统的研发、生产和销售为主的制造业务及以IC产品分销为主的分销业务
603936,高精密印制电路板的研发、生产和销售
603937,功能型铝材的研发、生产和销售
603938,三氯氢硅及氢氧化钾等精细化工产品的研发、生产和销售
603955,园林景观工程的施工、设计以及园林苗木的生产与销售、园林养护以及生态景观的技术研发
603956,二次供水设备的研发、生产、销售与服务、二次供水智慧管理平台系统的研发、搭建和运维、为二次供水设备的集中化管理提供支持。
603958,中高端皮鞋的品牌运营﹑产品设计、生产和销售
603960,"柔性自动化装备与工业机器人系统应用业务,汽车发动机配套零部件业务"
603959,工程咨询、设计和工程总承包业务
603963,中西药注射剂的生产与销售。
603966,中高端桥、门式起重机、电动葫芦、工程机械部件的研发、制造及销售
603967,"综合性现代物流业务,为进出口贸易参与主体提供基于国内沿海港口集装箱及干散货等多种货物贸易的一站式跨境综合物流服务。"
603968,醋酸衍生物、吡啶衍生物为主体的高端专用精细化学品的研发、生产和销售。
603969,预应力混凝土用钢材的研发、生产与销售
603970,农药流通服务、植保技术服务和植保机械供应业务
603976,从事药用玻璃管制瓶等药用包装材料的研发、生产和销售
603977,民用爆破器材的研发、生产、销售及爆破服务
603979,矿山工程建设和采矿运营管理业务
603978,从事铝晶粒细化剂的研发、生产和销售。
603982,从事汽车关键零部件的研发、生产、销售
603980,主要从事染料、染料中间体及其他化工产品的研发、生产和销售。
603983,从事各类化妆品的研发、设计、生产、销售及服务
603985,从事辗制环形锻件、锻制法兰及其他自由锻件的研发、生产和销售
603986,从事存储器及相关芯片的集成电路设计
603986,致力于各种高速和低功耗存储器的研究、开发及产业化。
603987,医用穿刺器械的研发、生产和销售
603988,大中型交、直流电机的研发设计、生产和销售
603989,铝电解电容器、电极箔的生产与销售及电容器生产设备的制造
603991,电线电缆、光缆用绿色环保型聚烯烃高分子材料的研发、生产和销售。
603990,提供临床医疗管理信息系统(CIS)系列应用软件和临床信息化整体解决方案
603992,花洒、淋浴系统、龙头、软管、升降杆及零配件等卫浴配件产品的研发、生产和销售。
603993,从事钼、钨、铜及黄金等稀贵和基本金属的采选、冶炼、深加工、贸易、科研等
603996,智能电视、平板电脑、笔记本电脑的研发、生产和销售。
