股票代码,经营范围
000333,许可证管理商品的按国家规定办理)；信息技术服务；为企业提供投资顾问及管理服务；计算机软件
000333,硬件开发；家电产品的安装
000333,维修及售后服务；工业产品设计；酒店管理；广告代理；物业管理；企业所需的工程和技术研究
000333,开发及其销售和推广。(经营范围涉及行政许可的项目需凭有效许可证或批准证明经营）。
000400,生产经营电网调度自动化
000400,配电网自动化
000400,变电站自动化
000400,电站自动化
000400,铁路供电自动化
000400,电网安全稳定控制
000400,电力管理信息系统
000400,电力市场技术支持系统；继电保护及自动控制装置，继电器，电能计量设备，智能仪表，开关及开关柜，环网柜，电缆分支箱，电源设备，智能充换电设备及服务，新能源并网及发电设备，储能系统，直流输电换流阀及大功率电力电子设备，直流场设备，电力通信设备，变压器，电抗器，消弧线圈，互感器，箱式变电站及其他机电产品（不含汽车）；从事信息系统集成及服务，工程施工
000400,安装
000400,检修
000400,试验及工程承包；电力技术服务；承办本企业自产的机电产品
000400,成套设备及相关技术的出口业务，经营本企业生产
000400,科研所需要原辅材料
000400,机械设备
000400,仪器仪表
000400,零配件及相关技术的进口业务，低压电器生产经营；电子机械加工；房屋租赁（凭证经营）；各种高空作业车
000400,特种作业车及相关零部件的设计
000400,制造
000400,销售
000400,租赁及相关服务；电力工程咨询；工程勘察；电力工程设计及工程承包。
000338,柴油机及配套产品，汽车，汽车车桥及零部件，汽车变速器及零部件以及其他汽车零部件，液压泵
000338,液压马达
000338,液压阀门
000338,齿轮和齿轮传动装置
000338,液压元件附属铸件和铸造品
000338,内燃机
000338,新能源动力总成系统及配套产品的设计
000338,开发
000338,生产
000338,销售
000338,维修
000338,进出口；技术咨询和技术服务；自有房租租赁
000338,钢材销售
000338,企业管理服务；叉车生产
000338,仓库技术及供应链解决方案服务。
000401,硅酸盐水泥
000401,熟料及相关建材产品的制造
000401,销售；塑料编织袋加工
000401,销售；水泥设备制造
000401,销售
000401,安装及维修；煤炭批发；相关技术咨询
000401,服务
000401,普通货运，货物专用运输（罐式）；经营本企业自产产品及技术的出口业务；经营本企业生产
000401,科研所需的原辅材料
000401,仪器仪表
000401,机械设备
000401,零配件及技术的进口业务（国家限定公司经营和禁止进出口的商品除外）；经营进料加工和“三来一补”业务；在规定的采区内从事水泥用灰岩的开采；石灰石销售。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
000402,房地产开发，销售商品房；物业管理；新技术及产品项目投资；技术开发；技术服务；技术咨询；停车服务；出租办公用房
000402,商业用房；健身服务；劳务服务；打字；复印；会议服务；技术培训；承办展览展示；饭店管理；餐饮管理；企业形象策划；组织文化交流活动；销售百货
000402,工艺美术品
000402,建筑材料
000402,机械电气设备安装；货物进出口
000402,技术进出口
000402,代理进出口；以下项目仅限分公司经营：住宿
000402,游泳池
000402,网球尝中西餐
000402,冷
000402,热饮
000402,糕点
000402,美容美发
000402,洗寓零售烟卷
000402,图书期刊。
000403,生物化工；制药工业设备；医用卫生材料；医药项目
000403,生物技术开发项目的投资
000403,咨询及技术推广；房地产开发；电子产品信息咨询。
000404,无氟压缩机
000404,"电冰箱及其配件的生产和销售,制冷设备的来料加工"
000404,来样加工
000404,来件装配
000404,"补偿贸易,五金配件的加工及销售,对外贸易经营(实行国营贸易管理货物的进出口业务除外),资产租赁,家用电器的销售,企业管理咨询与服务,信息技术咨询与服务,财务咨询与服务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
000407,"燃气经营(天然气CNG汽车加气,有效期限以许可证为准)。股权投资管理;技术咨询"
000407,开发
000407,转让;塑胶产品的研制
000407,生产
000407,销售
000407,安装;自营进出口业务及化工产品(不含危险化学品)的销售;房地产开发
000407,"土石方工程施工。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。"
000408,投资与投资管理
000408,资产管理；投资咨询；钾肥
000408,化肥
000408,工业盐
000408,农药（不含属于危险化学品的农药）销售；氯化镁经销；矿产品
000408,百货
000408,针纺织品
000408,五金交电
000408,机械设备
000408,化工产品（不含化学危险品）
000408,铁矿石
000408,首饰
000408,玉石
000408,日用杂货
000408,装饰材料
000408,工艺品
000408,花草
000408,文化用品
000408,建筑材料
000408,有色金属
000408,矿石
000408,建材
000408,钢材
000408,水泥
000408,煤炭销售（国家有专项规定的除外）；销售陶瓷产品
000408,陶瓷原辅材料；酒店和物业管理；仓储（不含危险化学品）；通讯设备（不含卫星地面接收设备）
000408,电子产品
000408,家用电器
000408,计算机系统工程建设
000408,软件开发
000408,硬件销售
000408,维护，计算机耗材销售，技术培训（有专项规定的除外）
000408,房屋租赁；货物进出口
000408,技术的进出口。出口自产的化工产品（不含危险化学品），进口本企业生产
000408,科研所需要的原材料
000408,机电设备
000408,仪器仪表及零配件；道路普通货物运输。（以上经营范围依法须经批准的项目，经相关部门批准后方可开展经营活动）
000409,矿石的开采（分支机构经营）
000409,"加工及矿产品销售；矿业开发及管理咨询；对外投资及资产管理。（依法须经批准的项目,经相关部门批准后方可开展经营活动）。"
000410,机械设备制造，机床制造，机械加工，进出口贸易（持证经营）；国内一般商业贸易（国家专营
000410,专卖
000410,专控除外）批发
000410,零售；代购
000410,代销
000410,代储
000410,代运；经济信息咨询服务；承包境外机械行业工程及境内国际招标工程；上述境外工程所需的设备
000410,材料出口；对外派遣实施上述境外工程所需要的劳务人员；普通货运；设备租赁；珠宝首饰及黄金饰品加工
000410,销售；黄金销售（依法须经批准的项目，经相关部门批准后方可开展经营活动）
000411,实业投资，投资管理，市场营销策划，医药信息咨询，医疗器械信息咨询，企业管理咨询，商务信息咨询，健康管理咨询，计算机软硬件开发及信息技术服务，会展服务，医药研发，经营进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
000416,股权投资
000416,资产管理
000416,资本经营及相关咨询与服务。
000415,市政基础设施租赁；电力设施和设备租赁；交通运输基础设施和设备租赁以及新能源
000415,清洁能源设施和设备租赁；水务及水利建设投资；能源
000415,教育
000415,矿业
000415,药业投资；机电产品
000415,化工产品
000415,金属材料
000415,五金交电
000415,建筑材料
000415,文体用品
000415,针纺织品
000415,农副产品的批发
000415,"零售,租赁业务的咨询服务，股权投资"
000415,投资咨询与服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
000417,预包装食品
000417,酒
000417,"乳制品(含婴幼儿配方奶粉)销售,烟"
000417,"西药制剂及中成药零售,汽车运输(以上限分支机构经营),土产品"
000417,纺织品
000417,服装
000417,工艺美术品
000417,轻工业品
000417,百货
000417,五金交电
000417,化工产品(不含化学危险品)
000417,针织品
000417,家具
000417,食用农产品
000417,汽车
000417,摩托车及配件
000417,劳保用品
000417,"通信设备销售及为网上销售提供服务,自制饮品销售,糕点类食品制售,保健食品"
000417,6822医用光学器具
000417,仪器及内窥镜设备
000417,音像制品
000417,书刊
000417,"电子出版物及设备的零售,接受委托代办手机入网及电话费收缴"
000417,"销售服务,进出口业务(国家限制禁止的除外),黄金饰品零售及修旧改制,服装"
