股票代码,公司名称,英文名称,曾用名,所属申万行业,主营业务,公司网址,注册资金,员工人数,电话,传真,邮政编码,办公地址,公司简介,所属地域,简写名称
603882,广州金域医学检验集团股份有限公司,"Guangzhou Kingmed Diagnostics Group Co.,Ltd.",-,医药生物 — 医疗服务Ⅱ,提供医学检验及病理诊断外包服务。,www.kingmed.com.cn,4.58亿元,9171,86-020-29196326,86-020-28078333,510000,广东省广州市海珠区国际生物岛螺旋三路10号,广州金域医学检验集团股份有限公司系一家专业从事第三方医学检验及病理诊断业务的独立医学实验室，主营业务为向各类医疗机构（包括医院、妇幼保健院、卫生院等）提供医学检验及病理诊断外包服务。公司所提供的主要服务如下：医学检验及病理诊断类、非医学检验检测类、试剂销售、试剂生产、检验信息服务、医疗冷链物流。公司获颁“2018年度责任品牌奖”、“2018年度社会责任·健康公益扶贫贡献奖”等奖项。,广东省,金域医学
603883,老百姓大药房连锁股份有限公司,Lbx Pharmacy Chain Joint Stock Company,-,医药生物 — 医药商业Ⅱ,药品及健康相关商品的销售,www.lbxdrugs.com,2.87亿元,19817,86-0731-84035189,86-0731-84035196,410100,湖南省长沙市长沙县经济技术开发区(星沙)开元西路一号,"老百姓大药房连锁股份有限公司是一家由单体民营药店发展起来的中外合资大型药品零售连锁企业。
　　2019年7月，老百姓大药房获得《2018~2019年度中国连锁药店8维·品牌冠军》、《2018~2019年度中国连锁药店综合实力百强企业》、《2018~2019年度中国连锁药店直营力百强企业》等荣誉；2019年8月，根据中康资讯·中国药品零售发展研究中心评选，老百姓大药房获得“中国药品零售企业综合竞争力”第一名及“中国药品零售企业综合竞争力7力冠军”中“品牌力冠军”等荣誉。",湖南省,老百姓
603885,上海吉祥航空股份有限公司,"Juneyao Airlines Co.,Ltd",-,交通运输 — 航空运输Ⅱ,航空客货运输业务,www.juneyaoair.com,19.66亿元,7499,86-021-22388581,86-021-22388000,200336,上海市闵行区虹翔三路80号,"上海吉祥航空股份有限公司是均瑶集团的全资控股航空公司,吉祥航空以上海为主运营基地和维修基地,以上海虹桥国际机场和浦东国际机场为飞行基地,经营范围包括国内航空客货邮运输、商务旅游包机业务,内地至中国香港、中国澳门特别行政区和周边国家的航空客货运输业务。2018年公司获Skytrax（国际航空运输评级组织）大陆地区最佳航司TOP5、亚太区中国大陆中型航空公司准点率TOP1。",上海市,吉祥航空
603886,上海元祖梦果子股份有限公司,"Ganso Co.,Ltd.",-,食品饮料 — 食品加工,从事烘焙食品的研发、生产与销售,www.ganso.com.cn,2.4亿元,4635,86-021-59755678,86-021-59755155,201703,上海市青浦区赵巷镇嘉松中路6088号,"上海元祖梦果子股份有限公司主要从事烘焙食品的研发、生产与销售，是一家专业生产蛋糕、月饼、中西式糕点等烘焙产品的全国连锁经营企业，目前公司主要产品有蛋糕、月饼、水果及其他中西式糕点四大系列，共计100多个品种。
　　本公司通过原料把控、精细管理、冷链物流、直营为主、产品追溯等一系列措施，保证产品的食品安全；通过网点布局，逐步形成遍布全国102个地级城市的门店网络。经过在大陆二十年的耕耘，公司逐渐形成了较高产品知名度和品牌美誉度，已经成为国内烘焙市场领导品牌之一。
　　公司自成立以来，对烘焙食品行业的生产工艺、包装材料、营销手段、产品创新等进行全方位的革新，率先实现将传统食品与现代工艺、传统民俗文...",上海市,元祖股份
603887,上海城地建设股份有限公司,Shanghai Chengdi Construction Corporation Ltd,-,建筑装饰 — 房屋建设,桩基、基坑围护及岩土领域相关设计等地基与基础工程服务,www.shcd.cc,2.68亿元,271,86-021-52806755,86-021-52373433,200062,上海市普陀区同普路299弄浙铁绿城长风企业中心3号3层,上海城地建设股份有限公司主营业务为桩基、基坑围护及岩土领域相关设计等地基与基础工程服务，具体包括静力压桩、钻孔灌注桩、水泥土搅拌桩、地下结构预制拼装构件应用等基础工程的施工服务，以及基坑围护挡土止水结构、地基加固改良、土石方工程施工等，业务领域涉及房地产、市政工程、公用设施、工业厂房等。公司申请了近150项专利，已获得授权70项。报告期内，公司共申请专利25项，其中发明专利13项，实用新型专利11项，外观设计专利1项，实用新型专利授权9项。,上海市,城地股份
603888,新华网股份有限公司,"Xinhuanet Co.,Ltd",-,传媒 — 互联网传媒,网络广告、信息服务、网站建设及技术服务和移动互联网,www.xinhuanet.com,5.19亿元,1916,86-010-88050888,86-010-88050888,100031,北京市西城区宣武门西大街129号金隅大厦,"新华网股份有限公司主要从事的业务为网络广告、信息服务、网站建设及技术服务和移动互联网业务等。公司主要产品和服务有网络广告展示与发布、多媒体信息服务、大数据智能分析服务、举办论坛、会议活动、中央政府网站及地方政府、企事业单位网站建设、信息发布、运行维护、移动媒体业务、移动增值业务、移动信息化业务、在线教育业务。在2018年中国新闻奖评选中,新华网参评的《新闻名专栏国家相册》获一等奖,“新时代新征程新篇章”十九大大型融媒体专题等三项作品获三等奖,获奖总数继续保持中央重点新闻网站前茅。同时,公司荣获中国上市公司协会颁发的2017年度最受投资者尊重的上市公司百强奖。在中国互联网协会、工业和信息化部信息...",北京市,新华网
603889,浙江新澳纺织股份有限公司,Zhejiang Xinao Textiles Inc.,-,纺织服装 — 纺织制造,毛精纺纱线的研发、生产和销售,www.xinaotex.com,5.12亿元,2572,86-0573-88226060;86-0573-88455801,86-0573-88455838,314511,浙江省嘉兴市桐乡市崇福镇观庄桥,浙江新澳纺织股份有限公司是的主营业务是毛精纺纱线的研发、生产和销售，主要产品或服务为毛精纺纱线、羊毛毛条、改性处理及染整加工。公司被国家工业和信息化部和中国工业经济联合会认定为2019-2021制造业单项冠军示范企业，获制造业“精梳羊毛纱单项冠军”。公司拥有澳大利亚美丽诺羊毛标志证书，获得OEKO-TEX STANDARD 100（生态纺织品国际认证）、EU ECO-LABEL（欧盟生态标签）认证。,浙江省,新澳股份
603890,苏州春秋电子科技股份有限公司,"Suzhou Chunqiu Electronic Technology Co.,Ltd",-,电子 — 电子制造,消费电子产品结构件模组及相关精密模具的研发、设计、生产和销售。,www.szchunqiu.com,2.74亿元,3008,86-0512-82603998-8168,86-0512-57293992,215321,江苏省苏州市昆山市张浦镇益德路988号,苏州春秋电子科技股份有限公司的主营业务为消费电子产品结构件模组及相关精密模具的研发、设计、生产和销售；公司的主要产品为笔记本电脑及其他电子消费品的结构件模组及相关精密模具；2016年公司获得联想集团颁布的联想全球供应商最高奖项——“Diamond Award”钻石奖、“最佳品质奖”，2017年度获得三星电子“优秀合作伙伴奖”、“LG PC Case品质改善突出奖”等奖项，2018年度获得三星电子“优秀供应商认证”、联想集团“智胜质量奖”、“智慧先锋奖”等奖项。,江苏省,春秋电子
603895,上海天永智能装备股份有限公司,"Shanghai Tianyong Engineering Co.,Ltd.",-,机械设备 — 专用设备,主要从事智能型自动化生产线和智能型自动化装备的研发、设计、生产、装配、销售和售后培训及服务等。,www.ty-industries.com,1.08亿元,850,86-021-50675528,86-021-50675578,201806,上海市嘉定区外冈镇汇贤路500号,上海天永智能装备股份有限公司主要从事智能型自动化生产线和智能型自动化装备的研发、设计、生产、装配、销售和售后培训及服务等。主要产品有动力总成自动化装配线、白车身焊装自动化生产线、发动机在线冷试设备、发动机在线热试设备、发动机开发测试试验台架。公司先后通过了ISO9001:2008质量管理体系认证和ISO14001:2004环境管理体系认证。,上海市,天永智能
603896,浙江寿仙谷医药股份有限公司,"Zhejiang Shouxiangu Pharmaceutical Co.,Ltd.",-,医药生物 — 中药Ⅱ,灵芝、铁皮石斛等名贵中药材的品种选育、栽培、加工和销售,www.sxg1909.com,1.44亿元,946,86-0579-87622285,86-0579-87621769,321200,浙江省金华市武义县黄龙三路12号,"浙江寿仙谷医药股份有限公司系一家专业从事灵芝、铁皮石斛等名贵中药材的品种选育、栽培、加工和销售的高新技术企业。
　　公司已在白姆乡和俞源乡建立了1,300多亩的中药材种植基地，种植和加工的铁皮石斛、灵芝、灵芝孢子粉通过了中国和欧盟有机产品认证，公司白姆乡基地种植的铁皮石斛已通过国家药监局中药材GAP认证。公司在行业内具有较高的知名度和品牌影响力，先后被中国食用菌协会评为“全国食用菌行业十大龙头企业”；被中国品牌协会、中国企业竞争力促进会等单位联合评为“中国有机国药最具竞争力第一品牌”。“寿仙谷”商标被中华人民共和国商务部认定为“中华老字号”，被国家工商行政管理总局认定为“中国驰名商标”，被浙江...",浙江省,寿仙谷
603897,浙江长城电工科技股份有限公司,"Zhejiang Grandwall Electric Science&Technology Co.,Ltd.",-,电气设备 — 高低压设备,特种电磁线、绕组线的生产、加工、销售。,www.grandwall.com.cn,1.78亿元,725,86-0572-3957811,86-0572-3952188,313013,浙江省湖州市南浔区练市镇长城大道东1号,"浙江长城电工科技股份有限公司主营业务为电磁线的研发、生产和销售，产品热级涵盖130级-240级，圆线线径范围0.06mm-4.5mm以及扁线截面积20mm2以下，产品应用可覆盖工业电机、家用电器、汽车电机、电动工具、仪器仪表等领域。
　　公司自成立以来专注于电磁线业务领域，是目前国内同类产品的主要制造商之一，产品销量居于国内同行业前列，2014年被评为浙江省工业大奖银奖，并位列2016年中国电子元件百强企业第19名，“无溶剂自粘性特种漆包线”被评为国家重点新产品、“高效节能电机用自润滑特种漆包线”、“高耐温等级汽车电机用特种电磁线”、“200级零针孔、环保型聚氨酯特种电磁线”、“新能源汽车驱动...",浙江省,长城科技
603898,广州好莱客创意家居股份有限公司,"Guangzhou Holike Creative Home Co.,Ltd.",-,轻工制造 — 家用轻工,整体衣柜及其配套家具的设计、研发、生产和销售,www.holike.com,3.1亿元,3893,86-020-89311886;86-020-89311882,86-020-89311899,510665,广东省广州市天河区科韵路20号三层,"广州好莱客创意家居股份有限公司专业专注于整体衣柜领域发展和创新,不断开创整体衣柜发展新潮流.定位于做中国""整体衣柜领跑者"",好莱客始终立足现代家居市场需求、结合世界最新时尚潮流,树立简约、高雅而富有内涵的家居风格,不断融入并领航于家居大潮流.经过多年的市场发展,好莱客的销售网络已遍布全国400多个大中城市,共建立了约600家品牌专卖店,营销及服务网络规模在同行属领先地位。",广东省,好莱客
603899,上海晨光文具股份有限公司,Shanghai M&G Stationery Inc.,-,轻工制造 — 家用轻工,主要从事晨光品牌书写工具、学生文具、办公文具及其他产品等的设计、研发、制造和销售。,www.mg-pen.com,9.2亿元,3674,86-021-57475621,86-021-57475621,201612,上海市松江区研展路455号C栋,上海晨光文具股份有限公司的主营业务为主要从事晨光品牌书写工具、学生文具、办公文具及其他产品等的设计、研发、制造和销售；公司的主要产品为书写工具、学生文具、办公文具；公司“悦写缓冲”中性笔荣获2019年德国iF设计奖。,上海市,晨光文具
603900,莱绅通灵珠宝股份有限公司,Leysen Jewellery Inc.,通灵珠宝,商业贸易 — 专业零售,钻石和翡翠等珠宝首饰产品的零售业务,www.leysen1855.com,3.4亿元,2398,86-025-52486808,86-025-52486778,210012,江苏省南京市雨花台区花神大道19号,"莱绅通灵珠宝股份有限公司主要从事钻石和翡翠等珠宝首饰产品的零售业务，致力于产品设计、品牌推广及渠道建设。公司主要产品为钻石饰品和翡翠饰品。公司拥有的蓝色火焰钻石切工专利,同时获得了比利时政府、中国政府、HRD(比利时高级钻石会议)和NGTC(国家珠宝玉石质量监督检验中心)颁奖认证。",江苏省,莱绅通灵
603901,杭州永创智能设备股份有限公司,"Hangzhou Youngsun Intelligent Equipment Co.,Ltd.",-,机械设备 — 专用设备,包装设备及配套包装材料的研发设计、生产制造、安装调试与技术服务，以技术为依托为客户提供包装设备解决方案。,www.youngsunpack.com,4.39亿元,3516,86-0571-28057366,86-0571-28028609,310030,浙江省杭州市西湖区三墩镇西园九路1号,"杭州永创智能设备股份有限公司坐落于浙江省杭州西湖科技园区,公司自设立以来一直专注于从事包装设备及配套包装材料的研发设计、生产制造、安装调试与技术服务,以技术为依托为客户提供包装设备解决方案。公司是国内领先的包装设备研发、设计、生产和技术服务供应商之一，被评为国家高新技术企业、国家火炬计划重点高新技术企业，拥有“省级高新技术企业研究开发中心”、“省级企业技术中心”和“浙江省工业设计中心”，已取得专利技术269项，其中发明专利24项。公司是中国食品和包装机械工业协会理事会副理事长单位，被评为浙江省标准创新型企业和杭州市标准创新贡献企业，主持或参与了8项国家标准和4项行业标准的制定，其中《机械式自动...",浙江省,永创智能
603903,中持水务股份有限公司,"Csd Water Service Co.,Ltd.",-,公用事业 — 水务Ⅱ,污水处理运营、污水及污泥处理EPC、技术产品销售及其它综合服务。,www.zchb-water.net,1.45亿元,1022,86-010-82800999,86-010-82800399,100192,北京市海淀区西小口路66号D区2号楼四层,"中持水务股份有限公司是一家创新型的水环境服务商，公司以构建安全、舒适、可持续的水环境为目标和使命，帮助中国中小城市政府客户管好“两桶水”：改善地方水环境和控制工业园区的环境风险，与之形成长期合作伙伴关系并不断提供与水环境相关的综合解决方案。
　　公司致力于中小城市污水、工业园区废水的治理，得到了市场与客户的广泛认可，获得了“2013-2014年度中国水业十大国内品牌”、“2014年度中小城镇污水运营服务年度领跑企业”等多项荣誉，承担了国家863计划“污水处理全过程监控的智能传感器系统研制”课题、国家“十二五”水专项“行业工业园区综合环境建设管理服务模式创新及工程示范”子课题等多项研发课题，公司...",北京市,中持股份
603906,江苏龙蟠科技股份有限公司,"Jiangsu Lopal Tech.Co.,Ltd.",-,化工 — 石油化工,车用环保精细化学品的研发、生产和销售,www.lopal.com.cn,3.03亿元,788,86-025-85803310,86-025-85804898,210038,江苏省南京市栖霞区经济技术开发区恒通大道6号,江苏龙蟠科技股份有限公司d的主营业务为车用环保精细化学品的研发、生产和销售。公司主要产品为润滑油、柴油发动机尾气处理液、发动机冷却液、车用养护品等。　　公司重视产品质量控制，已建立起层次分明、运转高效、反应快速的现代化管理体系和信息化管理系统，为生产和管理的高效化、数字化、精确化起到支撑作用，被江苏省经济和信息化委员会授予“五星级数字企业”称号，获得安徽江淮汽车集团股份有限公司颁发的2013年“质量贡献奖”、“2015年度合作共赢奖”、“2016年度优秀供应商”、“2017年度合作共赢奖”及郑州宇通客车股份有限公司颁发的2012年“配件服务奖”；2009-2016年连续数年获得安徽合力股份有限...,江苏省,龙蟠科技
603908,牧高笛户外用品股份有限公司,"Comefly Outdoor Co.,Ltd",-,纺织服装 — 服装家纺,露营帐篷、户外服饰及其他户外用品的设计、生产和销售,www.mobigarden.com.cn,6669万元,2614,86-0574-27718107,86-0574-87679566,315000,浙江省宁波市鄞州区江东北路475号和丰创意广场意庭楼14楼,"牧高笛户外用品股份有限公司主要从事露营帐篷、户外服饰及其他户外用品研发设计、生产和销售，公司的主要产品包括帐篷、睡袋、自充垫等户外装备，以及冲锋衣、羽绒服、登山鞋、运动背包等户外服装、鞋及配饰。公司的荣誉报告期开发的部分产品获得了诸多户外产业大奖评比以及专业人士的好评牧高笛冷山UL帐篷获2018年度户外产业年度评选“年度最佳装备”,牧高笛专业羽绒睡袋获ISPOAward2019“全球设计奖”,牧高笛智能温控棉服获亚洲户外产业大奖“环保奖”,火焰烧烤炉获得了2018年“德国红点设计奖”。",浙江省,牧高笛
603909,合诚工程咨询集团股份有限公司,"Holsin Engineering Consulting Group Co.,Ltd.",-,建筑装饰 — 基础建设,从事工程监理、试验检测、维修加固、设计咨询、项目管理及其他技术服务的综合型工程管理咨询,www.holsin.cn,1.43亿元,2281,86-0592-2932989,86-0592-2932984,361009,福建省厦门市湖里区枋钟路2368号1101-1104单元,"合诚工程咨询集团股份有限公司是一家专业从事工程监理、设计咨询、试验检测、维修加固、项目管理及其他技术服务的综合型咨询公司,旗下拥有厦门合诚水运工程监理有限公司、厦门合诚工程设计院有限公司、厦门合诚工程检测有限公司、厦门合诚工程技术有限公司四家各具专业特色的子公司.公司具备国家交通运输部、国家住房和城乡建设部、国家发展与改革委员会等部委核发的设计、咨询、监理、检测、项目管理等数十项甲、乙级资质.经过近二十年的发展,公司业务遍及全国十多个省市,多次获得各级政府与建设单位的表彰,其中参建的厦门海沧大桥荣获中国土木工程科技创新最高荣誉奖""中国土木工程詹天佑奖""。",福建省,合诚股份
603912,南京佳力图机房环境技术股份有限公司,"Nanjing Canatal Data-Centre Environmental Tech Co.,Ltd",-,机械设备 — 专用设备,数据机房等精密环境控制技术的研发,www.canatal.com.cn,2.17亿元,505,86-025-84916610,86-025-84916688,211111,江苏省南京市江宁区江宁经济技术开发区苏源大道88号,南京佳力图机房环境技术股份有限公司主营业务为专注于数据机房等精密环境控制技术的研发。公司主要产品为精密空调、冷水机组；2018年3月公司研发的“基于磁悬浮冷水机组和封闭式冷却塔的集装箱节能冷站装置”取得了中国计算机用户协会数据中心分红颁发的“2017年度中国数据中心优秀创新奖”，2018年3月取得南京市人民政府颁发的“南京名牌产品证书”，2018年12月取得中国制冷空调协会、中国设备管理协会共同颁发的“中国设备维修安装企业能力等级证书”，类别等级“制冷空调A类特级”。2019年3月公司取得南京市江宁区人民政府颁发的“2018年度江宁质量奖提名奖”，2019年5月公司取得中国电子节能技术协会颁发...,江苏省,佳力图
603915,江苏国茂减速机股份有限公司,"Jiangsu Guomao Reducer Co.,Ltd.",-,机械设备 — 通用机械,减速机的研发、生产和销售。,www.guomaoreducer.com,4.63亿元,1814,86-0519-69878020,86-0519-86575867,213164,江苏省常州市武进区高新技术产业开发区龙潜路98号,江苏国茂减速机股份有限公司的主营业务为减速机的研发、生产和销售。公司的主要产品为减速机。公司先后获得“江苏名牌产品”、“五星级明星企业”等多项荣誉。,江苏省,国茂股份
603916,江苏苏博特新材料股份有限公司,"Sobute New Materials Co.,Ltd",-,化工 — 化学制品,混凝土外加剂的研发、生产和销售。,www.sobute.com,3.11亿元,1249,86-025-52837688,86-025-52837688,211100,江苏省南京市江宁区淳化街道醴泉路118号,"江苏苏博特新材料股份有限公司主营业务是混凝土外加剂的研发、生产和销售，主要产品为混凝土外加剂中的高性能减水剂、高效减水剂和功能性材料。
　　公司是中国混凝土外加剂行业的龙头企业，是中国建筑材料联合会混凝土外加剂分会第八届理事会副理事长单位、重点联系企业，中国建筑材料联合会绿色低碳建材分会副理事长单位，中国工程建设标准化协会建筑防水专业委员会刚性防水分会会长单位，并被认定为国家高新技术企业、国家认定企业技术中心，荣获“2014年-2015年行业技术创新优秀企业”、“2014-2016年度高性能混凝土推广应用突出贡献单位”、“中国建筑材料联合会混凝土外加剂分会2014-2015年优秀理事单位”、“...",江苏省,苏博特
603917,宁波合力模具科技股份有限公司,"Ningbo Heli Mould Technology Co.,Ltd.",-,汽车 — 汽车零部件,从事汽车用铸造模具、热冲压模具和铝合金部品的研发、设计、制造和销售,www.helimould.com,1.57亿元,738,86-0574-65773106,86-0574-65773106,315700,浙江省宁波市象山县工业园区西谷路358号,宁波合力模具科技股份有限公司主要从事汽车用铸造模具、热冲压模具和铝合金部品的研发、设计、制造和销售。公司主要产品为汽车用发动机缸体模具、发动机缸盖模具、发动机缸盖罩模具、变速箱壳体模具等大型精密铸造模具等铝合金部品。公司开发的模具产品曾多次获得“国家重点新产品”和中国模具工业协会评定的“精模奖”。,浙江省,合力科技
603918,上海金桥信息股份有限公司,"Shanghai Golden Bridge Info Tech Co.,Ltd",-,计算机 — 计算机应用,向客户提供各类多媒体信息系统行业应用解决方案及服务,www.shgbit.com,2.33亿元,681,86-021-33674997;86-021-33674396,86-021-64647869,200233,上海市徐汇区田林路487号25号楼,上海金桥信息股份有限公司主营业务为向客户提供各类多媒体信息系统行业应用解决方案及服务，主要产品包括多媒体会议系统，应急指挥中心系统，科技法庭系统等。公司是中国数字音视频编解码技术标准工作组会员单位，并作为中国专家代表参与ISO及ITU国际音视频技术标准化制定工作。公司获得国家级及省市级的科研项目立项和科技成果共13项，有7项研究成果被认定为上海市高新技术成果转化项目，公司现有软件著作权38项，软件产品登记27项，实用新型专利1项。,上海市,金桥信息
603919,金徽酒股份有限公司,"Jinhui Liquor Co.,Ltd.",-,食品饮料 — 饮料制造,白酒生产及销售,www.jinhuijiu.com,3.9亿元,2142,86-0939-7551826,86-0939-7551885,742308,甘肃省陇南市徽县伏家镇,"金徽酒股份有限公司由金徽有限于2012年6月6日整体变更而来，金徽有限由亚特投资于2009年12月23日出资设立。本公司坐落于甘肃省陇南市徽县伏家镇，主要从事浓香型白酒的生产和销售。自设立以来，本公司主营业务未发生重大变化。
　　本公司为甘肃省内生产规模最大和经营业绩最好的白酒生产企业之一。本公司所处徽县位于长江流域嘉陵江水系上游，生态环境得天独厚，酿酒历史和白酒文化悠久，主导产品有“金徽”、“陇南春”两大品牌，涵盖“金徽”、“世纪金徽星级”、“世纪金徽陈香”、“陇南春”等四大系列40余个高度、降度品种，产品具有“窖香富郁、绵甜圆润、香味协调、香长味净”的金徽酒特色。
　　本公司及旗下产品近年...",甘肃省,金徽酒
603920,广东世运电路科技股份有限公司,"Olympic Circuit Technology Co.,Ltd",-,电子 — 元件Ⅱ,各类印制电路板(PCB)的研发、生产与销售,www.olympicpcb.cn,4.1亿元,4126,86-0750-8911888,86-0750-8919888,529728,广东省江门市鹤山市共和镇世运路8号,广东世运电路科技股份有限公司所处行业为电子元件制造业中的印制电路板制造业。自设立以来，公司专注于印制电路板的研发、设计、生产、销售和相关配套服务。公司于2018年获得日本松下汽车授予的2017年度汽车用PCB最佳品质奖，先后通过了ISO9001、ISO14001、ISO/TS16949、ISO13485等相关体系认证，逐步建立了与国际接轨的产品生产质量监督体系。,广东省,世运电路
603922,苏州金鸿顺汽车部件股份有限公司,"Suzhou Jinhongshun Auto Parts Co.,Ltd.",-,汽车 — 汽车零部件,汽车车身和底盘冲压零部件及其相关模具的开发、生产与销售,www.jinhs.com,1.28亿元,1308,86-0512-55373805,86-0512-58796197,215600,江苏省苏州市张家港市经济开发区长兴路30号,苏州金鸿顺汽车部件股份有限公司主营业务为汽车车身和底盘冲压零部件及其相关模具的开发、生产与销售。公司主要产品包括汽车零部件和模具，其中汽车零部件包括汽车车身零部件和底盘零部件。公司为中国模具工业协会重点骨干企业。,江苏省,金鸿顺
603926,浙江铁流离合器股份有限公司,"Zhejiang Tieliu Clutch Co.,Ltd",-,汽车 — 汽车零部件,汽车离合器的研发、生产和销售,www.chinaclutch.com,1.6亿元,1403,86-0571-86280821,86-0571-86280821,311100,浙江省杭州市余杭区临平街道兴国路398号,"浙江铁流离合器股份有限公司主营业务为汽车离合器的研发、生产和销售。公司主要产品为干摩擦式汽车离合器总成，包括盖总成、从动盘总成。此外，为满足主机厂及国外售后服务市场客户对离合器模块化供货的需求，公司还生产离合器分离轴承、飞轮总成等零部件，通过与离合器总成组合，装配成离合器系统模块对外销售。
　　公司曾先后荣获“浙江省著名商标”、“浙江省名牌”、“中国驰名商标”等荣誉称号。并通过ISO9001、QS9000、TS16949质量体系认证标准。",浙江省,铁流股份
603927,中科软科技股份有限公司,"Sinosoft Co.,Ltd",-,计算机 — 计算机应用,提供行业应用软件产品销售、行业应用软件开发及服务、系统集成及其服务,www.sinosoft.com.cn,4.24亿元,15788,86-010-62570007,86-010-82523227,100190,北京市海淀区中关村新科祥园甲六号楼,中科软科技股份有限公司的主营业务是提供行业应用软件产品销售、行业应用软件开发及服务、系统集成及其服务。公司的主要产品是软件开发及服务、系统集成及服务、软件产品。2019年1月，获得中国电子工业标准化技术协会信息技术服务分会颁发的中国信息技术服务十年十大领军企业。,北京市,中科软
603928,苏州兴业材料科技股份有限公司,"Suzhou Xingye Materials Technology Co.,Ltd.",-,化工 — 化学原料,以铸造用粘结剂为主的铸造造型材料的研发、生产、销售和相关技术服务,www.chinaxingye.com,2.02亿元,503,86-0512-68836930;86-0512-68836907,86-0512-68836907,215151,江苏省苏州市虎丘区苏州新区浒关工业园道安路15号,"苏州兴业材料科技股份有限公司主营业务是以铸造用粘结剂为主的铸造造型材料的研发、生产、销售和相关技术服务。公司主要产品包括铸造用自硬呋喃树脂、冷芯盒树脂、固化剂、铸造涂料和铸造辅助材料等。公司质量管理体系已与国际接轨,通过了ISO9001质量体系、AS9100D航空航天质量体系和ISO14000环境体系系列标准的认证。公司于2017年取得NQA认证的航空航天部门质量管理体系,并于2018年5月1日复审通过
　　公司是高新技术企业，曾于2011年荣获了“国家火炬计划重点高新技术企业”称号，铸造用热塑性自硬呋喃树脂和铸造用第二代环保冷芯盒树脂荣获国家重点新产品，多个产品荣获江苏省高新技术产品证书和省...",江苏省,兴业股份
603929,亚翔系统集成科技(苏州)股份有限公司,"L&K Engineering(Suzhou)Co.,Ltd",-,建筑装饰 — 专业工程,为IC半导体、光电等高科技电子产业及生物医药、精细化工、航空航天、食品制造等相关领域的建厂工程提供洁净室工程服务,www.lkeng.com.cn,2.13亿元,570,86-0512-67027000,86-067027005,215126,江苏省苏州市姑苏区工业园区方达街33号,"亚翔系统集成科技(苏州)股份有限公司系主要为高科技产业提供洁净室系统集成工程解决方案及实施服务的专业服务商，主营业务为IC半导体、光电等高科技电子产业及生物医药、精细化工、航空航天、食品制造等相关领域的建厂工程提供洁净室工程服务，包括洁净厂房建造规划、设计建议、设备配置、洁净室环境系统集成工程及维护服务等。
　　公司作为高科技洁净室工程的辅助设计、施工组织、后期维护的一站式综合服务提供商，先后为和舰科技、龙腾光电、友达光电、渝德科技、深超光电、上海天马、成都天马、武汉天马、华星光电、南海奇美、深圳群康、成都业成、泰州纬创、厦门祥达及拥有我国第一座5.5代LTPS生产线的厦门天马等知名企业的洁净...",江苏省,亚翔集成
603933,福建睿能科技股份有限公司,"Fujian Raynen Technology Co.,Ltd",-,电子 — 半导体,从事以针织横机电脑控制系统的研发、生产和销售为主的制造业务及以IC产品分销为主的分销业务,www.raynen.cn,2.01亿元,765,86-0591-88267288,86-0591-87881220,350003,福建省福州市鼓楼区铜盘路软件大道89号软件园C区26号,福建睿能科技股份有限公司主要从事以针织横机电脑控制系统的研发、生产和销售为主的制造业务及以IC产品分销为主的分销业务；公司的主要业务为针织横机电控系统、IC产品分销业务；2018年，公司新型高效针织横机电脑控制系统获颁“第五届中国十大纺织科技产业推动奖”；公司被评为“国家知识产权优势企业”并取得“知识产权管理体系认证证书”；公司被授予“第三批制造业单项冠军培育企业”荣誉称号。,福建省,睿能科技
603936,博敏电子股份有限公司,"Bomin Electronics Co.,Ltd.",-,电子 — 元件Ⅱ,高精密印制电路板的研发、生产和销售,www.bominelec.com,3.15亿元,3719,86-0753-2329896,86-0753-2329836,514768,广东省梅州市梅江区经济开发试验区东升工业园,"博敏电子股份有限公司主营业务为高精密印制电路板的研发、生产和销售。公司主要产品为多层板(含HDI)、双面印制电路板、挠性电路板、刚挠结合电路板和其他特种材质板(主要包括:金属基板、高频板和厚铜板等)。上述产品被广泛应用于通讯设备、汽车电子、医疗器械、检测系统、航空航天、家用电子产品等高科技领域。
　　公司是中国电子电路行业协会(CPCA)百强企业、CPCA副理事长单位、广东省印制电路行业协会(GPCA)、深圳市电路板行业协会(SPCA)副会长单位和梅州市印制电路行业协会(MPCA)名誉会长单位。在第十八届(2018)中国电子电路排行榜中,居内资PCB企业排名14位、综合PCB企业排名31位。",广东省,博敏电子
603937,江苏丽岛新材料股份有限公司,"Jiangsu Lidao New Material Co.,Ltd.",-,建筑材料 — 其他建材,功能型铝材的研发、生产和销售,www.jsldxcl.com,2.09亿元,350,86-0519-68881358,86-0519-86669525,213012,江苏省常州市钟楼区龙城大道1959号,"江苏丽岛新材料股份有限公司主营业务为铝材产品的研发、生产和销售,专注于以建筑工业彩涂铝材、食品包装彩涂铝材及精整切割铝材为主的铝材深加工业务。公司主要产品为建筑工业彩涂铝材、精整切割铝材和食品包装彩涂铝材。",江苏省,丽岛新材
