股票代码,pid,持有数量,占流通股比例,股份类型,十大流通股东排名,日期
603520,69094,378.00万,2.25%,流通A股,8,2019-09-30
603527,22377,2190.72万,20.37%,流通A股,1,2019-09-30
603527,74713,80.21万,0.75%,流通A股,10,2019-09-30
603527,69096,757.53万,7.05%,流通A股,3,2019-09-30
603527,69097,561.01万,5.22%,流通A股,4,2019-09-30
603527,27045,463.00万,4.31%,流通A股,5,2019-09-30
603527,69099,250.25万,2.33%,流通A股,6,2019-09-30
603527,69095,182.00万,1.69%,流通A股,7,2019-09-30
603527,74714,118.80万,1.10%,流通A股,8,2019-09-30
603527,74715,84.33万,0.78%,流通A股,9,2019-09-30
603528,69100,120.75万,0.19%,流通A股,10,2019-09-30
603528,69101,270.94万,0.44%,流通A股,4,2019-09-30
603528,69102,186.00万,0.30%,流通A股,5,2019-09-30
603528,8738,144.00万,0.23%,流通A股,7,2019-09-30
603528,26370,144.00万,0.23%,流通A股,8,2019-09-30
603528,69103,139.50万,0.22%,流通A股,9,2019-09-30
603530,69105,44.70万,1.12%,流通A股,1,2019-09-30
603530,74716,12.56万,0.31%,流通A股,10,2019-09-30
603530,69106,34.97万,0.87%,流通A股,2,2019-09-30
603530,69107,30.00万,0.75%,流通A股,3,2019-09-30
603530,69108,22.06万,0.55%,流通A股,4,2019-09-30
603530,69109,20.00万,0.50%,流通A股,5,2019-09-30
603530,69110,15.11万,0.38%,流通A股,7,2019-09-30
603530,69104,14.78万,0.37%,流通A股,8,2019-09-30
603533,11921,3264.14万,20.01%,流通A股,1,2019-09-30
603533,74717,86.24万,0.53%,流通A股,10,2019-09-30
603533,69111,2005.00万,12.29%,流通A股,3,2019-09-30
603533,74718,349.41万,2.14%,流通A股,8,2019-09-30
603535,74719,31.75万,0.48%,流通A股,10,2019-09-30
603535,69113,52.20万,0.79%,流通A股,3,2019-09-30
603535,69114,45.00万,0.68%,流通A股,4,2019-09-30
603535,69115,37.55万,0.57%,流通A股,5,2019-09-30
603535,69112,37.00万,0.56%,流通A股,6,2019-09-30
603535,32914,36.00万,0.54%,流通A股,7,2019-09-30
603535,74720,36.00万,0.54%,流通A股,8,2019-09-30
603535,74721,33.00万,0.50%,流通A股,9,2019-09-30
603536,74722,57.48万,0.95%,流通A股,10,2019-09-30
603536,69118,127.00万,2.11%,流通A股,3,2019-09-30
603536,69119,83.36万,1.38%,流通A股,4,2019-09-30
603536,69120,81.94万,1.36%,流通A股,5,2019-09-30
603536,69121,72.20万,1.20%,流通A股,6,2019-09-30
603536,69116,67.77万,1.12%,流通A股,7,2019-09-30
603536,74723,66.61万,1.11%,流通A股,8,2019-09-30
603536,74724,60.80万,1.01%,流通A股,9,2019-09-30
603538,69124,365.99万,4.09%,流通A股,2,2019-09-30
603538,3195,216.00万,2.41%,流通A股,6,2019-09-30
603538,69122,209.66万,2.34%,流通A股,7,2019-09-30
603538,74725,147.45万,1.65%,流通A股,8,2019-09-30
603538,74726,111.00万,1.24%,流通A股,9,2019-09-30
603555,69125,85.01万,0.14%,流通A股,10,2019-09-30
603555,69126,93.98万,0.15%,流通A股,6,2019-09-30
603555,69127,93.85万,0.15%,流通A股,7,2019-09-30
603555,69128,89.40万,0.14%,流通A股,8,2019-09-30
603555,69129,86.00万,0.14%,流通A股,9,2019-09-30
603556,69130,819.00万,4.88%,流通A股,3,2019-09-30
603556,52438,663.29万,3.95%,流通A股,4,2019-09-30
603557,74727,149.19万,0.68%,流通A股,10,2019-09-30
603557,69132,246.07万,1.12%,流通A股,7,2019-09-30
603557,69133,193.52万,0.88%,流通A股,8,2019-09-30
603557,69131,188.48万,0.86%,流通A股,9,2019-09-30
603558,47214,1.47亿,38.38%,流通A股,1,2019-09-30
603558,43693,864.00万,2.25%,流通A股,4,2019-09-30
603558,52808,760.61万,1.98%,流通A股,7,2019-09-30
603559,29460,365.69万,4.34%,流通A股,1,2019-09-30
603559,74728,30.26万,0.36%,流通A股,10,2019-09-30
603559,74729,93.92万,1.12%,流通A股,2,2019-09-30
603559,74730,48.20万,0.57%,流通A股,4,2019-09-30
603559,74731,41.00万,0.49%,流通A股,5,2019-09-30
603559,74732,34.70万,0.41%,流通A股,6,2019-09-30
603559,74733,32.25万,0.38%,流通A股,7,2019-09-30
603559,74734,31.60万,0.38%,流通A股,8,2019-09-30
603559,74735,31.00万,0.37%,流通A股,9,2019-09-30
603566,51470,1.08亿,33.47%,流通A股,1,2019-09-30
603566,11408,300.00万,0.93%,流通A股,10,2019-09-30
603566,39091,5098.29万,15.86%,流通A股,2,2019-09-30
603566,74736,523.37万,1.63%,流通A股,5,2019-09-30
603566,74737,501.37万,1.56%,流通A股,6,2019-09-30
603566,74738,450.00万,1.40%,流通A股,7,2019-09-30
603566,46824,418.67万,1.30%,流通A股,8,2019-09-30
603566,74739,365.29万,1.14%,流通A股,9,2019-09-30
603567,69138,73.38万,0.09%,流通A股,10,2019-09-30
603567,69139,392.08万,0.46%,流通A股,3,2019-09-30
603567,69140,381.54万,0.45%,流通A股,4,2019-09-30
603567,69141,328.97万,0.39%,流通A股,5,2019-09-30
603567,69142,319.73万,0.38%,流通A股,6,2019-09-30
603567,69143,216.69万,0.26%,流通A股,7,2019-09-30
603567,69144,173.41万,0.20%,流通A股,8,2019-09-30
603567,69145,76.77万,0.09%,流通A股,9,2019-09-30
603568,29650,951.18万,1.01%,流通A股,10,2019-09-30
603568,53649,9496.85万,10.12%,流通A股,2,2019-09-30
603568,69146,4860.00万,5.18%,流通A股,4,2019-09-30
603568,6864,4380.75万,4.67%,流通A股,5,2019-09-30
603568,33671,3606.98万,3.84%,流通A股,6,2019-09-30
603568,74740,1697.97万,1.81%,流通A股,8,2019-09-30
603568,16472,1107.45万,1.18%,流通A股,9,2019-09-30
603569,69147,2351.10万,4.20%,流通A股,3,2019-09-30
603569,1063,2351.10万,4.20%,流通A股,4,2019-09-30
603569,69148,116.18万,0.21%,流通A股,6,2019-09-30
603569,69149,115.16万,0.21%,流通A股,7,2019-09-30
603577,74741,65.02万,0.84%,流通A股,10,2019-09-30
603577,69151,138.28万,1.78%,流通A股,4,2019-09-30
603577,74742,120.10万,1.55%,流通A股,5,2019-09-30
603577,74743,90.30万,1.16%,流通A股,6,2019-09-30
603577,74744,77.00万,0.99%,流通A股,8,2019-09-30
603577,74745,70.40万,0.91%,流通A股,9,2019-09-30
603578,74746,11.00万,0.34%,流通A股,10,2019-09-30
603578,69155,59.74万,1.87%,流通A股,3,2019-09-30
603578,69156,21.40万,0.67%,流通A股,5,2019-09-30
603578,69157,20.88万,0.65%,流通A股,6,2019-09-30
603578,69158,16.49万,0.52%,流通A股,7,2019-09-30
603578,74747,12.53万,0.39%,流通A股,8,2019-09-30
603578,74748,12.40万,0.39%,流通A股,9,2019-09-30
603579,69161,150.00万,2.92%,流通A股,4,2019-09-30
603579,69159,130.00万,2.53%,流通A股,5,2019-09-30
603579,74749,90.00万,1.75%,流通A股,7,2019-09-30
603579,22133,79.25万,1.54%,流通A股,9,2019-09-30
603580,69162,382.58万,9.06%,流通A股,1,2019-09-30
603580,74750,46.08万,1.09%,流通A股,10,2019-09-30
603580,69163,138.85万,3.29%,流通A股,4,2019-09-30
603580,69164,92.78万,2.20%,流通A股,5,2019-09-30
603580,69165,67.57万,1.60%,流通A股,6,2019-09-30
603580,69166,54.00万,1.28%,流通A股,7,2019-09-30
603580,74751,48.59万,1.15%,流通A股,9,2019-09-30
603583,26330,3549.60万,33.63%,流通A股,1,2019-09-30
603583,7071,522.00万,4.95%,流通A股,2,2019-09-30
603583,28768,522.00万,4.95%,流通A股,3,2019-09-30
603583,34985,208.80万,1.98%,流通A股,6,2019-09-30
603583,35101,208.80万,1.98%,流通A股,7,2019-09-30
603583,41269,97.88万,0.93%,流通A股,8,2019-09-30
603585,74752,29.18万,0.54%,流通A股,10,2019-09-30
603585,69170,61.00万,1.13%,流通A股,2,2019-09-30
603585,69171,60.00万,1.11%,流通A股,3,2019-09-30
603585,74753,50.46万,0.93%,流通A股,5,2019-09-30
603585,74754,46.72万,0.87%,流通A股,6,2019-09-30
603585,74755,37.90万,0.70%,流通A股,7,2019-09-30
603585,74756,33.86万,0.63%,流通A股,8,2019-09-30
603585,74757,31.75万,0.59%,流通A股,9,2019-09-30
603586,74758,154.62万,1.64%,流通A股,10,2019-12-05
603586,69173,208.14万,2.20%,流通A股,6,2019-12-05
603586,457,199.00万,2.11%,流通A股,7,2019-12-05
603586,69174,175.71万,1.86%,流通A股,8,2019-12-05
603586,69172,163.37万,1.73%,流通A股,9,2019-12-05
603588,38775,1.51亿,22.62%,流通A股,1,2019-10-29
603588,69175,3467.17万,5.19%,流通A股,2,2019-10-29
603588,7913,3180.87万,4.76%,流通A股,3,2019-10-29
603588,69176,2297.98万,3.44%,流通A股,4,2019-10-29
603588,69177,1675.55万,2.51%,流通A股,5,2019-10-29
603588,18927,789.11万,1.18%,流通A股,8,2019-10-29
603589,31885,1.10亿,18.26%,流通A股,1,2019-09-30
603589,17159,954.10万,1.59%,流通A股,10,2019-09-30
603589,28227,7477.35万,12.46%,流通A股,2,2019-09-30
603589,1749,1241.17万,2.07%,流通A股,4,2019-09-30
603589,20117,1096.55万,1.83%,流通A股,6,2019-09-30
603589,18065,1055.52万,1.76%,流通A股,7,2019-09-30
603589,3528,997.63万,1.66%,流通A股,8,2019-09-30
603589,69178,997.63万,1.66%,流通A股,9,2019-09-30
603590,74759,58.64万,0.70%,流通A股,10,2019-09-30
603590,69181,146.63万,1.76%,流通A股,4,2019-09-30
603590,69182,117.30万,1.41%,流通A股,5,2019-09-30
603590,69183,110.00万,1.32%,流通A股,6,2019-09-30
603590,69179,87.97万,1.06%,流通A股,7,2019-09-30
603590,69180,87.97万,1.06%,流通A股,8,2019-09-30
603595,74760,90.00万,1.29%,流通A股,10,2019-09-30
603595,69185,460.00万,6.60%,流通A股,3,2019-09-30
603595,69186,190.43万,2.73%,流通A股,4,2019-09-30
603595,69187,164.55万,2.36%,流通A股,5,2019-09-30
603595,69184,135.00万,1.94%,流通A股,6,2019-09-30
603596,74761,796.50万,4.60%,流通A股,7,2019-09-30
603596,74762,426.05万,2.46%,流通A股,9,2019-09-30
603598,37146,1.29亿,48.16%,流通A股,1,2019-09-30
603598,69189,2000.00万,7.47%,流通A股,2,2019-09-30
603598,69190,235.00万,0.88%,流通A股,5,2019-09-30
603598,69191,105.05万,0.39%,流通A股,6,2019-09-30
603598,69192,95.79万,0.36%,流通A股,7,2019-09-30
603598,69193,90.28万,0.34%,流通A股,8,2019-09-30
603598,18205,77.80万,0.29%,流通A股,9,2019-09-30
603600,69195,500.00万,1.66%,流通A股,10,2019-09-30
603600,69194,500.00万,1.66%,流通A股,11,2019-09-30
603600,46030,2560.35万,8.50%,流通A股,3,2019-09-30
603600,6977,2135.81万,7.09%,流通A股,4,2019-09-30
603600,69196,1115.00万,3.70%,流通A股,5,2019-09-30
603600,69197,555.00万,1.84%,流通A股,9,2019-09-30
603601,33010,2.72亿,38.75%,流通A股,1,2019-09-30
603601,69198,965.19万,1.37%,流通A股,10,2019-09-30
603602,74763,44.52万,0.48%,流通A股,10,2019-09-30
603602,8929,535.75万,5.77%,流通A股,2,2019-09-30
603602,14358,424.45万,4.57%,流通A股,4,2019-09-30
603602,69202,100.22万,1.08%,流通A股,5,2019-09-30
603602,74764,78.99万,0.85%,流通A股,6,2019-09-30
603602,74765,57.23万,0.62%,流通A股,8,2019-09-30
603602,74766,47.56万,0.51%,流通A股,9,2019-09-30
603603,74767,38.80万,0.17%,流通A股,10,2019-09-30
603603,74768,110.01万,0.47%,流通A股,8,2019-09-30
603605,35407,549.89万,8.86%,流通A股,1,2019-09-30
603606,69205,6536.67万,10.23%,流通A股,2,2019-09-30
603607,69206,194.69万,6.10%,流通A股,1,2019-09-30
603607,74769,60.85万,1.91%,流通A股,10,2019-09-30
603607,74770,184.72万,5.79%,流通A股,2,2019-09-30
603607,74771,175.56万,5.50%,流通A股,3,2019-09-30
603607,74772,140.85万,4.42%,流通A股,4,2019-09-30
603607,74773,115.90万,3.63%,流通A股,5,2019-09-30
603607,74774,103.89万,3.26%,流通A股,6,2019-09-30
603607,74775,83.16万,2.61%,流通A股,8,2019-09-30
603607,74776,70.00万,2.19%,流通A股,9,2019-09-30
603608,69207,221.26万,0.70%,流通A股,10,2019-09-30
603608,5914,740.03万,2.34%,流通A股,6,2019-09-30
603608,69208,670.70万,2.12%,流通A股,7,2019-09-30
603608,69209,283.49万,0.90%,流通A股,8,2019-09-30
603608,74777,231.47万,0.73%,流通A股,9,2019-09-30
603609,26716,1.46亿,17.62%,流通A股,1,2019-09-30
603609,74778,1034.38万,1.24%,流通A股,10,2019-09-30
603609,34513,8039.85万,9.67%,流通A股,2,2019-09-30
603609,9978,5455.99万,6.56%,流通A股,4,2019-09-30
603609,18042,5008.46万,6.03%,流通A股,5,2019-09-30
603609,69210,4836.00万,5.82%,流通A股,6,2019-09-30
603609,33178,4715.10万,5.67%,流通A股,8,2019-09-30
603611,34323,6754.55万,29.55%,流通A股,1,2019-09-30
603611,74779,2196.32万,9.61%,流通A股,2,2019-09-30
603611,17317,616.88万,2.70%,流通A股,4,2019-09-30
603611,38075,598.50万,2.62%,流通A股,5,2019-09-30
603611,74780,535.00万,2.34%,流通A股,6,2019-09-30
603611,13051,530.75万,2.32%,流通A股,7,2019-09-30
603611,74781,505.59万,2.21%,流通A股,8,2019-09-30
603612,74782,224.48万,1.26%,流通A股,10,2019-09-30
603612,74783,404.44万,2.26%,流通A股,3,2019-09-30
603612,74784,329.35万,1.84%,流通A股,4,2019-09-30
603612,74785,299.59万,1.67%,流通A股,7,2019-09-30
603613,74786,137.01万,3.89%,流通A股,1,2019-09-30
603613,74787,64.20万,1.82%,流通A股,4,2019-09-30
603613,74788,60.45万,1.72%,流通A股,5,2019-09-30
603613,74789,27.35万,0.78%,流通A股,7,2019-09-30
603615,69215,216.38万,2.89%,流通A股,1,2019-09-30
603615,74790,30.00万,0.40%,流通A股,10,2019-09-30
603615,69216,200.00万,2.67%,流通A股,2,2019-09-30
603615,69217,100.00万,1.34%,流通A股,3,2019-09-30
603615,69218,84.36万,1.13%,流通A股,4,2019-09-30
603615,69213,62.59万,0.84%,流通A股,5,2019-09-30
603615,74791,61.08万,0.82%,流通A股,6,2019-09-30
603615,74792,56.67万,0.76%,流通A股,8,2019-09-30
603615,74793,33.20万,0.44%,流通A股,9,2019-09-30
603616,74794,153.50万,0.52%,流通A股,10,2019-09-30
603616,8864,500.00万,1.70%,流通A股,2,2019-09-30
603616,74795,339.77万,1.16%,流通A股,3,2019-09-30
603616,74796,310.00万,1.06%,流通A股,4,2019-09-30
603616,74797,230.62万,0.79%,流通A股,5,2019-09-30
603616,74798,200.00万,0.68%,流通A股,6,2019-09-30
603616,74799,200.00万,0.68%,流通A股,7,2019-09-30
603616,74800,156.50万,0.53%,流通A股,9,2019-09-30
603617,74801,16.01万,0.37%,流通A股,10,2019-09-30
603617,4208,105.00万,2.42%,流通A股,2,2019-09-30
603617,50720,105.00万,2.42%,流通A股,3,2019-09-30
603617,40163,104.89万,2.42%,流通A股,4,2019-09-30
603617,69219,39.74万,0.92%,流通A股,5,2019-09-30
603617,74802,33.37万,0.77%,流通A股,6,2019-09-30
603617,74803,27.30万,0.63%,流通A股,7,2019-09-30
603617,74804,19.27万,0.44%,流通A股,8,2019-09-30
603617,74805,16.63万,0.38%,流通A股,9,2019-09-30
603618,69221,197.06万,0.29%,流通A股,10,2019-09-30
603618,69222,1958.23万,2.83%,流通A股,3,2019-09-30
603618,23689,777.00万,1.12%,流通A股,4,2019-09-30
603618,10868,507.00万,0.73%,流通A股,5,2019-09-30
603618,33023,507.00万,0.73%,流通A股,6,2019-09-30
603618,7977,450.00万,0.65%,流通A股,7,2019-09-30
603618,19087,450.00万,0.65%,流通A股,8,2019-09-30
603619,74806,22.86万,0.16%,流通A股,10,2019-09-30
603619,74807,50.78万,0.35%,流通A股,5,2019-09-30
603619,74808,31.63万,0.22%,流通A股,8,2019-09-30
603619,74809,25.06万,0.17%,流通A股,9,2019-09-30
603626,69226,450.00万,2.85%,流通A股,3,2019-09-30
603626,28007,234.06万,1.48%,流通A股,7,2019-09-30
603626,74810,220.00万,1.39%,流通A股,8,2019-09-30
603628,74811,42.14万,0.47%,流通A股,10,2019-09-30
603628,69227,111.00万,1.25%,流通A股,4,2019-09-30
603628,74812,88.66万,1.00%,流通A股,6,2019-09-30
603628,74813,88.38万,1.00%,流通A股,7,2019-09-30
603628,74814,81.13万,0.91%,流通A股,8,2019-09-30
603628,74815,44.10万,0.50%,流通A股,9,2019-09-30
603629,69229,55.51万,2.22%,流通A股,1,2019-09-30
603629,74816,8.00万,0.32%,流通A股,10,2019-09-30
603629,69230,32.87万,1.31%,流通A股,2,2019-09-30
603629,74817,29.97万,1.20%,流通A股,3,2019-09-30
603629,74818,13.71万,0.55%,流通A股,4,2019-09-30
603629,74819,13.22万,0.53%,流通A股,5,2019-09-30
603629,74820,12.65万,0.51%,流通A股,6,2019-09-30
603629,74821,9.48万,0.38%,流通A股,7,2019-09-30
603629,74822,9.31万,0.37%,流通A股,8,2019-09-30
603629,74823,9.13万,0.37%,流通A股,9,2019-09-30
603630,74824,44.77万,0.56%,流通A股,10,2019-09-30
603630,26065,102.02万,1.27%,流通A股,3,2019-09-30
603630,69233,90.30万,1.12%,流通A股,4,2019-09-30
603630,69231,69.20万,0.86%,流通A股,6,2019-09-30
603630,74825,64.62万,0.80%,流通A股,7,2019-09-30
603630,74826,63.02万,0.78%,流通A股,8,2019-09-30
603630,74827,55.46万,0.69%,流通A股,9,2019-09-30
603633,11949,2312.58万,16.48%,流通A股,1,2019-09-30
603633,69234,323.21万,2.30%,流通A股,6,2019-09-30
603633,74828,96.36万,0.69%,流通A股,9,2019-09-30
603636,1517,2.69亿,51.29%,流通A股,1,2019-09-30
603636,69235,638.52万,1.22%,流通A股,5,2019-09-30
603636,69236,274.39万,0.52%,流通A股,8,2019-09-30
603637,74829,20.46万,0.47%,流通A股,10,2019-09-30
603637,69240,249.59万,5.73%,流通A股,3,2019-09-30
603637,74830,115.14万,2.64%,流通A股,4,2019-09-30
603637,74831,53.77万,1.23%,流通A股,6,2019-09-30
603637,74832,34.07万,0.78%,流通A股,7,2019-09-30
603637,74833,24.74万,0.57%,流通A股,8,2019-09-30
603638,69243,490.65万,3.90%,流通A股,2,2019-09-30
603638,69244,431.66万,3.43%,流通A股,3,2019-09-30
603638,69245,342.30万,2.72%,流通A股,4,2019-09-30
603638,69242,342.28万,2.72%,流通A股,5,2019-09-30
603638,74834,284.37万,2.26%,流通A股,7,2019-09-30
603638,74835,262.85万,2.09%,流通A股,8,2019-09-30
603638,74836,259.29万,2.06%,流通A股,9,2019-09-30
603639,74837,52.50万,0.96%,流通A股,10,2019-09-30
603639,69247,201.82万,3.69%,流通A股,3,2019-09-30
603639,69248,80.00万,1.46%,流通A股,4,2019-09-30
603639,69246,60.90万,1.11%,流通A股,6,2019-09-30
603639,74838,58.94万,1.08%,流通A股,7,2019-09-30
603639,74839,53.30万,0.97%,流通A股,9,2019-09-30
603648,74840,114.65万,0.42%,流通A股,10,2019-09-30
603648,33379,472.04万,1.73%,流通A股,6,2019-09-30
603648,40682,168.32万,0.62%,流通A股,8,2019-09-30
603648,22418,164.66万,0.60%,流通A股,9,2019-09-30
603650,74841,54.49万,0.52%,流通A股,10,2019-09-30
603650,69250,404.82万,3.88%,流通A股,2,2019-09-30
603650,74842,100.00万,0.96%,流通A股,6,2019-09-30
603655,74843,31.46万,0.93%,流通A股,10,2019-09-30
603655,69253,60.63万,1.78%,流通A股,3,2019-09-30
603655,69254,50.23万,1.48%,流通A股,4,2019-09-30
603655,69255,50.16万,1.48%,流通A股,5,2019-09-30
603655,69251,48.25万,1.42%,流通A股,6,2019-09-30
603655,74844,41.47万,1.22%,流通A股,7,2019-09-30
603655,74845,35.44万,1.04%,流通A股,8,2019-09-30
603655,74846,34.77万,1.02%,流通A股,9,2019-09-30
603656,74847,68.48万,1.08%,流通A股,10,2019-09-30
603656,69257,317.32万,5.01%,流通A股,3,2019-09-30
603656,74848,149.91万,2.37%,流通A股,7,2019-09-30
603657,69259,450.00万,15.72%,流通A股,1,2019-09-30
603657,74849,7.93万,0.28%,流通A股,10,2019-09-30
603657,69258,19.17万,0.67%,流通A股,2,2019-09-30
603657,74850,13.50万,0.47%,流通A股,3,2019-09-30
603657,36851,12.50万,0.44%,流通A股,4,2019-09-30
603657,74851,10.00万,0.35%,流通A股,5,2019-09-30
603657,74852,9.96万,0.35%,流通A股,6,2019-09-30
603657,74853,8.34万,0.29%,流通A股,7,2019-09-30
603657,74854,8.30万,0.29%,流通A股,8,2019-09-30
603657,74855,7.97万,0.28%,流通A股,9,2019-09-30
603659,10118,4728.44万,24.48%,流通A股,1,2019-09-30
603659,19061,1085.03万,5.62%,流通A股,3,2019-09-30
603659,26518,360.57万,1.87%,流通A股,8,2019-09-30
603659,6634,332.83万,1.72%,流通A股,9,2019-09-30
603660,14244,1499.00万,4.45%,流通A股,1,2019-09-30
603660,41051,479.90万,1.43%,流通A股,10,2019-09-30
603660,69263,1033.33万,3.07%,流通A股,2,2019-09-30
603660,69264,959.14万,2.85%,流通A股,3,2019-09-30
603660,69265,900.00万,2.67%,流通A股,4,2019-09-30
603660,69266,819.10万,2.43%,流通A股,5,2019-09-30
603660,69267,756.00万,2.25%,流通A股,6,2019-09-30
603660,69262,689.23万,2.05%,流通A股,7,2019-09-30
603660,74856,495.01万,1.47%,流通A股,8,2019-09-30
603661,69269,117.44万,4.08%,流通A股,1,2019-09-30
603661,74857,11.00万,0.38%,流通A股,10,2019-09-30
603661,69270,88.88万,3.09%,流通A股,2,2019-09-30
603661,69271,33.19万,1.15%,流通A股,3,2019-09-30
603661,69273,18.86万,0.66%,流通A股,5,2019-09-30
603661,69268,18.00万,0.63%,流通A股,6,2019-09-30
603661,74858,13.01万,0.45%,流通A股,8,2019-09-30
603661,74859,11.91万,0.41%,流通A股,9,2019-09-30
603662,74860,100.00万,3.35%,流通A股,1,2019-09-30
603662,74861,8.89万,0.30%,流通A股,10,2019-09-30
603662,74862,30.11万,1.01%,流通A股,2,2019-09-30
603662,74863,22.19万,0.74%,流通A股,4,2019-09-30
603662,74864,20.63万,0.69%,流通A股,5,2019-09-30
603662,74865,19.80万,0.66%,流通A股,6,2019-09-30
603662,74866,15.47万,0.52%,流通A股,7,2019-09-30
603662,74867,13.22万,0.44%,流通A股,8,2019-09-30
603662,74868,10.53万,0.35%,流通A股,9,2019-09-30
603663,69277,43.69万,0.23%,流通A股,10,2019-09-30
603663,10996,387.29万,2.05%,流通A股,6,2019-09-30
603663,69278,47.11万,0.25%,流通A股,8,2019-09-30
603663,69279,45.36万,0.24%,流通A股,9,2019-09-30
603665,74869,34.00万,0.91%,流通A股,10,2019-09-30
603665,69281,183.20万,4.92%,流通A股,3,2019-09-30
603665,69282,55.13万,1.48%,流通A股,6,2019-09-30
603665,69280,47.27万,1.27%,流通A股,7,2019-09-30
603665,74870,40.00万,1.07%,流通A股,9,2019-09-30
603666,74871,59.40万,2.10%,流通A股,5,2019-09-30
603666,74872,32.68万,1.16%,流通A股,9,2019-09-30
603667,74873,130.90万,1.15%,流通A股,10,2019-09-30
603667,69284,493.35万,4.35%,流通A股,3,2019-09-30
603667,74874,232.54万,2.05%,流通A股,6,2019-09-30
603667,74875,161.07万,1.42%,流通A股,8,2019-09-30
603667,74876,157.97万,1.39%,流通A股,9,2019-09-30
603668,22225,206.17万,0.93%,流通A股,10,2019-09-30
603668,25237,1938.62万,8.72%,流通A股,2,2019-09-30
603668,48436,1293.08万,5.82%,流通A股,3,2019-09-30
603668,12951,1293.08万,5.82%,流通A股,4,2019-09-30
603668,69288,655.97万,2.95%,流通A股,5,2019-09-30
603668,69289,500.05万,2.25%,流通A股,6,2019-09-30
603668,35053,408.46万,1.84%,流通A股,7,2019-09-30
603668,69287,348.00万,1.57%,流通A股,8,2019-09-30
603668,74877,251.51万,1.13%,流通A股,9,2019-09-30
603669,30181,3439.80万,6.75%,流通A股,2,2019-09-30
603669,69290,2151.23万,4.22%,流通A股,4,2019-09-30
603669,69291,1911.00万,3.75%,流通A股,5,2019-09-30
603669,22721,1719.90万,3.38%,流通A股,6,2019-09-30
603669,21388,1146.60万,2.25%,流通A股,7,2019-09-30
603669,69292,368.20万,0.72%,流通A股,8,2019-09-30
603669,69293,304.60万,0.60%,流通A股,9,2019-09-30
603676,5961,300.71万,4.51%,流通A股,1,2019-09-30
603676,74878,24.53万,0.37%,流通A股,10,2019-09-30
603676,69296,65.38万,0.98%,流通A股,2,2019-09-30
603676,69297,59.43万,0.89%,流通A股,3,2019-09-30
603676,24912,40.01万,0.60%,流通A股,4,2019-09-30
603676,74879,30.60万,0.46%,流通A股,6,2019-09-30
603676,74880,29.35万,0.44%,流通A股,7,2019-09-30
603676,74881,28.38万,0.43%,流通A股,8,2019-09-30
603676,74882,28.38万,0.43%,流通A股,9,2019-09-30
603677,69301,705.43万,12.36%,流通A股,1,2019-09-30
603677,74883,49.45万,0.87%,流通A股,10,2019-09-30
603677,69302,119.95万,2.10%,流通A股,3,2019-09-30
603677,32451,77.70万,1.36%,流通A股,5,2019-09-30
603677,74884,73.30万,1.28%,流通A股,6,2019-09-30
603677,74885,71.09万,1.25%,流通A股,7,2019-09-30
603677,74886,66.00万,1.16%,流通A股,8,2019-09-30
603677,74887,50.01万,0.88%,流通A股,9,2019-09-30
603678,23836,1.66亿,36.89%,流通A股,1,2019-09-30
603678,15626,2936.17万,6.51%,流通A股,2,2019-09-30
603679,52538,100.00万,2.47%,流通A股,4,2019-09-30
603679,42974,59.19万,1.46%,流通A股,7,2019-09-30
603679,27215,56.19万,1.39%,流通A股,8,2019-09-30
603679,49102,56.19万,1.39%,流通A股,9,2019-09-30
603680,74888,39.00万,0.16%,流通A股,10,2019-09-30
603680,1690,136.50万,0.55%,流通A股,2,2019-09-30
603680,69309,130.27万,0.53%,流通A股,3,2019-09-30
603680,74889,56.00万,0.23%,流通A股,4,2019-09-30
603680,74890,48.00万,0.19%,流通A股,5,2019-09-30
603680,74891,44.23万,0.18%,流通A股,7,2019-09-30
603680,74892,43.47万,0.18%,流通A股,8,2019-09-30
603680,74893,40.24万,0.16%,流通A股,9,2019-09-30
603681,69310,131.83万,3.17%,流通A股,1,2019-09-30
603681,74894,11.31万,0.27%,流通A股,10,2019-09-30
603681,74895,50.10万,1.20%,流通A股,2,2019-09-30
603681,74896,50.00万,1.20%,流通A股,3,2019-09-30
603681,74897,19.21万,0.46%,流通A股,4,2019-09-30
603681,74898,14.73万,0.35%,流通A股,5,2019-09-30
603681,74899,13.00万,0.31%,流通A股,6,2019-09-30
603681,74900,12.44万,0.30%,流通A股,7,2019-09-30
603681,74901,11.52万,0.28%,流通A股,8,2019-09-30
603681,74902,11.36万,0.27%,流通A股,9,2019-09-30
603683,74903,19.00万,0.43%,流通A股,10,2019-09-30
603683,74904,19.00万,0.43%,流通A股,11,2019-09-30
603683,69312,250.33万,5.63%,流通A股,2,2019-09-30
603683,69311,35.09万,0.79%,流通A股,4,2019-09-30
603683,74905,29.70万,0.67%,流通A股,5,2019-09-30
603683,74906,25.00万,0.56%,流通A股,6,2019-09-30
603683,74907,23.57万,0.53%,流通A股,7,2019-09-30
603683,74908,23.00万,0.52%,流通A股,8,2019-09-30
603683,74909,21.93万,0.49%,流通A股,9,2019-09-30
603685,74910,19.14万,0.33%,流通A股,10,2019-09-30
603685,69314,64.65万,1.13%,流通A股,2,2019-09-30
603685,69315,55.90万,0.97%,流通A股,3,2019-09-30
603685,69316,38.00万,0.66%,流通A股,4,2019-09-30
