股票代码,pid,持有数量,占流通股比例,股份类型,十大流通股东排名,日期
603685,69317,37.73万,0.66%,流通A股,5,2019-09-30
603685,69318,29.60万,0.52%,流通A股,6,2019-09-30
603685,69313,28.55万,0.50%,流通A股,7,2019-09-30
603685,74911,20.42万,0.36%,流通A股,9,2019-09-30
603686,40367,8403.50万,20.22%,流通A股,1,2019-09-30
603686,74912,511.74万,1.23%,流通A股,10,2019-09-30
603686,74913,1604.05万,3.86%,流通A股,3,2019-09-30
603686,74914,1082.80万,2.61%,流通A股,4,2019-09-30
603686,74915,931.70万,2.24%,流通A股,6,2019-09-30
603686,74916,840.62万,2.02%,流通A股,7,2019-09-30
603687,69319,32.50万,0.65%,流通A股,1,2019-09-30
603687,74917,14.97万,0.30%,流通A股,10,2019-09-30
603687,69320,30.12万,0.60%,流通A股,2,2019-09-30
603687,69321,22.87万,0.46%,流通A股,3,2019-09-30
603687,74918,20.37万,0.41%,流通A股,5,2019-09-30
603687,74919,19.63万,0.39%,流通A股,6,2019-09-30
603687,74920,18.51万,0.37%,流通A股,7,2019-09-30
603687,74921,16.27万,0.33%,流通A股,8,2019-09-30
603687,74922,15.39万,0.31%,流通A股,9,2019-09-30
603688,7825,9897.75万,29.34%,流通A股,1,2019-09-30
603688,69322,722.38万,2.14%,流通A股,4,2019-09-30
603689,74923,33.50万,0.20%,流通A股,10,2019-09-30
603689,69324,97.79万,0.58%,流通A股,4,2019-09-30
603689,69325,92.68万,0.55%,流通A股,5,2019-09-30
603689,69326,84.34万,0.50%,流通A股,6,2019-09-30
603689,69323,83.42万,0.50%,流通A股,7,2019-09-30
603689,74924,42.87万,0.26%,流通A股,8,2019-09-30
603689,74925,40.58万,0.24%,流通A股,9,2019-09-30
603690,16512,913.00万,9.90%,流通A股,1,2019-09-30
603693,74926,29.48万,0.15%,流通A股,10,2019-09-30
603693,69329,88.01万,0.46%,流通A股,2,2019-09-30
603693,69330,52.00万,0.27%,流通A股,5,2019-09-30
603693,69331,49.97万,0.26%,流通A股,6,2019-09-30
603693,69328,38.59万,0.20%,流通A股,7,2019-09-30
603693,74927,37.12万,0.19%,流通A股,8,2019-09-30
603693,74928,35.29万,0.18%,流通A股,9,2019-09-30
603696,50034,1.25亿,53.00%,流通A股,1,2019-09-30
603696,74929,91.33万,0.39%,流通A股,10,2019-09-30
603696,74930,333.02万,1.42%,流通A股,4,2019-09-30
603696,74931,235.20万,1.00%,流通A股,5,2019-09-30
603696,74932,126.69万,0.54%,流通A股,7,2019-09-30
603696,74933,121.57万,0.52%,流通A股,8,2019-09-30
603697,74934,16.62万,0.21%,流通A股,10,2019-09-30
603697,74935,30.00万,0.38%,流通A股,2,2019-09-30
603697,74936,25.00万,0.31%,流通A股,3,2019-09-30
603697,74937,22.06万,0.28%,流通A股,4,2019-09-30
603697,74938,21.00万,0.26%,流通A股,5,2019-09-30
603697,74939,20.11万,0.25%,流通A股,6,2019-09-30
603697,74940,20.00万,0.25%,流通A股,7,2019-09-30
603697,74941,18.42万,0.23%,流通A股,8,2019-09-30
603697,74942,17.00万,0.21%,流通A股,9,2019-09-30
603698,69338,57.45万,0.11%,流通A股,10,2019-09-30
603698,69339,297.24万,0.55%,流通A股,6,2019-09-30
603698,69340,95.70万,0.18%,流通A股,7,2019-09-30
603698,69341,70.01万,0.13%,流通A股,9,2019-09-30
603699,69342,343.78万,0.46%,流通A股,7,2019-09-30
603699,69343,240.40万,0.32%,流通A股,8,2019-09-30
603699,69344,213.27万,0.28%,流通A股,9,2019-09-30
603700,74943,22.28万,0.57%,流通A股,10,2019-09-30
603700,74944,45.15万,1.16%,流通A股,2,2019-09-30
603700,74945,41.88万,1.07%,流通A股,3,2019-09-30
603700,74946,33.75万,0.86%,流通A股,4,2019-09-30
603700,74947,32.45万,0.83%,流通A股,5,2019-09-30
603700,74948,31.89万,0.82%,流通A股,6,2019-09-30
603700,74949,29.09万,0.74%,流通A股,7,2019-09-30
603700,74950,23.73万,0.61%,流通A股,9,2019-09-30
603701,69348,8553.73万,42.55%,流通A股,1,2019-09-30
603701,41108,114.66万,0.57%,流通A股,10,2019-09-30
603701,4062,1330.56万,6.62%,流通A股,2,2019-09-30
603701,36399,648.48万,3.23%,流通A股,3,2019-09-30
603701,31932,203.08万,1.01%,流通A股,6,2019-09-30
603701,49393,126.00万,0.63%,流通A股,8,2019-09-30
603701,45258,114.82万,0.57%,流通A股,9,2019-09-30
603703,12412,700.00万,6.42%,流通A股,1,2019-09-30
603703,74951,113.20万,1.04%,流通A股,10,2019-09-30
603703,69350,216.41万,1.99%,流通A股,2,2019-09-30
603703,69351,200.00万,1.84%,流通A股,3,2019-09-30
603703,69352,187.50万,1.72%,流通A股,5,2019-09-30
603703,69353,153.27万,1.41%,流通A股,6,2019-09-30
603703,69354,141.90万,1.30%,流通A股,7,2019-09-30
603703,69349,126.00万,1.16%,流通A股,8,2019-09-30
603703,74952,122.55万,1.12%,流通A股,9,2019-09-30
603706,69356,686.01万,11.76%,流通A股,1,2019-09-30
603706,25756,24.33万,0.42%,流通A股,10,2019-09-30
603706,69357,121.57万,2.08%,流通A股,2,2019-09-30
603706,40541,87.66万,1.50%,流通A股,3,2019-09-30
603706,69358,72.16万,1.24%,流通A股,4,2019-09-30
603706,69359,49.00万,0.84%,流通A股,5,2019-09-30
603706,14504,42.09万,0.72%,流通A股,6,2019-09-30
603706,69355,32.11万,0.55%,流通A股,7,2019-09-30
603706,74953,28.25万,0.48%,流通A股,8,2019-09-30
603706,74954,25.27万,0.43%,流通A股,9,2019-09-30
603707,31545,3831.33万,10.33%,流通A股,2,2019-09-30
603709,69361,95.62万,4.78%,流通A股,1,2019-09-30
603709,74955,17.56万,0.88%,流通A股,10,2019-09-30
603709,69362,72.90万,3.65%,流通A股,2,2019-09-30
603709,69363,69.44万,3.47%,流通A股,3,2019-09-30
603709,69364,45.43万,2.27%,流通A股,4,2019-09-30
603709,69365,30.49万,1.52%,流通A股,5,2019-09-30
603709,69360,30.00万,1.50%,流通A股,6,2019-09-30
603709,74956,29.00万,1.45%,流通A股,7,2019-09-30
603709,74957,23.20万,1.16%,流通A股,8,2019-09-30
603711,8622,504.00万,10.89%,流通A股,1,2019-09-30
603711,69366,140.00万,3.02%,流通A股,5,2019-09-30
603712,74958,361.39万,0.99%,流通A股,10,2019-09-30
603712,48814,806.40万,2.20%,流通A股,2,2019-09-30
603712,42770,806.40万,2.20%,流通A股,3,2019-09-30
603712,69369,628.47万,1.72%,流通A股,4,2019-09-30
603712,69370,403.60万,1.10%,流通A股,6,2019-09-30
603712,26774,403.20万,1.10%,流通A股,7,2019-09-30
603712,69371,402.10万,1.10%,流通A股,8,2019-09-30
603712,69368,380.90万,1.04%,流通A股,9,2019-09-30
603716,74959,99.43万,0.87%,流通A股,10,2019-09-30
603716,69374,310.00万,2.72%,流通A股,5,2019-09-30
603716,69373,128.01万,1.12%,流通A股,8,2019-09-30
603716,74960,122.48万,1.07%,流通A股,9,2019-09-30
603717,69377,787.92万,6.45%,流通A股,1,2019-09-30
603717,74961,51.20万,0.42%,流通A股,10,2019-09-30
603717,69376,787.92万,6.45%,流通A股,2,2019-09-30
603717,69378,477.18万,3.91%,流通A股,4,2019-09-30
603717,45689,121.93万,1.00%,流通A股,8,2019-09-30
603717,69375,121.00万,0.99%,流通A股,9,2019-09-30
603718,19577,845.25万,1.31%,流通A股,10,2019-09-30
603718,74962,3211.32万,4.99%,流通A股,2,2019-09-30
603718,19863,2943.34万,4.57%,流通A股,3,2019-09-30
603718,74963,2699.24万,4.19%,流通A股,4,2019-09-30
603718,74964,2089.44万,3.24%,流通A股,5,2019-09-30
603718,74965,1995.59万,3.10%,流通A股,6,2019-09-30
603718,52345,1616.63万,2.51%,流通A股,7,2019-09-30
603718,74966,1180.81万,1.83%,流通A股,8,2019-09-30
603718,74967,1030.50万,1.60%,流通A股,9,2019-09-30
603721,74968,92.15万,1.50%,流通A股,10,2019-09-30
603721,69380,116.03万,1.89%,流通A股,6,2019-09-30
603721,69379,106.60万,1.73%,流通A股,8,2019-09-30
603722,29505,227.00万,5.57%,流通A股,1,2019-09-30
603722,69384,149.00万,3.66%,流通A股,3,2019-09-30
603722,69385,125.05万,3.07%,流通A股,4,2019-09-30
603722,42631,92.00万,2.26%,流通A股,5,2019-09-30
603722,69381,88.45万,2.17%,流通A股,6,2019-09-30
603722,74969,70.00万,1.72%,流通A股,7,2019-09-30
603722,74970,62.00万,1.52%,流通A股,8,2019-09-30
603725,1604,1071.58万,8.15%,流通A股,1,2019-09-30
603725,22498,206.50万,1.57%,流通A股,10,2019-09-30
603725,69386,862.16万,6.55%,流通A股,2,2019-09-30
603725,69387,700.00万,5.32%,流通A股,3,2019-09-30
603725,69388,686.75万,5.22%,流通A股,4,2019-09-30
603725,69389,476.92万,3.63%,流通A股,5,2019-09-30
603725,69390,431.71万,3.28%,流通A股,6,2019-09-30
603725,69391,420.00万,3.19%,流通A股,7,2019-09-30
603725,74971,300.27万,2.28%,流通A股,9,2019-09-30
603726,1314,1.02亿,55.18%,流通A股,1,2019-09-30
603726,52124,39.20万,0.21%,流通A股,10,2019-09-30
603726,8815,39.20万,0.21%,流通A股,11,2019-09-30
603726,37953,39.20万,0.21%,流通A股,12,2019-09-30
603726,31711,1631.09万,8.79%,流通A股,2,2019-09-30
603726,15810,602.50万,3.25%,流通A股,3,2019-09-30
603726,69392,392.78万,2.12%,流通A股,4,2019-09-30
603726,69393,249.38万,1.34%,流通A股,5,2019-09-30
603726,69394,239.90万,1.29%,流通A股,6,2019-09-30
603726,3913,196.00万,1.06%,流通A股,7,2019-09-30
603726,19509,196.00万,1.06%,流通A股,8,2019-09-30
603726,31495,39.20万,0.21%,流通A股,9,2019-09-30
603727,74972,39.09万,0.41%,流通A股,10,2019-09-30
603727,74973,59.10万,0.62%,流通A股,8,2019-09-30
603727,74974,43.20万,0.46%,流通A股,9,2019-09-30
603728,74975,139.00万,0.79%,流通A股,10,2019-09-30
603728,69395,493.70万,2.81%,流通A股,5,2019-09-30
603728,74976,141.00万,0.80%,流通A股,9,2019-09-30
603729,22534,3069.43万,32.89%,流通A股,1,2019-09-30
603729,69396,45.36万,0.49%,流通A股,10,2019-09-30
603729,69397,949.20万,10.17%,流通A股,2,2019-09-30
603729,69398,390.60万,4.18%,流通A股,3,2019-09-30
603729,69399,308.11万,3.30%,流通A股,5,2019-09-30
603729,69400,59.25万,0.63%,流通A股,6,2019-09-30
603729,69401,59.12万,0.63%,流通A股,7,2019-09-30
603729,69402,50.77万,0.54%,流通A股,8,2019-09-30
603730,74977,92.22万,1.27%,流通A股,10,2019-09-30
603730,18469,849.43万,11.66%,流通A股,2,2019-09-30
603730,2595,640.07万,8.79%,流通A股,3,2019-09-30
603730,1627,187.56万,2.57%,流通A股,4,2019-09-30
603730,46612,95.65万,1.31%,流通A股,8,2019-09-30
603730,74978,92.29万,1.27%,流通A股,9,2019-09-30
603733,69404,102.86万,1.66%,流通A股,1,2019-09-30
603733,74979,18.00万,0.29%,流通A股,10,2019-09-30
603733,69405,45.00万,0.73%,流通A股,2,2019-09-30
603733,69406,44.45万,0.72%,流通A股,3,2019-09-30
603733,69407,36.00万,0.58%,流通A股,4,2019-09-30
603733,69408,35.75万,0.58%,流通A股,5,2019-09-30
603733,69409,30.95万,0.50%,流通A股,6,2019-09-30
603733,69410,23.55万,0.38%,流通A股,7,2019-09-30
603733,69403,22.00万,0.35%,流通A股,8,2019-09-30
603733,74980,18.52万,0.30%,流通A股,9,2019-09-30
603737,31380,1.23亿,67.09%,流通A股,1,2019-09-30
603738,20361,6759.20万,40.45%,流通A股,1,2019-09-30
603738,69411,1380.40万,8.26%,流通A股,2,2019-09-30
603738,69412,856.80万,5.13%,流通A股,3,2019-09-30
603738,74981,238.00万,1.42%,流通A股,4,2019-09-30
603738,34571,190.40万,1.14%,流通A股,6,2019-09-30
603738,3908,190.40万,1.14%,流通A股,7,2019-09-30
603738,74982,158.67万,0.95%,流通A股,8,2019-09-30
603738,74983,151.82万,0.91%,流通A股,9,2019-09-30
603739,74984,70.28万,1.82%,流通A股,1,2019-09-30
603739,74985,12.54万,0.32%,流通A股,10,2019-09-30
603739,74986,32.08万,0.83%,流通A股,2,2019-09-30
603739,74987,16.80万,0.43%,流通A股,3,2019-09-30
603739,74988,16.70万,0.43%,流通A股,4,2019-09-30
603739,74989,14.27万,0.37%,流通A股,5,2019-09-30
603739,74990,13.85万,0.36%,流通A股,6,2019-09-30
603739,74991,12.99万,0.34%,流通A股,7,2019-09-30
603739,74992,12.90万,0.33%,流通A股,8,2019-09-30
603739,74993,12.67万,0.33%,流通A股,9,2019-09-30
603755,74994,17.72万,0.72%,流通A股,10,2019-09-30
603755,74995,25.49万,1.03%,流通A股,7,2019-09-30
603757,48874,196.00万,4.00%,流通A股,1,2019-09-30
603757,74996,34.06万,0.70%,流通A股,10,2019-09-30
603757,69420,196.00万,4.00%,流通A股,2,2019-09-30
603757,23658,196.00万,4.00%,流通A股,3,2019-09-30
603757,26431,184.24万,3.76%,流通A股,4,2019-09-30
603757,74997,41.50万,0.85%,流通A股,7,2019-09-30
603757,74998,37.45万,0.76%,流通A股,8,2019-09-30
603758,43453,245.00万,1.62%,流通A股,10,2019-09-30
603758,22808,685.00万,4.54%,流通A股,4,2019-09-30
603758,69425,417.64万,2.77%,流通A股,5,2019-09-30
603758,69426,415.00万,2.75%,流通A股,6,2019-09-30
603758,12572,360.00万,2.39%,流通A股,8,2019-09-30
603758,49863,350.20万,2.32%,流通A股,9,2019-09-30
603766,18411,1799.06万,0.88%,流通A股,4,2019-09-30
603766,74999,1743.54万,0.85%,流通A股,5,2019-09-30
603766,75000,908.01万,0.44%,流通A股,9,2019-09-30
603767,44762,294.00万,3.10%,流通A股,1,2019-09-30
603767,75001,63.95万,0.68%,流通A股,10,2019-09-30
603767,9309,224.00万,2.36%,流通A股,2,2019-09-30
603767,25353,168.00万,1.77%,流通A股,3,2019-09-30
603767,16502,154.00万,1.63%,流通A股,4,2019-09-30
603767,69427,129.00万,1.36%,流通A股,5,2019-09-30
603767,12991,112.00万,1.18%,流通A股,6,2019-09-30
603767,75002,108.89万,1.15%,流通A股,7,2019-09-30
603767,75003,93.94万,0.99%,流通A股,8,2019-09-30
603767,75004,69.37万,0.73%,流通A股,9,2019-09-30
603768,69429,892.50万,12.73%,流通A股,1,2019-09-30
603768,75005,26.65万,0.38%,流通A股,10,2019-09-30
603768,69430,637.50万,9.09%,流通A股,2,2019-09-30
603768,69431,382.50万,5.45%,流通A股,3,2019-09-30
603768,69434,74.00万,1.06%,流通A股,4,2019-09-30
603768,69428,61.00万,0.87%,流通A股,5,2019-09-30
603768,75006,42.10万,0.60%,流通A股,6,2019-09-30
603768,75007,30.37万,0.43%,流通A股,7,2019-09-30
603768,75008,28.11万,0.40%,流通A股,8,2019-09-30
603768,75009,27.83万,0.40%,流通A股,9,2019-09-30
603773,75010,72.55万,1.13%,流通A股,10,2019-09-30
603773,75011,339.05万,5.27%,流通A股,2,2019-09-30
603773,75012,189.19万,2.94%,流通A股,5,2019-09-30
603773,75013,168.77万,2.62%,流通A股,6,2019-09-30
603773,75014,103.89万,1.62%,流通A股,7,2019-09-30
603773,2807,86.00万,1.34%,流通A股,9,2019-09-30
603776,75015,75.16万,0.63%,流通A股,10,2019-09-30
603776,75016,924.29万,7.70%,流通A股,3,2019-09-30
603776,20409,817.95万,6.82%,流通A股,4,2019-09-30
603776,75017,681.90万,5.68%,流通A股,5,2019-09-30
603776,75018,108.04万,0.90%,流通A股,8,2019-09-30
603776,75019,90.42万,0.75%,流通A股,9,2019-09-30
603777,75020,48.55万,0.44%,流通A股,10,2019-09-30
603777,75021,74.88万,0.68%,流通A股,8,2019-09-30
603777,75022,52.52万,0.47%,流通A股,9,2019-09-30
603778,19530,1.74亿,34.76%,流通A股,1,2019-09-30
603778,30380,9998.57万,20.00%,流通A股,2,2019-09-30
603778,69436,716.00万,1.43%,流通A股,4,2019-09-30
603778,69437,339.25万,0.68%,流通A股,6,2019-09-30
603778,69438,266.79万,0.53%,流通A股,7,2019-09-30
603778,69439,228.41万,0.46%,流通A股,8,2019-09-30
603778,69440,216.74万,0.43%,流通A股,9,2019-09-30
603779,12355,1.05亿,49.99%,流通A股,1,2019-09-30
603779,75023,144.01万,0.68%,流通A股,10,2019-09-30
603779,69441,1388.14万,6.58%,流通A股,2,2019-09-30
603779,69442,604.31万,2.87%,流通A股,3,2019-09-30
603779,69443,538.40万,2.55%,流通A股,5,2019-09-30
603779,44421,220.00万,1.04%,流通A股,9,2019-09-30
603787,28549,1989.00万,28.06%,流通A股,1,2019-09-30
603787,75024,110.54万,1.56%,流通A股,10,2019-09-30
603787,69445,269.69万,3.80%,流通A股,2,2019-09-30
603787,69446,265.31万,3.74%,流通A股,3,2019-09-30
603787,69447,231.93万,3.27%,流通A股,4,2019-09-30
603787,69448,222.11万,3.13%,流通A股,5,2019-09-30
603787,69449,196.15万,2.77%,流通A股,6,2019-09-30
603787,69444,194.86万,2.75%,流通A股,7,2019-09-30
603787,75025,176.39万,2.49%,流通A股,8,2019-09-30
603787,75026,164.64万,2.32%,流通A股,9,2019-09-30
603788,54177,1095.64万,4.76%,流通A股,3,2019-09-30
603788,52683,973.91万,4.23%,流通A股,4,2019-09-30
603788,53788,973.91万,4.23%,流通A股,5,2019-09-30
603788,69450,481.06万,2.09%,流通A股,8,2019-09-30
603789,69451,163.78万,0.63%,流通A股,10,2019-09-30
603789,69452,3900.00万,15.00%,流通A股,2,2019-09-30
603789,30165,3160.56万,12.16%,流通A股,3,2019-09-30
603789,69453,243.36万,0.94%,流通A股,7,2019-09-30
603789,69454,218.00万,0.84%,流通A股,8,2019-09-30
603789,69455,164.28万,0.63%,流通A股,9,2019-09-30
603790,75027,34.23万,0.56%,流通A股,10,2019-09-30
603790,4312,287.04万,4.66%,流通A股,2,2019-09-30
603790,69458,146.74万,2.38%,流通A股,3,2019-09-30
603790,69459,143.52万,2.33%,流通A股,4,2019-09-30
603790,11568,143.52万,2.33%,流通A股,5,2019-09-30
603790,75028,68.17万,1.11%,流通A股,6,2019-09-30
603790,35254,64.58万,1.05%,流通A股,7,2019-09-30
603790,75029,64.58万,1.05%,流通A股,8,2019-09-30
603790,75030,64.58万,1.05%,流通A股,9,2019-09-30
603797,75031,42.73万,0.48%,流通A股,10,2019-09-30
603797,69461,68.81万,0.77%,流通A股,2,2019-09-30
603797,69462,68.40万,0.77%,流通A股,3,2019-09-30
603797,69463,58.10万,0.65%,流通A股,4,2019-09-30
603797,69464,52.80万,0.59%,流通A股,6,2019-09-30
603797,69460,51.35万,0.58%,流通A股,7,2019-09-30
603797,75032,46.32万,0.52%,流通A股,8,2019-09-30
603797,75033,45.00万,0.50%,流通A股,9,2019-09-30
603798,75034,77.05万,0.39%,流通A股,10,2019-09-30
603798,75035,272.50万,1.36%,流通A股,5,2019-09-30
603798,75036,147.00万,0.74%,流通A股,6,2019-09-30
603798,75037,81.65万,0.41%,流通A股,9,2019-09-30
603800,69465,39.93万,0.19%,流通A股,10,2019-09-30
603800,69466,203.95万,0.98%,流通A股,4,2019-09-30
603800,69467,71.04万,0.34%,流通A股,5,2019-09-30
603800,69468,70.74万,0.34%,流通A股,6,2019-09-30
603800,69469,52.46万,0.25%,流通A股,7,2019-09-30
603800,69470,48.27万,0.23%,流通A股,8,2019-09-30
603800,69471,47.35万,0.23%,流通A股,9,2019-09-30
603801,478,811.71万,7.01%,流通A股,2,2019-09-30
603801,69472,541.14万,4.67%,流通A股,4,2019-09-30
603801,69473,406.00万,3.50%,流通A股,5,2019-09-30
603801,4827,405.85万,3.50%,流通A股,6,2019-09-30
603801,34711,405.85万,3.50%,流通A股,7,2019-09-30
603801,75038,317.14万,2.74%,流通A股,8,2019-09-30
603803,69475,1053.48万,4.79%,流通A股,3,2019-09-30
603803,69474,826.80万,3.76%,流通A股,4,2019-09-30
603806,14846,1.11亿,21.30%,流通A股,2,2019-09-30
603808,69476,233.98万,0.70%,流通A股,5,2019-09-30
603808,5926,138.15万,0.42%,流通A股,9,2019-09-30
603809,69480,677.73万,5.89%,流通A股,1,2019-09-30
603809,75039,120.11万,1.04%,流通A股,10,2019-09-30
603809,4417,606.41万,5.27%,流通A股,2,2019-09-30
603809,69481,392.00万,3.41%,流通A股,3,2019-09-30
603809,69477,307.06万,2.67%,流通A股,4,2019-09-30
603809,75040,295.34万,2.57%,流通A股,5,2019-09-30
603809,75041,294.00万,2.55%,流通A股,6,2019-09-30
603809,75042,196.00万,1.70%,流通A股,7,2019-09-30
603809,75043,176.61万,1.53%,流通A股,8,2019-09-30
603809,75044,171.50万,1.49%,流通A股,9,2019-09-30
603810,75045,49.44万,1.25%,流通A股,10,2019-09-30
603810,20583,247.20万,6.26%,流通A股,3,2019-09-30
603810,12636,123.60万,3.13%,流通A股,5,2019-09-30
603810,69482,123.60万,3.13%,流通A股,6,2019-09-30
603810,69483,117.79万,2.98%,流通A股,7,2019-09-30
603810,495,74.16万,1.88%,流通A股,8,2019-09-30
603810,75046,73.36万,1.86%,流通A股,9,2019-09-30
603811,69484,424.00万,5.28%,流通A股,1,2019-09-30
603811,30421,168.00万,2.09%,流通A股,10,2019-09-30
603811,69485,420.00万,5.23%,流通A股,2,2019-09-30
603811,69486,294.00万,3.66%,流通A股,5,2019-09-30
603811,48979,279.27万,3.48%,流通A股,6,2019-09-30
603811,69487,271.60万,3.38%,流通A股,7,2019-09-30
603811,75047,183.00万,2.28%,流通A股,9,2019-09-30
603813,25538,1347.00万,28.46%,流通A股,1,2019-09-30
603813,75048,43.80万,0.93%,流通A股,10,2019-09-30
603813,69488,240.00万,5.07%,流通A股,5,2019-09-30
603813,69489,100.00万,2.11%,流通A股,7,2019-09-30
603813,69490,58.01万,1.23%,流通A股,8,2019-09-30
603817,69492,236.90万,1.32%,流通A股,5,2019-09-30
603817,69493,73.01万,0.41%,流通A股,6,2019-09-30
603817,69494,65.00万,0.36%,流通A股,7,2019-09-30
603817,69491,62.44万,0.35%,流通A股,8,2019-09-30
603817,75049,58.26万,0.32%,流通A股,9,2019-09-30
603818,34157,1.60亿,33.15%,流通A股,1,2019-09-30
603818,69495,143.90万,0.30%,流通A股,10,2019-09-30
603818,34250,1.57亿,32.44%,流通A股,2,2019-09-30
603818,2810,3524.40万,7.28%,流通A股,3,2019-09-30
603818,69496,241.87万,0.50%,流通A股,6,2019-09-30
603818,15405,154.80万,0.32%,流通A股,8,2019-09-30
603818,69497,154.80万,0.32%,流通A股,9,2019-09-30
603819,75050,77.32万,0.99%,流通A股,10,2019-09-30
603819,75051,129.94万,1.67%,流通A股,7,2019-09-30
603819,75052,126.48万,1.62%,流通A股,8,2019-09-30
603819,75053,101.27万,1.30%,流通A股,9,2019-09-30
603822,69498,36.57万,0.50%,流通A股,10,2019-09-30
603822,69499,66.36万,0.90%,流通A股,8,2019-09-30
603823,33390,128.45万,1.83%,流通A股,10,2019-09-30
603823,69501,192.76万,2.74%,流通A股,3,2019-09-30
603823,51730,192.68万,2.74%,流通A股,4,2019-09-30
603823,69502,185.96万,2.64%,流通A股,5,2019-09-30
603823,69503,159.39万,2.27%,流通A股,6,2019-09-30
603823,69500,146.52万,2.08%,流通A股,7,2019-09-30
603823,75054,143.54万,2.04%,流通A股,8,2019-09-30
603823,75055,136.22万,1.94%,流通A股,9,2019-09-30
